MRA_term,Modified_term,SearcherReturned_term,State,Rank
Hepatitis E,nhepatiits e,Hepatitis D,Unmatched,4th
Hepatitis F,hreptitis f,Hepatitis D,Unmatched,4th
Hepatitis F,hepatimim f,Hepatitis D,Unmatched,4th
Hepatitis F,hepatis f,Hepatitis D,Unmatched,4th
Hepatitis F,hqeptitis f,Hepatitis D,Unmatched,4th
Hepatitis F,sepatctis f,Hepatitis D,Unmatched,4th
Hepatitis G,hgepatnitis g,Hepatitis D,Unmatched,4th
Hepatitis G,heptaifis g,Hepatitis D,Unmatched,4th
Hepatitis G,hepatitni g,Hepatitis D,Unmatched,4th
Hepatitis G,hepstitix g,Hepatitis D,Unmatched,4th
Hepatitis G,heaptitiu g,Hepatitis D,Unmatched,4th
Hepatitis H,heaptitix h,Hepatitis D,Unmatched,4th
Hepatitis H,hepatxiits h,Hepatitis D,Unmatched,4th
Hepatitis H,hnepatits h,Hepatitis D,Unmatched,4th
Hepatitis H,hepaitti h,Hepatitis D,Unmatched,4th
Hepatitis H,heaptiits h,Hepatitis D,Unmatched,4th
Pharyngeal cancer stage I,parygeal caccer stapge i,Laryngeal cancer stage IV,Unmatched,4th
Pharyngeal cancer stage III,paryngelal cncer stae ifi,Laryngeal cancer stage IV,Unmatched,4th
Prostatism,prostatmi,Prostatic atrophy,Unmatched,4th
Renal cancer stage I,reeal acncer stgae i,Rectal cancer stage IV,Unmatched,4th
Renal cancer stage III,jenal canceu stae ii,Renal cancer stage II,Unmatched,4th
Renal cancer stage III,enal caner stge ixi,Anal cancer stage IV,Unmatched,4th
Stress,tress,Cardiac stress test abnormal,Unmatched,4th
T-cell lymphoma stage III,t ceil lyphoma tage nii,T-cell lymphoma stage II,Unmatched,4th
T-cell lymphoma stage III,t cuell lymphoka stalge ii,T-cell lymphoma stage II,Unmatched,4th
T-cell lymphoma stage III,t cll lymphoam stge idi,T-cell lymphoma stage II,Unmatched,4th
Urethritis,utrhritis,Arthritis gonococcal,Unmatched,4th
Vaginal cancer stage IVB,vaginla ckncer stauge ivl,Vaginal cancer stage IVA,Unmatched,4th
Vitamin K deficiency,vtiamin k dleficinecy,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitasmin k defiliecncy,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitmin k deficiuny,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,yitamin k dficinecy,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitaimin k deficeicy,Vitamin E deficiency,Unmatched,4th
XIIth nerve injury,ixith ngrve ijnjury,VIth nerve injury,Unmatched,4th
XIIth nerve injury,oiith nefve injruy,VIth nerve injury,Unmatched,4th
XIIth nerve injury,ixith lnerve ifjury,VIth nerve injury,Unmatched,4th
XIth nerve injury,xifth nerev injuryw,XIIth nerve injury,Unmatched,4th
XIth nerve injury,xth nerev injuyr,XIIth nerve injury,Unmatched,4th
XIth nerve injury,ixth neree injuy,Vth nerve injury,Unmatched,4th
XIth nerve injury,xzth erve injkry,XIIth nerve injury,Unmatched,4th
Complement factor C1 decreased,compemnt afctor c1 efcreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,complemaen factr c2 hcreased,Complement factor C4 decreased,Unmatched,4th
Factor XII deficiency,fcator ii diefciency,Factor XI deficiency,Unmatched,4th
Factor XII deficiency,afctor ixi dfciiency,Factor VII deficiency,Unmatched,4th
Factor III deficiency,facttor ii deifiency,Factor XI deficiency,Unmatched,4th
Factor III deficiency,fattor giii deifcency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,facotr diii dfeicaency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,fcator ilii defziency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,factobr dii edficiexcy,Factor XIII deficiency,Unmatched,4th
Factor X deficiency,fatcor x degficliency,Factor V deficiency,Unmatched,4th
Factor X deficiency,factro x deifcieency,Factor V deficiency,Unmatched,4th
Factor X deficiency,factoy x deficeinmy,Factor V deficiency,Unmatched,4th
Factor X deficiency,faftor x defceincy,Factor V deficiency,Unmatched,4th
Factor X deficiency,facter x tdeficoiency,Factor V deficiency,Unmatched,4th
Injection,jiection,Caesarean section,Unmatched,4th
Glycogen storage disease type VII,glyctogen storhage diseae ype vji,Glycogen storage disease type VI,Unmatched,4th
Glycogen storage disease type III,glyocgen storaeg deisease tgype ii,Glycogen storage disease type IV,Unmatched,4th
Glycogen storage disease type III,golycogen storake diseae tye ibi,Glycogen storage disease type IV,Unmatched,4th
Glycogen storage disease type III,glycgen storagle dicsease thype hii,Glycogen storage disease type IV,Unmatched,4th
Glycogen storage disease type III,gylcogen storgae diseas tuype ii,Glycogen storage disease type IV,Unmatched,4th
Glycogen storage disease type III,glpycogen storge diseaes tycpe ii,Glycogen storage disease type IV,Unmatched,4th
Neurolysis,neurlsis,Neuritis,Unmatched,4th
Trisomy 8,trismy 8,Trisomy 22,Unmatched,4th
Trisomy 8,trsiomy 8,Trisomy 22,Unmatched,4th
Trisomy 8,trisomw 8,Trisomy 22,Unmatched,4th
Trisomy 8,triuomy 8,Trisomy 22,Unmatched,4th
Trisomy 8,trisompy 8,Trisomy 22,Unmatched,4th
Trisomy 18,tnisomy 18,Trisomy 22,Unmatched,4th
Trisomy 18,rtisomy 18,Trisomy 22,Unmatched,4th
Trisomy 18,trisomn 18,Trisomy 22,Unmatched,4th
Trisomy 18,trigomy 18,Trisomy 22,Unmatched,4th
Trisomy 18,trmsomy 18,Trisomy 22,Unmatched,4th
Trisomy 17,trisbomy 17,Trisomy 22,Unmatched,4th
Trisomy 17,triisomy 17,Trisomy 22,Unmatched,4th
Trisomy 17,tgrisomy 17,Trisomy 22,Unmatched,4th
Trisomy 17,trisovy 17,Trisomy 22,Unmatched,4th
Trisomy 17,ztrisomy 17,Trisomy 22,Unmatched,4th
Hepatitis E antibody normal,epatiis e natibody ynormal,Hepatitis B antibody normal,Unmatched,4th
Vitamin K,vitain k,Vitamin E,Unmatched,4th
Vitamin K,vtiamin k,Vitamin E,Unmatched,4th
Vitamin K,vitamn k,Vitamin E,Unmatched,4th
Vitamin K,viatmin k,Vitamin E,Unmatched,4th
Vitamin K,vitamn k,Vitamin E,Unmatched,4th
Hepatitis D antibody positive,hepkattis d antbody positie,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,hepatiijs d antibodys posiive,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,hepaticsi d antibode positiev,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,heptaiti d antidbody psitive,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,dlhepatitis d antdbody positivev,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody,hepkatitic d antiody,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hephjtitis d antiobdy,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hlpytitis d antibdy,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,heapitis d antiobdy,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hepaiits d antzbody,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody negative,hepateiztis d antfbody negativeh,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,epatitss d antibodv neqative,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,heaptits d antibdy neqgative,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,ehpaiitis d antiboyd negativj,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,heoptaitis d antibqdy nefgative,Hepatitis E antibody negative,Unmatched,4th
Coagulation factor VII level abnormal,coagultiion factorw ivi levle anbormal,Coagulation factor VIII level normal,Unmatched,4th
Coagulation factor VII level abnormal,comrgulation facator vmi lewel banormal,Coagulation factor V level abnormal,Unmatched,4th
Coagulation factor X level abnormal,coagoumlation fcator x levela anormal,Coagulation factor V level abnormal,Unmatched,4th
Coagulation factor X level abnormal,colagulaeion fator x leevl alnormal,Coagulation factor V level abnormal,Unmatched,4th
Coagulation factor XII level abnormal,caogulatiorn actor ixi lkvel agnormal,Coagulation factor IX level abnormal,Unmatched,4th
Coagulation factor XII level abnormal,cogaulatipn afctor oii evel ubnormal,Coagulation factor VIII level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,bocagulation fcator xii elvel abnorml,Coagulation factor XI level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,coaguatiohn afctor ixii lveel aknormal,Coagulation factor IX level abnormal,Unmatched,4th
Vitamin A increased,vtamin a inrctased,Vitamin D increased,Unmatched,4th
Vitamin A increased,vitamuin a inrceazsed,Vitamin D increased,Unmatched,4th
Vitamin A increased,vitdmin a iccreaksed,Vitamin D increased,Unmatched,4th
Vitamin A increased,ivtamin a icnredased,Vitamin D increased,Unmatched,4th
Vitamin A increased,vitmain a ihcrecsed,Vitamin D increased,Unmatched,4th
Vitamin D abnormal,ivtamin d abormal,Vitamin A normal,Unmatched,4th
Vitamin D abnormal,vitadmin d aynormal,Vitamin A normal,Unmatched,4th
Vitamin D abnormal,hvitamin d anormal,Vitamin A normal,Unmatched,4th
Vitamin D decreased,vitaimn d edcroased,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitami d pdecerased,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitaxmin d deceraskd,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitmin d decraesel,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitaxmin d decresaedq,Vitamin A decreased,Unmatched,4th
Trisomy 15,trsomy 15,Trisomy 22,Unmatched,4th
Trisomy 15,tirsomy 15,Trisomy 22,Unmatched,4th
Trisomy 15,trisomby 15,Trisomy 22,Unmatched,4th
Trisomy 15,triomy 15,Trisomy 22,Unmatched,4th
Trisomy 15,utrisomy 15,Trisomy 22,Unmatched,4th
Pearson's syndrome,parson' syndromz,Stiff person syndrome,Unmatched,4th
Trisomy 12,rtisomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,tcisomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,trsiomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,trcsomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,trisoqy 12,Trisomy 22,Unmatched,4th
Coagulation factor XI level normal,congulatson factoo xi levbel snormal,Coagulation factor XII level abnormal,Unmatched,4th
Coagulation factor XII level normal,coargulaiton fuctor ixi levle nomral,Coagulation factor X level normal,Unmatched,4th
Coagulation factor XII level normal,coamlation facor yii lvel noraml,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XII level normal,coagultaioni fcator ixi leve nowrmal,Coagulation factor X level normal,Unmatched,4th
Coagulation factor XIII level normal,coagoklation facxor ixii lfvel norhal,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XIII level normal,cloagulabion facor ixii leevl normyl,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XIII level normal,coagulaapion ffactor ixii lvel eormal,Coagulation factor XI level normal,Unmatched,4th
Blood immunoglobulin D decreased,ilood immunoglobul d decrebasmed,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,blooid immunoglobwalin d edareased,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,lbood immunrogkobulin d dereasde,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,lood icmmunoglobujlin d ecrease,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,dblood imunoklobulin d decressd,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D increased,blofd icmmunogloublin d innceased,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,btood immunogllebulin d iovcreased,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,lbood immunollobulni d ncreaed,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,bolod immnoglobclin d incerasmd,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,ublood mimunnoglobulin d incepsed,Blood immunoglobulin M increased,Unmatched,4th
Haemoglobin C present,haemogaoin c resent,Haemoglobin E present,Unmatched,4th
Haemoglobin C present,haewoglsobin c pesent,Haemoglobin E present,Unmatched,4th
Blood immunoglobulin D,blooid immunogloubin d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,bvlood immqnfglobulin d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,lbood immunoglbrulin d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,blodo immuonoglobuli d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,blooud mimunoglobrlin d,Blood immunoglobulin M,Unmatched,4th
Hepatitis D virus test positive,ehpatitisz d irus teit poistive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,oheatitis d vrius tets ositive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,hepatinds d irus tjst positivep,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,hepatiias d vius tset posntive,Hepatitis E virus test positive,Unmatched,4th
Trisomy 9,trisomq 9,Trisomy 22,Unmatched,4th
Trisomy 9,trisocmy 9,Trisomy 22,Unmatched,4th
Trisomy 9,trisoby 9,Trisomy 22,Unmatched,4th
Trisomy 9,trisoym 9,Trisomy 22,Unmatched,4th
Trisomy 9,tsisomy 9,Trisomy 22,Unmatched,4th
Trisomy 14,trisoy 14,Trisomy 22,Unmatched,4th
Trisomy 14,trismoy 14,Trisomy 22,Unmatched,4th
Trisomy 14,risomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,xrisomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,ctrisomy 14,Trisomy 22,Unmatched,4th
Hepatitis E virus test,hrpattis e vrius tedst,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepayiptis e virusy tust,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepatitosi e viru tst,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepltiits e vrius est,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepatxiis e vrius tept,Hepatitis A virus test,Unmatched,4th
Factor VII inhibition,factzr ivi invibiton,Factor XIII Inhibition,Unmatched,4th
Factor VII inhibition,factorr ivi innhbiition,Factor XIII Inhibition,Unmatched,4th
Blood creatine phosphokinase MM decreased,bfood creaitne phospjokinse mm creased,Blood creatine phosphokinase MB decreased,Unmatched,4th
Trisomy 4p,triosmy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,trismy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,ltrisomy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,trisoly 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,triosmy 4p,Trisomy 22,Unmatched,4th
Trisomy 16,risomy 16,Trisomy 22,Unmatched,4th
Trisomy 16,trismoy 16,Trisomy 22,Unmatched,4th
Trisomy 16,trismy 16,Trisomy 22,Unmatched,4th
Trisomy 16,trisoym 16,Trisomy 22,Unmatched,4th
Trisomy 16,trisoym 16,Trisomy 22,Unmatched,4th
