MRA_term,Modified_term,SearcherReturned_term,State,Rank
Blood immunoglobulin G abnormal,bloodt immunoglogublin g abnrmal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G abnormal,blouod mimunolgobulin g abnorma,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G abnormal,blod imunoglokbulin g abnromal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G abnormal,blmod iumunogloybulin g abnorqmal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G abnormal,bolod immuanogllobulin g abnormahl,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin G decreased,lbood imrupoglobulin g dcxeased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,bolod immmunoglbulin g ecreasde,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,bleood immuynglobulin g dwcrcased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,bloodc immuonogloulin g decraesde,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G decreased,lbood immnuoglobulgn g dcrqeased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin G increased,xlood immunojgloulin g icreasexd,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,blodo immuvonglobulin g iscreasek,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,blod immuyogloqulin g incrasde,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,clood immnuoglobuin g increued,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G increased,blodo mimunoglouulin g increed,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin G normal,bood immunoglobulxzn g normaf,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,blod immnuoglobuln g norbmal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,jblood immungolonbulin g nrmal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,bleood imunoglobulid g nomral,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin G normal,blod zmmunioglobulin g normla,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M,lbood immunohobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,blodo imtmunogobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,belood immunowglobulil m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M,bood izmunolgobulin m,Blood immunoglobulin E,Unmatched,2nd
Blood immunoglobulin M abnormal,blodo immuonlobulin m banormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin M abnormal,dblood immnogloublin m abnoemal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M abnormal,lbood immunrolgobulin m abnrmal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M abnormal,bolod mmunogsobulin m abnromal,Blood immunoglobulin E abnormal,Unmatched,2nd
Blood immunoglobulin M abnormal,blozod immuonglobluin m bnormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood immunoglobulin M decreased,blod mimunoglobulinp m decaesed,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M decreased,slood immungolobslin m xzcreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin M decreased,lood immunogloublib m edcerased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M decreased,blpood mmmunoglboulin m derleased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M decreased,bloo ammunoglbulin m odecreahed,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin M increased,blgood immnogolbulin m yincreasued,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M increased,bloo ixmunogloulin m mcreased,Blood immunoglobulin A increased,Unmatched,2nd
Blood immunoglobulin M increased,blokd immunoglbuiln m iqcrueased,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M increased,bloood immunogdljobulin m icreaser,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M increased,bood immuonglebulin m inrease,Blood immunoglobulin E increased,Unmatched,2nd
Blood immunoglobulin M normal,blod imumnoglobuiln m normla,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,bloxd lmmunolgobulin m normalx,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,blsod immungolobluin m ormal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,blod itmmunoglobluin m norgmal,Blood immunoglobulin E normal,Unmatched,2nd
Blood immunoglobulin M normal,gblood imjunoglobulifn m hnormal,Blood immunoglobulin A normal,Unmatched,2nd
Blood methanol increased,blokd methanl ingccreased,Blood ethanol increased,Unmatched,2nd
Blood methanol increased,blonod emthanol pincrease,Blood ethanol increased,Unmatched,2nd
Blood urea decreased,bplood rea eqcreased,Blood lead increased,Unmatched,2nd
Burkitt's lymphoma stage I,burzitt' ylmphoma suage i,High grade B-cell lymphoma Burkitt-like lymphoma stage II,Unmatched,2nd
Burkitt's lymphoma stage III,burktt' ylmphoma smage isii,High grade B-cell lymphoma Burkitt-like lymphoma stage III,Unmatched,2nd
Burkitt's lymphoma stage III,urkdtt's lymphomm stige iki,Burkitt's lymphoma stage II,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,chroninc lypmhocythic lukamia sdage 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,cronic lymphocyfi leulkeamia stae 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,hcronic lkymphocyti deukemia bstage 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,chornic lymhoytic lekuaeia staga 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,chronc lypmhoctic lgeukaeima tage 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 3,chdonic lymphcoyitc lekuaemai staged 3,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 3,chronicv lymthocyti lfekuaemia tage 3,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 3,chrnoic plymkphocytic lekupkaemia sage 3,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 3,chdonic lylphocytvc leukecia stuge 3,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 3,hronic lypmhocytqic lekukeamia stag 3,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 4,chaonic lumphocyti lkaemia stae 4,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 4,chonic oymphocyitc yuekaemia stag 4,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 4,chrnoic zlymphoyctic eluxaemia staoge 4,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 4,crhonic lyphoyctic leunkfaemia stayge 4,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 4,chronjc llympohcytic leuksaevmia sthage 4,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Coagulation factor VII level increased,coauulatin pfactor vwi leel nvcreased,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor VII level normal,xcoauglation ftctor ivi lvel noxrmal,Coagulation factor V level normal,Unmatched,2nd
Coagulation factor X level,coeagultion facotr x klevel,Coagulation factor V level,Unmatched,2nd
Coagulation factor X level,zcoagualtion faator x uevel,Coagulation factor V level,Unmatched,2nd
Coagulation factor X level,caglation factr x levele,Coagulation factor V level,Unmatched,2nd
Coagulation factor X level,cobgultion fctor x lveel,Coagulation factor V level,Unmatched,2nd
Coagulation factor X level,ocaguldation facor x ldevel,Coagulation factor V level,Unmatched,2nd
Coagulation factor X level decreased,coagaultion factow x levl decteaspd,Coagulation factor V level decreased,Unmatched,2nd
Coagulation factor X level decreased,coagvfation fcator x levl decraase,Coagulation factor V level decreased,Unmatched,2nd
Coagulation factor X level decreased,coagulpion facor x lveel dcfreased,Coagulation factor V level decreased,Unmatched,2nd
Coagulation factor X level decreased,cadgulation factbor x levle dcereasde,Coagulation factor V level decreased,Unmatched,2nd
Coagulation factor X level decreased,coaguldtoion factro x elvel decrensvd,Coagulation factor V level decreased,Unmatched,2nd
Coagulation factor X level increased,cojagulatifon fatcor x lhvel inceaed,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor X level increased,ocagulatikn fctor x levey nicresaed,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor X level increased,ycoagualtion facotr x elvel imncrased,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor X level increased,coaulamion fatcor x levl increasgdk,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor X level increased,coaguatoin actor x leevl incyeasved,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor XII level,coagxulkation eactor xiie tevel,Coagulation factor VIII level,Unmatched,2nd
Coagulation factor XII level,coaugaltion afactor xoii levgel,Coagulation factor VIII level,Unmatched,2nd
Coagulation factor XII level,coagulaon factoer eii tlevel,Coagulation factor VIII level,Unmatched,2nd
Coagulation factor XII level,coaguyltion fatcor ixi ljevel,Coagulation factor VII level,Unmatched,2nd
Coagulation factor XII level,cagultion fatcor txii elvel,Coagulation factor VIII level,Unmatched,2nd
Coagulation factor XII level decreased,aogulation fatcor ii levle deckaased,Coagulation factor VII level decreased,Unmatched,2nd
Coagulation factor XII level decreased,coaguvlatlion factro yii nlevel decerase,Coagulation factor VII level decreased,Unmatched,2nd
Coagulation factor XII level decreased,yagulation fctor xlii leve dcretsed,Coagulation factor VIII level decreased,Unmatched,2nd
Coagulation factor XII level decreased,coangulatiom facor xi ledvel ecreaed,Coagulation factor XI level decreased,Unmatched,2nd
Coagulation factor XII level decreased,coaguhtion fcator kii leevl decrweasd,Coagulation factor VII level decreased,Unmatched,2nd
Coagulation factor XII level increased,cobgulaiton facor ixi leve incresead,Coagulation factor VII level increased,Unmatched,2nd
Coagulation factor XII level increased,caogulaltion facto ii leve ancrreased,Coagulation factor VII level increased,Unmatched,2nd
Coagulation factor XII level increased,cohangulation fatctor xif lvel incxreasee,Coagulation factor VII level increased,Unmatched,2nd
Coagulation factor XII level increased,cholgulation factsr xi lhevel ickeased,Coagulation factor XI level increased,Unmatched,2nd
Coagulation factor XIII level,ckagalation factro ixii levl,Coagulation factor VII level,Unmatched,2nd
Coagulation factor XIII level,coagultino factaor xxiii levhel,Coagulation factor XII level,Unmatched,2nd
Coagulation factor XIII level,coagioation factr xii levl,Coagulation factor VII level,Unmatched,2nd
Coagulation factor XIII level,coaguaytion afctor ixii lqevel,Coagulation factor VII level,Unmatched,2nd
Coagulation factor XIII level,coagkulationc fator xii lvel,Coagulation factor VII level,Unmatched,2nd
Coagulation factor XIII level decreased,coadulatioj flctor ixii lvel dyecreatsed,Coagulation factor VII level decreased,Unmatched,2nd
Coagulation factor XIII level decreased,coaugation fadtor xii evel dcreasd,Coagulation factor VII level decreased,Unmatched,2nd
Coagulation factor XIII level decreased,coaglatiaon factop xii lvvel decwrzased,Coagulation factor VII level decreased,Unmatched,2nd
Coagulation factor XIII level decreased,ocagulatin factxr xiig ievel dcreasd,Coagulation factor VIII level decreased,Unmatched,2nd
Coagulation factor XIII level increased,coagualtino factpr ixii pevel incryaked,Coagulation factor VII level increased,Unmatched,2nd
Coagulation factor XIII level increased,cioafulation facthr xii evel increasbe,Coagulation factor VII level increased,Unmatched,2nd
Coagulation factor XIII level increased,ooagulfation facdor yxiii levhl incrsed,Coagulation factor XII level increased,Unmatched,2nd
Coagulation factor XIII level increased,caagulatin ofactor xiibi levea incrkaesed,Coagulation factor XII level increased,Unmatched,2nd
Coagulation factor XIII level increased,coagulatilno fuctor xii evel nicrejsed,Coagulation factor VII level increased,Unmatched,2nd
Colorectal cancer stage III,coporctal caner sage jii,Colorectal cancer stage II,Unmatched,2nd
Cutaneous T-cell lymphoma stage III,cuqancous t clel lyvmphoma sgtage iwi,Cutaneous T-cell lymphoma stage II,Unmatched,2nd
Emphysema,emphema,Empyema drainage,Unmatched,2nd
Endometrial cancer stage III,enxdometial calncer hstage qii,Endometrial cancer stage II,Unmatched,2nd
Extragonadal primary germ cell tumour mixed stage III,extragvnadl primry gercm celzl tuour imxed stafe yii,Extragonadal primary germ cell tumour mixed stage II,Unmatched,2nd
Factor VII deficiency,fahctor ivi zdreficiency,Factor II deficiency,Unmatched,2nd
Factor VII deficiency,afctor vwi djficieny,Factor II deficiency,Unmatched,2nd
Factor VIII deficiency,fatcor vdii defiienc,Factor VII deficiency,Unmatched,2nd
Factor VIII deficiency,feactor vii defipgciency,Factor VII deficiency,Unmatched,2nd
Factor VIII deficiency,factkor niii deficeincl,Factor VII deficiency,Unmatched,2nd
Factor XI deficiency,facto xi dfciiency,Factor IX deficiency,Unmatched,2nd
Factor XI deficiency,facntor xi defimciuency,Factor IX deficiency,Unmatched,2nd
Factor XI deficiency,fatcor xi defciebcy,Factor IX deficiency,Unmatched,2nd
Factor XI deficiency,fcator xi defjeciency,Factor IX deficiency,Unmatched,2nd
Factor XI deficiency,factors xi deicitncy,Factor IX deficiency,Unmatched,2nd
Factor XIII deficiency,factr xipi edfibciency,Factor VII deficiency,Unmatched,2nd
Factor XIII deficiency,facxtor ixii deficiecjy,Factor IX deficiency,Unmatched,2nd
Gastric cancer stage III,gstric cancr stae iki,Gastric cancer stage II,Unmatched,2nd
Hepatitis C,hheptitis c,Hepatitis B,Unmatched,2nd
Hepatitis C,elpatitis c,Hepatitis B,Unmatched,2nd
Hepatitis C,heatiti c,Hepatitis B,Unmatched,2nd
Hepatitis C,hepatrixtis c,Hepatitis B,Unmatched,2nd
Hepatitis C,hepatcaitis c,Hepatitis B,Unmatched,2nd
Hepatitis C antibody,hepatzoitis c oantibody,Hepatitis B antibody,Unmatched,2nd
Hepatitis C antibody,hepatijts c antiboyd,Hepatitis B antibody,Unmatched,2nd
Hepatitis C antibody,heptiis c antibocdy,Hepatitis B antibody,Unmatched,2nd
Hepatitis C antibody,hepatts c ntibody,Hepatitis B antibody,Unmatched,2nd
Hepatitis C antibody,hpatiits c antibyody,Hepatitis B antibody,Unmatched,2nd
Hepatitis C antibody negative,hepaztiutis c lantibody niegative,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis C antibody negative,hepaitfis c antibdoy negatijve,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis C antibody negative,hepatitxa c antibod negativ,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis C antibody negative,heatitrs c anitbody negatiwve,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis C antibody negative,epatiti c antbody negtaive,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis C antibody positive,hjpattis c antilbody posiytive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis C antibody positive,ehpatitsi c antibdoy psoitive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis C antibody positive,heptits c atnibody pdositive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis C antibody positive,hngpatitis c antibdoy vpositive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis C antibody positive,heaptidtis c antgbody positiv,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis D,heratiis d,Hepatitis B,Unmatched,2nd
Hepatitis D,hepatiism d,Hepatitis B,Unmatched,2nd
Hepatitis D,hvpeatitis d,Hepatitis B,Unmatched,2nd
Hepatitis D,hepcttis d,Hepatitis B,Unmatched,2nd
Hepatitis D,hpeattis d,Hepatitis B,Unmatched,2nd
Hepatitis E,hepaitsi e,Hepatitis B,Unmatched,2nd
Hepatitis E,heptaiti e,Hepatitis B,Unmatched,2nd
Hepatitis E,hpatiti e,Hepatitis B,Unmatched,2nd
Hepatitis E,heatitsi e,Hepatitis B,Unmatched,2nd
Hepatitis E,nhepatiits e,Hepatitis B,Unmatched,2nd
Hepatitis F,hreptitis f,Hepatitis B,Unmatched,2nd
Hepatitis F,hepatimim f,Hepatitis B,Unmatched,2nd
Hepatitis F,hepatis f,Hepatitis B,Unmatched,2nd
Hepatitis F,hqeptitis f,Hepatitis B,Unmatched,2nd
Hepatitis F,sepatctis f,Hepatitis B,Unmatched,2nd
Hepatitis G,hgepatnitis g,Hepatitis B,Unmatched,2nd
Hepatitis G,heptaifis g,Hepatitis B,Unmatched,2nd
Hepatitis G,hepatitni g,Hepatitis B,Unmatched,2nd
Hepatitis G,hepstitix g,Hepatitis B,Unmatched,2nd
Hepatitis G,heaptitiu g,Hepatitis B,Unmatched,2nd
Hepatitis H,heaptitix h,Hepatitis B,Unmatched,2nd
Hepatitis H,hepatxiits h,Hepatitis B,Unmatched,2nd
Hepatitis H,hnepatits h,Hepatitis B,Unmatched,2nd
Hepatitis H,hepaitti h,Hepatitis B,Unmatched,2nd
Hepatitis H,heaptiits h,Hepatitis B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hia infbctin cdr agroup iv subgrohup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,qhiv infectoim cdpc froup iv subgroupm d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,kiv inefnction dcc grouep iv subgropu d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,htv infetio ccd ghroup iv sugbroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup D,hvi iufectino ccd rgoup iv suqgroup d,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hjiv infectivo pdc gorup iv subgproup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,his insfeftion qcdc grop iv suybgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,hv iwfectino cdcp vgroup iv sbgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,ihv inectoin cd gruoup iv jubgroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,iv infechtin ccd gropu iv subgyroup e,HIV infection CDC Group IV subgroup B,Unmatched,2nd
Hodgkin's disease stage III,hdogin's disese satge yii,Hodgkin's disease stage II,Unmatched,2nd
Hypotonia,hyrtonia,Hypertonia,Unmatched,2nd
Infection,inwction,Injection site joint infection,Unmatched,2nd
Large cell lung cancer stage III,lrge clel lugn cncer tsage iki,Large cell lung cancer stage II,Unmatched,2nd
Macrostomia,macrostia,Macrosomia,Unmatched,2nd
Metastases to spine,meatastses to sine,Metastases to skin,Unmatched,2nd
Nasal polyps,ansal pelyps,Aural polyp,Unmatched,2nd
Nodal marginal zone B-cell lymphoma stage III,ntodal marginlal zon b cbll lymphom stagek iwi,Nodal marginal zone B-cell lymphoma stage II,Unmatched,2nd
Non-small cell lung cancer stage IIIA,onn smal ecll lun cancr vstage iiai,Non-small cell lung cancer stage III,Unmatched,2nd
Non-small cell lung cancer stage IIIB,mon smal ucell lugn cadncer satge iib,Non-small cell lung cancer stage III,Unmatched,2nd
Non-small cell lung cancer stage IIIB,no samll cyll lug cance stagve iibi,Non-small cell lung cancer stage III,Unmatched,2nd
Non-small cell lung cancer stage IIIB,no smald cdell lugn caner staeg iibi,Non-small cell lung cancer stage III,Unmatched,2nd
Non-small cell lung cancer stage IIIB,ndon smdall ell lug cance stoage iib,Non-small cell lung cancer stage III,Unmatched,2nd
Non-small cell lung cancer stage IIIB,no sfall ceoll lurng canler staeg iibi,Non-small cell lung cancer stage III,Unmatched,2nd
Ovarian dysgerminoma stage III,ovaran dsygermnoma stgae zii,Ovarian dysgerminoma stage II,Unmatched,2nd
Ovarian germ cell embryonal carcinoma stage III,ovariae ger ceoll embyreonal carcionam tage ivi,Ovarian germ cell embryonal carcinoma stage II,Unmatched,2nd
Ovarian germ cell endodermal sinus tumour stage III,oavrian gefrm ceoll endnoyermal sgnus tumoru stge kii,Ovarian germ cell endodermal sinus tumour stage II,Unmatched,2nd
Ovarian germ cell teratoma stage III,ovairan grem oell terlatoma tsage ipi,Ovarian germ cell teratoma stage II,Unmatched,2nd
Pain,hain,Skin hair bearing graft,Unmatched,2nd
Pain,pai,Pain in jaw,Unmatched,2nd
Pharyngeal cancer stage 0,haryngael cncer ztage 0,Laryngeal cancer stage I,Unmatched,2nd
Pharyngeal cancer stage I,parygeal caccer stapge i,Laryngeal cancer stage I,Unmatched,2nd
Pharyngeal cancer stage III,pharynrela canceyr stagp iji,Pharyngeal cancer stage II,Unmatched,2nd
Pharyngeal cancer stage III,paryngelal cncer stae ifi,Laryngeal cancer stage II,Unmatched,2nd
Pharyngeal cancer stage IV,jparyngeal cnacer stge iv,Laryngeal cancer stage IV,Unmatched,2nd
Posturing,posturn,Decorticate posture,Unmatched,2nd
Proctitis,pocitis,Pouchitis,Unmatched,2nd
Prostatism,prostatmi,Prostatic abscess,Unmatched,2nd
Rectal cancer stage III,retal canecr stagke yii,Rectal cancer stage II,Unmatched,2nd
Rectal cancer stage III,recqal cancre sage qii,Rectal cancer stage II,Unmatched,2nd
Renal cancer stage I,reeal acncer stgae i,Rectal cancer stage I,Unmatched,2nd
Renal cancer stage II,aenal cancre sitage ii,Anal cancer stage III,Unmatched,2nd
Renal cancer stage II,arenal cancre stahe ii,Anal cancer stage III,Unmatched,2nd
Renal cancer stage II,ernal cacer stag ii,Anal cancer stage III,Unmatched,2nd
Renal cancer stage III,jenal canceu stae ii,Anal cancer stage III,Unmatched,2nd
Renal cancer stage III,oenal caner fstage bii,Anal cancer stage III,Unmatched,2nd
Renal cancer stage III,enal caner stge ixi,Anal cancer stage II,Unmatched,2nd
Renal cancer stage III,reznal clancer sage iiif,Rectal cancer stage III,Unmatched,2nd
Renal cancer stage IV,rneal cacner stgae iv,Anal cancer stage IV,Unmatched,2nd
Renal cancer stage IV,rneal caner sage iv,Anal cancer stage IV,Unmatched,2nd
Renal cancer stage IV,reaal canbcer snage iv,Rectal cancer stage IV,Unmatched,2nd
Renal cancer stage IV,enal lcancer stgae iv,Anal cancer stage IV,Unmatched,2nd
Renal lesion excision,real leson ecxision,Rectal lesion excision,Unmatched,2nd
Renal pain,real paio,Oral pain,Unmatched,2nd
Retinal haemorrhage,reinal haemofrrqhage,Renal haemorrhage,Unmatched,2nd
Retinal haemorrhage,retnal haremrorhage,Renal haemorrhage,Unmatched,2nd
Spleen disorder,speen disordre,Speech disorder,Unmatched,2nd
Stress,tress,Foetal non-stress test,Unmatched,2nd
Surgery,srgery,Peripheral artery surgery,Unmatched,2nd
T-cell lymphoma stage I,t clel ymphoma stae i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t sell ylmphoma tsage i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t cegll lemphoma sitage i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t celt ylmphoma staage i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage I,t cel lymphsma stmge i,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage II,t clel klymphoma stae ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t cefll lymhpoma stoage ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t ell eymphoma stasge ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t xell lympeoma bstage ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage II,t clel lyymphoma stagve ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t ell lmyphoma sage iibi,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t clel lmphoma sgtage aii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t ceil lyphoma tage nii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t cuell lymphoka stalge ii,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage III,t cll lymphoam stge idi,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage IV,t ecll lymphom sttage iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cll ymphoma stagj iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t cellf lymhpoma staae iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t ecll lymphom stxage iv,B-cell lymphoma stage IV,Unmatched,2nd
T-cell lymphoma stage IV,t clel lympdhoma stwge iv,B-cell lymphoma stage IV,Unmatched,2nd
Testicular germ cell tumour mixed stage III,tseticpular gert vcell utmour mxied stajge isi,Testicular germ cell tumour mixed stage II,Unmatched,2nd
