MRA_term,Modified_term,SearcherReturned_term,State,Rank
Hepatitis D,hepcttis d,Hepatitis C,Unmatched,3rd
Hepatitis D,hpeattis d,Hepatitis C,Unmatched,3rd
Hepatitis E,hepaitsi e,Hepatitis C,Unmatched,3rd
Hepatitis E,heptaiti e,Hepatitis C,Unmatched,3rd
Hepatitis E,hpatiti e,Hepatitis C,Unmatched,3rd
Hepatitis E,heatitsi e,Hepatitis C,Unmatched,3rd
Hepatitis E,nhepatiits e,Hepatitis C,Unmatched,3rd
Hepatitis F,hreptitis f,Hepatitis C,Unmatched,3rd
Hepatitis F,hepatimim f,Hepatitis C,Unmatched,3rd
Hepatitis F,hepatis f,Hepatitis C,Unmatched,3rd
Hepatitis F,hqeptitis f,Hepatitis C,Unmatched,3rd
Hepatitis F,sepatctis f,Hepatitis C,Unmatched,3rd
Hepatitis G,hgepatnitis g,Hepatitis C,Unmatched,3rd
Hepatitis G,heptaifis g,Hepatitis C,Unmatched,3rd
Hepatitis G,hepatitni g,Hepatitis C,Unmatched,3rd
Hepatitis G,hepstitix g,Hepatitis C,Unmatched,3rd
Hepatitis G,heaptitiu g,Hepatitis C,Unmatched,3rd
Hepatitis H,heaptitix h,Hepatitis C,Unmatched,3rd
Hepatitis H,hepatxiits h,Hepatitis C,Unmatched,3rd
Hepatitis H,hnepatits h,Hepatitis C,Unmatched,3rd
Hepatitis H,hepaitti h,Hepatitis C,Unmatched,3rd
Hepatitis H,heaptiits h,Hepatitis C,Unmatched,3rd
HIV infection CDC Group IV subgroup E,hjiv infectivo pdc gorup iv subgproup e,HIV infection CDC Group IV subgroup D,Unmatched,3rd
HIV infection CDC Group IV subgroup E,his insfeftion qcdc grop iv suybgroup e,HIV infection CDC Group IV subgroup D,Unmatched,3rd
HIV infection CDC Group IV subgroup E,hv iwfectino cdcp vgroup iv sbgroup e,HIV infection CDC Group IV subgroup D,Unmatched,3rd
HIV infection CDC Group IV subgroup E,ihv inectoin cd gruoup iv jubgroup e,HIV infection CDC Group IV subgroup D,Unmatched,3rd
HIV infection CDC Group IV subgroup E,iv infechtin ccd gropu iv subgyroup e,HIV infection CDC Group IV subgroup D,Unmatched,3rd
Non-small cell lung cancer stage IIIB,mon smal ucell lugn cadncer satge iib,Non-small cell lung cancer stage IIIA,Unmatched,3rd
Non-small cell lung cancer stage IIIB,no samll cyll lug cance stagve iibi,Non-small cell lung cancer stage IIIA,Unmatched,3rd
Non-small cell lung cancer stage IIIB,no smald cdell lugn caner staeg iibi,Non-small cell lung cancer stage IIIA,Unmatched,3rd
Non-small cell lung cancer stage IIIB,ndon smdall ell lug cance stoage iib,Non-small cell lung cancer stage IIIA,Unmatched,3rd
Non-small cell lung cancer stage IIIB,no sfall ceoll lurng canler staeg iibi,Non-small cell lung cancer stage IIIA,Unmatched,3rd
Pain,hain,Loin pain haematuria syndrome,Unmatched,3rd
Pain,pai,External ear pain,Unmatched,3rd
Pharyngeal cancer stage I,parygeal caccer stapge i,Laryngeal cancer stage II,Unmatched,3rd
Pharyngeal cancer stage III,paryngelal cncer stae ifi,Laryngeal cancer stage III,Unmatched,3rd
Pharyngeal cancer stage IV,jparyngeal cnacer stge iv,Pharyngeal cancer stage II,Unmatched,3rd
Posturing,posturn,Decerebrate posture,Unmatched,3rd
Prostatism,prostatmi,Prostatic adenoma,Unmatched,3rd
Renal cancer stage I,reeal acncer stgae i,Rectal cancer stage II,Unmatched,3rd
Renal cancer stage II,aenal cancre sitage ii,Anal cancer stage IV,Unmatched,3rd
Renal cancer stage II,arenal cancre stahe ii,Anal cancer stage IV,Unmatched,3rd
Renal cancer stage II,ernal cacer stag ii,Anal cancer stage IV,Unmatched,3rd
Renal cancer stage III,jenal canceu stae ii,Anal cancer stage IV,Unmatched,3rd
Renal cancer stage III,oenal caner fstage bii,Renal cancer stage II,Unmatched,3rd
Renal cancer stage III,enal caner stge ixi,Anal cancer stage III,Unmatched,3rd
Renal cancer stage III,reznal clancer sage iiif,Renal cancer stage II,Unmatched,3rd
Renal cancer stage IV,rneal cacner stgae iv,Renal cancer stage II,Unmatched,3rd
Renal cancer stage IV,rneal caner sage iv,Renal cancer stage II,Unmatched,3rd
Renal cancer stage IV,reaal canbcer snage iv,Renal cancer stage II,Unmatched,3rd
Renal cancer stage IV,enal lcancer stgae iv,Renal cancer stage II,Unmatched,3rd
Stress,tress,Cardiac pharmacologic stress test,Unmatched,3rd
T-cell lymphoma stage I,t clel ymphoma stae i,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage I,t sell ylmphoma tsage i,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage I,t cegll lemphoma sitage i,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage I,t celt ylmphoma staage i,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage I,t cel lymphsma stmge i,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage II,t clel klymphoma stae ii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage II,t cefll lymhpoma stoage ii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage II,t ell eymphoma stasge ii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage II,t xell lympeoma bstage ii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage II,t clel lyymphoma stagve ii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage III,t ell lmyphoma sage iibi,T-cell lymphoma stage II,Unmatched,3rd
T-cell lymphoma stage III,t clel lmphoma sgtage aii,T-cell lymphoma stage II,Unmatched,3rd
T-cell lymphoma stage III,t ceil lyphoma tage nii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage III,t cuell lymphoka stalge ii,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage III,t cll lymphoam stge idi,B-cell lymphoma stage IV,Unmatched,3rd
T-cell lymphoma stage IV,t ecll lymphom sttage iv,T-cell lymphoma stage II,Unmatched,3rd
T-cell lymphoma stage IV,t cll ymphoma stagj iv,T-cell lymphoma stage II,Unmatched,3rd
T-cell lymphoma stage IV,t cellf lymhpoma staae iv,T-cell lymphoma stage II,Unmatched,3rd
T-cell lymphoma stage IV,t ecll lymphom stxage iv,T-cell lymphoma stage II,Unmatched,3rd
T-cell lymphoma stage IV,t clel lympdhoma stwge iv,T-cell lymphoma stage II,Unmatched,3rd
Trisomy 22,trsiomy 22,Trisomy 21,Unmatched,3rd
Trisomy 22,trasomy 22,Trisomy 21,Unmatched,3rd
Trisomy 22,trisoym 22,Trisomy 21,Unmatched,3rd
Trisomy 22,trssomy 22,Trisomy 21,Unmatched,3rd
Trisomy 22,trismy 22,Trisomy 21,Unmatched,3rd
Urethritis,utrhritis,Arthritis enteropathic,Unmatched,3rd
Vaginal cancer stage II,vainal cncer staeg ii,Anal cancer stage IV,Unmatched,3rd
Vaginal cancer stage IVA,vainal cncer staeg iav,Vaginal cancer stage III,Unmatched,3rd
Vaginal cancer stage IVB,vaginla ckncer stauge ivl,Vaginal cancer stage III,Unmatched,3rd
Vaginal cancer stage IVB,vagnnal cance rstage vib,Vaginal cancer stage IVA,Unmatched,3rd
Vein disorder,ein diskorder,Skin disorder,Unmatched,3rd
Vitamin B6 deficiency,viamin b6 defciencwy,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vittamin b6 deicienjy,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vitadmin b6 depicienyc,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vtamin b6 dreifciency,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vgitamin b6 dehifciency,Vitamin B2 deficiency,Unmatched,3rd
Vitamin E deficiency,vitomin e defgiency,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,rvitamin e fdeiciency,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,ivtamin e defciienc,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,jvitamin e defibienco,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,viamin e defjcency,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vtiamin k dleficinecy,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vitasmin k defiliecncy,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vitmin k deficiuny,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,yitamin k dficinecy,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vitaimin k deficeicy,Vitamin D deficiency,Unmatched,3rd
Vth nerve injury,vih nerye injur,VIth nerve injury,Unmatched,3rd
XIIth nerve injury,ixith ngrve ijnjury,VIIth nerve injury,Unmatched,3rd
XIIth nerve injury,oiith nefve injruy,VIIth nerve injury,Unmatched,3rd
XIIth nerve injury,ixith lnerve ifjury,VIIth nerve injury,Unmatched,3rd
XIth nerve injury,xifth nerev injuryw,VIth nerve injury,Unmatched,3rd
XIth nerve injury,xth nerev injuyr,Vth nerve injury,Unmatched,3rd
XIth nerve injury,ixth neree injuy,VIth nerve injury,Unmatched,3rd
XIth nerve injury,xzth erve injkry,Vth nerve injury,Unmatched,3rd
Agnosia,anosia,Anoxia,Unmatched,3rd
Complement factor C1 decreased,compemnt afctor c1 efcreased,Complement factor C4 increased,Unmatched,3rd
Complement factor C2 decreased,fcomplemwnt facotr c2 detreamed,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,ocpmlement fctor c2 dscerased,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,cuompelment factro c2 decrealesd,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,copmleemnt fvactor c2 edcreasoed,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 increased,complmemnt facor c2 ineieased,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,ocmplmeent fvctor c2 increraoed,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,compelemnt fctor c2 sincresaed,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,comphlment factokr c2 increaode,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,complemaen factr c2 hcreased,Complement factor C4 increased,Unmatched,3rd
Factor XII deficiency,fcator ii diefciency,Factor VII deficiency,Unmatched,3rd
Factor XII deficiency,afctor ixi dfciiency,Factor IX deficiency,Unmatched,3rd
Factor XII deficiency,fcator xi defieieuncy,Factor XI deficiency,Unmatched,3rd
Factor XII deficiency,factofr xi dfeiciencwy,Factor XI deficiency,Unmatched,3rd
Factor XII deficiency,fuctor xi dficiecny,Factor XI deficiency,Unmatched,3rd
Factor III deficiency,facttor ii deifiency,Factor VII deficiency,Unmatched,3rd
Factor III deficiency,fattor giii deifcency,Factor VIII deficiency,Unmatched,3rd
Factor III deficiency,facotr diii dfeicaency,Factor VIII deficiency,Unmatched,3rd
Factor III deficiency,fcator ilii defziency,Factor VIII deficiency,Unmatched,3rd
Factor III deficiency,factobr dii edficiexcy,Factor VIII deficiency,Unmatched,3rd
Factor X deficiency,fatcor x degficliency,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,factro x deifcieency,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,factoy x deficeinmy,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,faftor x defceincy,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,facter x tdeficoiency,Factor XI deficiency,Unmatched,3rd
Injection,inectifn,Infection,Unmatched,3rd
Injection,jiection,Painful erection,Unmatched,3rd
Glycogen storage disease type VII,glyctogen storhage diseae ype vji,Glycogen storage disease type II,Unmatched,3rd
Glycogen storage disease type VIII,glqcogen torage kdisease tyep ivii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type VIII,jglycogen stroage diesase tye vii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type VIII,glcogen storkage diseae kype vtii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type VIII,glycoge ctorage disase tpye vii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type III,glyocgen storaeg deisease tgype ii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type III,golycogen storake diseae tye ibi,Glycogen storage disease type VIII,Unmatched,3rd
Glycogen storage disease type III,glycgen storagle dicsease thype hii,Glycogen storage disease type VIII,Unmatched,3rd
Glycogen storage disease type III,gylcogen storgae diseas tuype ii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type III,glpycogen storge diseaes tycpe ii,Glycogen storage disease type VII,Unmatched,3rd
Neurolysis,neurlsis,Necrosis,Unmatched,3rd
Trisomy 8,trismy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,trsiomy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,trisomw 8,Trisomy 21,Unmatched,3rd
Trisomy 8,triuomy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,trisompy 8,Trisomy 21,Unmatched,3rd
Trisomy 18,tnisomy 18,Trisomy 21,Unmatched,3rd
Trisomy 18,rtisomy 18,Trisomy 21,Unmatched,3rd
Trisomy 18,trisomn 18,Trisomy 21,Unmatched,3rd
Trisomy 18,trigomy 18,Trisomy 21,Unmatched,3rd
Trisomy 18,trmsomy 18,Trisomy 21,Unmatched,3rd
Trisomy 17,trisbomy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,triisomy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,tgrisomy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,trisovy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,ztrisomy 17,Trisomy 21,Unmatched,3rd
Hepatitis E antibody positive,heatiti e antxbody ositive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,heptaits e antiboyd postiive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,iheatitis e antibjody ipositive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,rhiepatitis e antibdy postive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,hepaittits e antbody psitive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody,ehptitis e antbody,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,hemtitis e antijody,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,hexpatiis e antibpody,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,hnpaittis e antebody,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,heatiits e antbody,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody negative,hepvtitbs e antbiody negatve,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,epaitis e xantibody nzgative,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,lheptitis e anqibody negativ,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,ehpatiris e aatibody ngeative,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,vepawitis e antibady negatiqe,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody normal,epatiis e natibody ynormal,Hepatitis B antibody abnormal,Unmatched,3rd
Vitamin B2 increased,vitmin b2 icnrgased,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,viatmin b2 ipncreaesd,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,viamin b2 icresaed,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,vitamni b2 incresated,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,vitmain b2 itcreasd,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 decreased,vitamhin b2 dermeased,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,nvitamin b2 dsecreaesd,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,vitamitn b2 ecresaed,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,vtiamin b2 dcereeased,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,vitnamin b2 dceeased,Vitamin B1 decreased,Unmatched,3rd
Anti factor XII antibody positive,anit famctor xcii antiobdy positiv,Anti factor XI antibody positive,Unmatched,3rd
Anti factor XII antibody positive,anui zactor xiwi antiody pssitive,Anti factor XI antibody positive,Unmatched,3rd
Anti factor XII antibody positive,agti actor xiid antiboy pvsitive,Anti factor XI antibody positive,Unmatched,3rd
Anti factor XII antibody positive,antn factro ii antibodyc poistive,Anti factor XI antibody positive,Unmatched,3rd
Vitamin E,vitamir e,Vitamin D,Unmatched,3rd
Vitamin E,vaitamin e,Vitamin D,Unmatched,3rd
Vitamin E,voitamin e,Vitamin D,Unmatched,3rd
Vitamin E,hitamin e,Vitamin D,Unmatched,3rd
Vitamin E,vitammn e,Vitamin D,Unmatched,3rd
Vitamin B2,vitamn b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vitamn b2,Vitamin B1,Unmatched,3rd
Vitamin B2,viatmin b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vitaimn b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vitamyn b2,Vitamin B1,Unmatched,3rd
Vitamin K,vitain k,Vitamin D,Unmatched,3rd
Vitamin K,vtiamin k,Vitamin D,Unmatched,3rd
Vitamin K,vitamn k,Vitamin D,Unmatched,3rd
Vitamin K,viatmin k,Vitamin D,Unmatched,3rd
Vitamin K,vitamn k,Vitamin D,Unmatched,3rd
Gallbladder cancer stage I,sallbladdef caocer stawge i,Gallbladder cancer stage 0,Unmatched,3rd
Gallbladder cancer stage I,gabbladder canccer stgae i,Gallbladder cancer stage 0,Unmatched,3rd
Gallbladder cancer stage I,gailbladdre cance stgae i,Gallbladder cancer stage 0,Unmatched,3rd
Gallbladder cancer stage I,glallbldder canceur staeg i,Gallbladder cancer stage 0,Unmatched,3rd
Gallbladder cancer stage I,galrlbldder ucancer stlage i,Gallbladder cancer stage 0,Unmatched,3rd
Hepatitis D antibody positive,hepkattis d antbody positie,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,hepatiijs d antibodys posiive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,hepaticsi d antibode positiev,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,heptaiti d antidbody psitive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,dlhepatitis d antdbody positivev,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody,hepkatitic d antiody,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,hephjtitis d antiobdy,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,hlpytitis d antibdy,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,heapitis d antiobdy,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,hepaiits d antzbody,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody negative,hepateiztis d antfbody negativeh,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,epatitss d antibodv neqative,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,heaptits d antibdy neqgative,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,ehpaiitis d antiboyd negativj,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,heoptaitis d antibqdy nefgative,Hepatitis C antibody negative,Unmatched,3rd
Haemoglobin E present,haeqmgolobin e aresent,Haemoglobin E absent,Unmatched,3rd
Haemoglobin E present,haemcogolbin e pesent,Haemoglobin E absent,Unmatched,3rd
Renal injury,real inury,Ear injury,Unmatched,3rd
Coagulation factor VII level abnormal,coagultiion factorw ivi levle anbormal,Coagulation factor VII level normal,Unmatched,3rd
Coagulation factor VII level abnormal,comrgulation facator vmi lewel banormal,Coagulation factor VIII level normal,Unmatched,3rd
Coagulation factor VIII level abnormal,coagblytion actor ivii levle afnormal,Coagulation factor VII level abnormal,Unmatched,3rd
Coagulation factor X level abnormal,coagoumlation fcator x levela anormal,Coagulation factor IX level abnormal,Unmatched,3rd
Coagulation factor X level abnormal,colagulaeion fator x leevl alnormal,Coagulation factor IX level abnormal,Unmatched,3rd
Coagulation factor XII level abnormal,cogulatino faktor bxii levkel abnomal,Coagulation factor XI level abnormal,Unmatched,3rd
