MRA_term,Modified_term,SearcherReturned_term,State,Rank
Anal cancer stage III,Anal cancer stage III,Anal cancer stage II,Unmatched,1st
Anal cancer stage IV,Anal cancer stage IV,Anal cancer stage II,Unmatched,1st
Anaphylactoid reaction,Anaphylactoid reaction,Anaphylactic reaction,Unmatched,1st
Anaplastic large cell lymphoma T- and null-cell types stage III,Anaplastic large cell lymphoma T- and null-cell types stage III,Anaplastic large cell lymphoma T- and null-cell types stage II,Unmatched,1st
Anaplastic large cell lymphoma T- and null-cell types stage IV,Anaplastic large cell lymphoma T- and null-cell types stage IV,Anaplastic large cell lymphoma T- and null-cell types stage II,Unmatched,1st
Angiocentric lymphoma stage III,Angiocentric lymphoma stage III,Angiocentric lymphoma stage II,Unmatched,1st
Angiocentric lymphoma stage IV,Angiocentric lymphoma stage IV,Angiocentric lymphoma stage II,Unmatched,1st
Angiogram pulmonary normal,Angiogram pulmonary normal,Angiogram pulmonary abnormal,Unmatched,1st
Angiogram retina normal,Angiogram retina normal,Angiogram retina abnormal,Unmatched,1st
Angioimmunoblastic T-cell lymphoma stage III,Angioimmunoblastic T-cell lymphoma stage III,Angioimmunoblastic T-cell lymphoma stage II,Unmatched,1st
Angioimmunoblastic T-cell lymphoma stage IV,Angioimmunoblastic T-cell lymphoma stage IV,Angioimmunoblastic T-cell lymphoma stage II,Unmatched,1st
Angiotensin I increased,Angiotensin I increased,Angiotensin I decreased,Unmatched,1st
Angiotensin I normal,Angiotensin I normal,Angiotensin I abnormal,Unmatched,1st
Angiotensin II increased,Angiotensin II increased,Angiotensin II decreased,Unmatched,1st
Angiotensin II normal,Angiotensin II normal,Angiotensin II abnormal,Unmatched,1st
Anion gap increased,Anion gap increased,Anion gap decreased,Unmatched,1st
Anion gap normal,Anion gap normal,Anion gap abnormal,Unmatched,1st
Apolipoprotein A-I increased,Apolipoprotein A-I increased,Apolipoprotein A-I decreased,Unmatched,1st
Apolipoprotein A-I normal,Apolipoprotein A-I normal,Apolipoprotein A-I abnormal,Unmatched,1st
Apolipoprotein A-II increased,Apolipoprotein A-II increased,Apolipoprotein A-II decreased,Unmatched,1st
Apolipoprotein B increased,Apolipoprotein B increased,Apolipoprotein B decreased,Unmatched,1st
Apolipoprotein B normal,Apolipoprotein B normal,Apolipoprotein B abnormal,Unmatched,1st
Arterial catheterisation normal,Arterial catheterisation normal,Arterial catheterisation abnormal,Unmatched,1st
Arteriogram carotid normal,Arteriogram carotid normal,Arteriogram carotid abnormal,Unmatched,1st
Arteriogram coronary normal,Arteriogram coronary normal,Arteriogram coronary abnormal,Unmatched,1st
Arteriogram renal normal,Arteriogram renal normal,Arteriogram renal abnormal,Unmatched,1st
Arthrogram normal,Arthrogram normal,Arthrogram abnormal,Unmatched,1st
Arthroscopy normal,Arthroscopy normal,Arthroscopy abnormal,Unmatched,1st
Aspartate aminotransferase increased,Aspartate aminotransferase increased,Aspartate aminotransferase decreased,Unmatched,1st
Aspartate aminotransferase normal,Aspartate aminotransferase normal,Aspartate aminotransferase abnormal,Unmatched,1st
Aspiration bone marrow normal,Aspiration bone marrow normal,Aspiration bone marrow abnormal,Unmatched,1st
Aspiration bursa normal,Aspiration bursa normal,Aspiration bursa abnormal,Unmatched,1st
Aspiration epididymal cyst normal,Aspiration epididymal cyst normal,Aspiration epididymal cyst abnormal,Unmatched,1st
Aspiration joint normal,Aspiration joint normal,Aspiration joint abnormal,Unmatched,1st
Aspiration pleural cavity normal,Aspiration pleural cavity normal,Aspiration pleural cavity abnormal,Unmatched,1st
Aspiration spermatocele normal,Aspiration spermatocele normal,Aspiration spermatocele abnormal,Unmatched,1st
Aspiration tracheal normal,Aspiration tracheal normal,Aspiration tracheal abnormal,Unmatched,1st
Audiogram normal,Audiogram normal,Audiogram abnormal,Unmatched,1st
Aural polyp,Aural polyp,Anal polyp,Unmatched,1st
B-cell lymphoma stage III,B-cell lymphoma stage III,B-cell lymphoma stage II,Unmatched,1st
B-cell lymphoma stage IV,B-cell lymphoma stage IV,B-cell lymphoma stage II,Unmatched,1st
B-cell small lymphocytic lymphoma stage III,B-cell small lymphocytic lymphoma stage III,B-cell small lymphocytic lymphoma stage II,Unmatched,1st
B-cell small lymphocytic lymphoma stage IV,B-cell small lymphocytic lymphoma stage IV,B-cell small lymphocytic lymphoma stage II,Unmatched,1st
Barium enema normal,Barium enema normal,Barium enema abnormal,Unmatched,1st
Barium meal and follow through normal,Barium meal and follow through normal,Barium meal and follow through abnormal,Unmatched,1st
Barium meal normal,Barium meal normal,Barium meal abnormal,Unmatched,1st
Barium swallow normal,Barium swallow normal,Barium swallow abnormal,Unmatched,1st
Basophil count increased,Basophil count increased,Basophil count decreased,Unmatched,1st
Benign neoplasm of urethra,Benign neoplasm of urethra,Benign neoplasm of ureter,Unmatched,1st
Beta 2 microglobulin increased,Beta 2 microglobulin increased,Beta 2 microglobulin decreased,Unmatched,1st
Beta 2 microglobulin urine increased,Beta 2 microglobulin urine increased,Beta 2 microglobulin urine decreased,Unmatched,1st
Beta-N-acetyl-D-glucosaminidase increased,Beta-N-acetyl-D-glucosaminidase increased,Beta-N-acetyl-D-glucosaminidase decreased,Unmatched,1st
Beta-N-acetyl-D-glucosaminidase normal,Beta-N-acetyl-D-glucosaminidase normal,Beta-N-acetyl-D-glucosaminidase abnormal,Unmatched,1st
Biopsy abdominal wall normal,Biopsy abdominal wall normal,Biopsy abdominal wall abnormal,Unmatched,1st
Biopsy adrenal gland normal,Biopsy adrenal gland normal,Biopsy adrenal gland abnormal,Unmatched,1st
Biopsy anus normal,Biopsy anus normal,Biopsy anus abnormal,Unmatched,1st
Biopsy bladder normal,Biopsy bladder normal,Biopsy bladder abnormal,Unmatched,1st
Biopsy bone marrow normal,Biopsy bone marrow normal,Biopsy bone marrow abnormal,Unmatched,1st
Biopsy bone normal,Biopsy bone normal,Biopsy bone abnormal,Unmatched,1st
Biopsy brain normal,Biopsy brain normal,Biopsy brain abnormal,Unmatched,1st
Biopsy breast normal,Biopsy breast normal,Biopsy breast abnormal,Unmatched,1st
Biopsy bronchus normal,Biopsy bronchus normal,Biopsy bronchus abnormal,Unmatched,1st
Biopsy cartilage normal,Biopsy cartilage normal,Biopsy cartilage abnormal,Unmatched,1st
Biopsy cervix normal,Biopsy cervix normal,Biopsy cervix abnormal,Unmatched,1st
Biopsy colon normal,Biopsy colon normal,Biopsy colon abnormal,Unmatched,1st
Biopsy conjunctiva normal,Biopsy conjunctiva normal,Biopsy conjunctiva abnormal,Unmatched,1st
Biopsy cornea normal,Biopsy cornea normal,Biopsy cornea abnormal,Unmatched,1st
Biopsy endometrium normal,Biopsy endometrium normal,Biopsy endometrium abnormal,Unmatched,1st
Biopsy epididymis normal,Biopsy epididymis normal,Biopsy epididymis abnormal,Unmatched,1st
Biopsy heart normal,Biopsy heart normal,Biopsy heart abnormal,Unmatched,1st
Biopsy kidney normal,Biopsy kidney normal,Biopsy kidney abnormal,Unmatched,1st
Biopsy larynx normal,Biopsy larynx normal,Biopsy larynx abnormal,Unmatched,1st
Biopsy lip normal,Biopsy lip normal,Biopsy lip abnormal,Unmatched,1st
Biopsy liver normal,Biopsy liver normal,Biopsy liver abnormal,Unmatched,1st
Biopsy lung normal,Biopsy lung normal,Biopsy lung abnormal,Unmatched,1st
Biopsy lymph gland normal,Biopsy lymph gland normal,Biopsy lymph gland abnormal,Unmatched,1st
Biopsy mucosa normal,Biopsy mucosa normal,Biopsy mucosa abnormal,Unmatched,1st
Biopsy muscle normal,Biopsy muscle normal,Biopsy muscle abnormal,Unmatched,1st
Biopsy oesophagus normal,Biopsy oesophagus normal,Biopsy oesophagus abnormal,Unmatched,1st
Biopsy ovary normal,Biopsy ovary normal,Biopsy ovary abnormal,Unmatched,1st
Biopsy palate normal,Biopsy palate normal,Biopsy palate abnormal,Unmatched,1st
Biopsy parathyroid gland normal,Biopsy parathyroid gland normal,Biopsy parathyroid gland abnormal,Unmatched,1st
Biopsy penis normal,Biopsy penis normal,Biopsy penis abnormal,Unmatched,1st
Biopsy pericardium normal,Biopsy pericardium normal,Biopsy pericardium abnormal,Unmatched,1st
Biopsy peripheral nerve normal,Biopsy peripheral nerve normal,Biopsy peripheral nerve abnormal,Unmatched,1st
Biopsy peritoneum normal,Biopsy peritoneum normal,Biopsy peritoneum abnormal,Unmatched,1st
Biopsy pharynx,Biopsy pharynx,Biopsy larynx,Unmatched,1st
Biopsy pharynx abnormal,Biopsy pharynx abnormal,Biopsy larynx abnormal,Unmatched,1st
Biopsy pharynx normal,Biopsy pharynx normal,Biopsy larynx abnormal,Unmatched,1st
Biopsy pleura normal,Biopsy pleura normal,Biopsy pleura abnormal,Unmatched,1st
Biopsy rectum normal,Biopsy rectum normal,Biopsy rectum abnormal,Unmatched,1st
Biopsy retina normal,Biopsy retina normal,Biopsy retina abnormal,Unmatched,1st
Biopsy salivary gland normal,Biopsy salivary gland normal,Biopsy salivary gland abnormal,Unmatched,1st
Biopsy sclera normal,Biopsy sclera normal,Biopsy sclera abnormal,Unmatched,1st
Biopsy site unspecified normal,Biopsy site unspecified normal,Biopsy site unspecified abnormal,Unmatched,1st
Biopsy skin normal,Biopsy skin normal,Biopsy skin abnormal,Unmatched,1st
Biopsy spinal cord normal,Biopsy spinal cord normal,Biopsy spinal cord abnormal,Unmatched,1st
Biopsy stomach normal,Biopsy stomach normal,Biopsy stomach abnormal,Unmatched,1st
Biopsy testes normal,Biopsy testes normal,Biopsy testes abnormal,Unmatched,1st
Biopsy thymus gland normal,Biopsy thymus gland normal,Biopsy thymus gland abnormal,Unmatched,1st
Biopsy thyroid gland normal,Biopsy thyroid gland normal,Biopsy thyroid gland abnormal,Unmatched,1st
Biopsy tongue normal,Biopsy tongue normal,Biopsy tongue abnormal,Unmatched,1st
Biopsy trachea normal,Biopsy trachea normal,Biopsy trachea abnormal,Unmatched,1st
Biopsy urethra normal,Biopsy urethra normal,Biopsy urethra abnormal,Unmatched,1st
Biopsy vagina normal,Biopsy vagina normal,Biopsy vagina abnormal,Unmatched,1st
Biopsy vulva normal,Biopsy vulva normal,Biopsy vulva abnormal,Unmatched,1st
Bladder adenocarcinoma stage I,Bladder adenocarcinoma stage I,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage III,Bladder adenocarcinoma stage III,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,Bladder adenocarcinoma stage IV,Bladder adenocarcinoma stage II,Unmatched,1st
"Bladder cancer stage I, with cancer in situ","Bladder cancer stage I, with cancer in situ","Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ","Bladder cancer stage I, without cancer in situ","Bladder cancer stage 0, without cancer in situ",Unmatched,1st
Bladder cancer stage III,Bladder cancer stage III,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,Bladder cancer stage IV,Bladder cancer stage II,Unmatched,1st
Bladder squamous cell carcinoma stage I,Bladder squamous cell carcinoma stage I,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage III,Bladder squamous cell carcinoma stage III,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage IV,Bladder squamous cell carcinoma stage IV,Bladder squamous cell carcinoma stage II,Unmatched,1st
Blood acid phosphatase increased,Blood acid phosphatase increased,Blood acid phosphatase decreased,Unmatched,1st
Blood acid phosphatase normal,Blood acid phosphatase normal,Blood acid phosphatase abnormal,Unmatched,1st
Blood albumin increased,Blood albumin increased,Blood albumin decreased,Unmatched,1st
Blood albumin normal,Blood albumin normal,Blood albumin abnormal,Unmatched,1st
Blood aldosterone increased,Blood aldosterone increased,Blood aldosterone decreased,Unmatched,1st
Blood aldosterone normal,Blood aldosterone normal,Blood aldosterone abnormal,Unmatched,1st
Blood aluminium increased,Blood aluminium increased,Blood aluminium decreased,Unmatched,1st
Blood aluminium normal,Blood aluminium normal,Blood aluminium abnormal,Unmatched,1st
Blood antidiuretic hormone increased,Blood antidiuretic hormone increased,Blood antidiuretic hormone decreased,Unmatched,1st
Blood antidiuretic hormone normal,Blood antidiuretic hormone normal,Blood antidiuretic hormone abnormal,Unmatched,1st
Blood antimony increased,Blood antimony increased,Blood antimony decreased,Unmatched,1st
Blood beryllium increased,Blood beryllium increased,Blood beryllium decreased,Unmatched,1st
Blood bicarbonate increased,Blood bicarbonate increased,Blood bicarbonate decreased,Unmatched,1st
Blood bicarbonate normal,Blood bicarbonate normal,Blood bicarbonate abnormal,Unmatched,1st
Blood bromide increased,Blood bromide increased,Blood bromide decreased,Unmatched,1st
Blood bromide normal,Blood bromide normal,Blood bromide abnormal,Unmatched,1st
Blood cadmium increased,Blood cadmium increased,Blood cadmium decreased,Unmatched,1st
Blood caffeine increased,Blood caffeine increased,Blood caffeine decreased,Unmatched,1st
Blood calcitonin increased,Blood calcitonin increased,Blood calcitonin decreased,Unmatched,1st
Blood calcitonin normal,Blood calcitonin normal,Blood calcitonin abnormal,Unmatched,1st
Blood calcium,Blood calcium,Blood cadmium,Unmatched,1st
Blood calcium abnormal,Blood calcium abnormal,Blood cadmium normal,Unmatched,1st
Blood calcium decreased,Blood calcium decreased,Blood cadmium decreased,Unmatched,1st
Blood calcium increased,Blood calcium increased,Blood cadmium decreased,Unmatched,1st
Blood calcium normal,Blood calcium normal,Blood cadmium normal,Unmatched,1st
Blood carbon monoxide increased,Blood carbon monoxide increased,Blood carbon monoxide decreased,Unmatched,1st
Blood carbon monoxide normal,Blood carbon monoxide normal,Blood carbon monoxide abnormal,Unmatched,1st
Blood catecholamines increased,Blood catecholamines increased,Blood catecholamines decreased,Unmatched,1st
Blood catecholamines normal,Blood catecholamines normal,Blood catecholamines abnormal,Unmatched,1st
Blood chloride increased,Blood chloride increased,Blood chloride decreased,Unmatched,1st
Blood chloride normal,Blood chloride normal,Blood chloride abnormal,Unmatched,1st
Blood cholesterol increased,Blood cholesterol increased,Blood cholesterol decreased,Unmatched,1st
Blood cholesterol normal,Blood cholesterol normal,Blood cholesterol abnormal,Unmatched,1st
Blood cholinesterase increased,Blood cholinesterase increased,Blood cholinesterase decreased,Unmatched,1st
Blood cholinesterase normal,Blood cholinesterase normal,Blood cholinesterase abnormal,Unmatched,1st
Blood chromium increased,Blood chromium increased,Blood chromium decreased,Unmatched,1st
Blood copper increased,Blood copper increased,Blood copper decreased,Unmatched,1st
Blood copper normal,Blood copper normal,Blood copper abnormal,Unmatched,1st
Blood corticosterone increased,Blood corticosterone increased,Blood corticosterone decreased,Unmatched,1st
Blood corticosterone normal,Blood corticosterone normal,Blood corticosterone abnormal,Unmatched,1st
Blood corticotrophin increased,Blood corticotrophin increased,Blood corticotrophin decreased,Unmatched,1st
Blood corticotrophin normal,Blood corticotrophin normal,Blood corticotrophin abnormal,Unmatched,1st
Blood creatine increased,Blood creatine increased,Blood creatine decreased,Unmatched,1st
Blood creatine normal,Blood creatine normal,Blood creatine abnormal,Unmatched,1st
Blood creatine phosphokinase MB normal,Blood creatine phosphokinase MB normal,Blood creatine phosphokinase MB abnormal,Unmatched,1st
Blood creatine phosphokinase MM,Blood creatine phosphokinase MM,Blood creatine phosphokinase MB,Unmatched,1st
Blood creatine phosphokinase MM increased,Blood creatine phosphokinase MM increased,Blood creatine phosphokinase MB increased,Unmatched,1st
Blood creatine phosphokinase MM normal,Blood creatine phosphokinase MM normal,Blood creatine phosphokinase MB abnormal,Unmatched,1st
Blood creatine phosphokinase normal,Blood creatine phosphokinase normal,Blood creatine phosphokinase abnormal,Unmatched,1st
Blood creatinine,Blood creatinine,Blood creatine,Unmatched,1st
Blood creatinine abnormal,Blood creatinine abnormal,Blood creatine abnormal,Unmatched,1st
Blood creatinine decreased,Blood creatinine decreased,Blood creatine decreased,Unmatched,1st
Blood creatinine increased,Blood creatinine increased,Blood creatine decreased,Unmatched,1st
Blood creatinine normal,Blood creatinine normal,Blood creatine abnormal,Unmatched,1st
Blood cyanide increased,Blood cyanide increased,Blood cyanide decreased,Unmatched,1st
Blood ethanol decreased,Blood ethanol decreased,Blood ethanal increased,Unmatched,1st
Blood ethanol increased,Blood ethanol increased,Blood ethanal increased,Unmatched,1st
Blood fibrinogen increased,Blood fibrinogen increased,Blood fibrinogen decreased,Unmatched,1st
Blood fibrinogen normal,Blood fibrinogen normal,Blood fibrinogen abnormal,Unmatched,1st
Blood folate increased,Blood folate increased,Blood folate decreased,Unmatched,1st
Blood folate normal,Blood folate normal,Blood folate abnormal,Unmatched,1st
Blood follicle stimulating hormone increased,Blood follicle stimulating hormone increased,Blood follicle stimulating hormone decreased,Unmatched,1st
Blood follicle stimulating hormone normal,Blood follicle stimulating hormone normal,Blood follicle stimulating hormone abnormal,Unmatched,1st
Blood gases normal,Blood gases normal,Blood gases abnormal,Unmatched,1st
Blood gastrin increased,Blood gastrin increased,Blood gastrin decreased,Unmatched,1st
Blood glucagon increased,Blood glucagon increased,Blood glucagon decreased,Unmatched,1st
Blood glucagon normal,Blood glucagon normal,Blood glucagon abnormal,Unmatched,1st
Blood glucose increased,Blood glucose increased,Blood glucose decreased,Unmatched,1st
Blood glucose normal,Blood glucose normal,Blood glucose abnormal,Unmatched,1st
Blood gonadotrophin increased,Blood gonadotrophin increased,Blood gonadotrophin decreased,Unmatched,1st
Blood gonadotrophin normal,Blood gonadotrophin normal,Blood gonadotrophin abnormal,Unmatched,1st
Blood group AB,Blood group AB,Blood group A,Unmatched,1st
Blood group B,Blood group B,Blood group A,Unmatched,1st
Blood group O,Blood group O,Blood group A,Unmatched,1st
Blood growth hormone increased,Blood growth hormone increased,Blood growth hormone decreased,Unmatched,1st
Blood growth hormone normal,Blood growth hormone normal,Blood growth hormone abnormal,Unmatched,1st
Blood immunoglobulin A increased,Blood immunoglobulin A increased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin A normal,Blood immunoglobulin A normal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin E,Blood immunoglobulin E,Blood immunoglobulin A,Unmatched,1st
Blood immunoglobulin E abnormal,Blood immunoglobulin E abnormal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin E decreased,Blood immunoglobulin E decreased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin E increased,Blood immunoglobulin E increased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin E normal,Blood immunoglobulin E normal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin G,Blood immunoglobulin G,Blood immunoglobulin A,Unmatched,1st
Blood immunoglobulin G abnormal,Blood immunoglobulin G abnormal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin G decreased,Blood immunoglobulin G decreased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin G increased,Blood immunoglobulin G increased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin G normal,Blood immunoglobulin G normal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin M,Blood immunoglobulin M,Blood immunoglobulin A,Unmatched,1st
Blood immunoglobulin M abnormal,Blood immunoglobulin M abnormal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin M decreased,Blood immunoglobulin M decreased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin M increased,Blood immunoglobulin M increased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin M normal,Blood immunoglobulin M normal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood insulin increased,Blood insulin increased,Blood insulin decreased,Unmatched,1st
Blood insulin normal,Blood insulin normal,Blood insulin abnormal,Unmatched,1st
Blood iron increased,Blood iron increased,Blood iron decreased,Unmatched,1st
Blood iron normal,Blood iron normal,Blood iron abnormal,Unmatched,1st
Blood isopropanol increased,Blood isopropanol increased,Blood isopropanol decreased,Unmatched,1st
Blood lactate dehydrogenase increased,Blood lactate dehydrogenase increased,Blood lactate dehydrogenase decreased,Unmatched,1st
Blood lactate dehydrogenase normal,Blood lactate dehydrogenase normal,Blood lactate dehydrogenase abnormal,Unmatched,1st
Blood lactic acid increased,Blood lactic acid increased,Blood lactic acid decreased,Unmatched,1st
Blood lactic acid normal,Blood lactic acid normal,Blood lactic acid abnormal,Unmatched,1st
Blood lead increased,Blood lead increased,Blood lead decreased,Unmatched,1st
Blood lead normal,Blood lead normal,Blood lead abnormal,Unmatched,1st
Blood luteinising hormone increased,Blood luteinising hormone increased,Blood luteinising hormone decreased,Unmatched,1st
Blood luteinising hormone normal,Blood luteinising hormone normal,Blood luteinising hormone abnormal,Unmatched,1st
Blood magnesium increased,Blood magnesium increased,Blood magnesium decreased,Unmatched,1st
Blood magnesium normal,Blood magnesium normal,Blood magnesium abnormal,Unmatched,1st
Blood methanol,Blood methanol,Blood ethanol,Unmatched,1st
Blood methanol decreased,Blood methanol decreased,Blood ethanal increased,Unmatched,1st
Blood methanol increased,Blood methanol increased,Blood ethanal increased,Unmatched,1st
Blood methanol normal,Blood methanol normal,Blood ethanol normal,Unmatched,1st
Blood oestrogen increased,Blood oestrogen increased,Blood oestrogen decreased,Unmatched,1st
Blood oestrogen normal,Blood oestrogen normal,Blood oestrogen abnormal,Unmatched,1st
Blood osmolarity increased,Blood osmolarity increased,Blood osmolarity decreased,Unmatched,1st
Blood osmolarity normal,Blood osmolarity normal,Blood osmolarity abnormal,Unmatched,1st
Blood parathyroid hormone increased,Blood parathyroid hormone increased,Blood parathyroid hormone decreased,Unmatched,1st
Blood parathyroid hormone normal,Blood parathyroid hormone normal,Blood parathyroid hormone abnormal,Unmatched,1st
Blood pH increased,Blood pH increased,Blood pH decreased,Unmatched,1st
Blood pH normal,Blood pH normal,Blood pH abnormal,Unmatched,1st
Blood potassium increased,Blood potassium increased,Blood potassium decreased,Unmatched,1st
Blood potassium normal,Blood potassium normal,Blood potassium abnormal,Unmatched,1st
Blood pressure ambulatory increased,Blood pressure ambulatory increased,Blood pressure ambulatory decreased,Unmatched,1st
Blood pressure ambulatory normal,Blood pressure ambulatory normal,Blood pressure ambulatory abnormal,Unmatched,1st
Blood pressure diastolic increased,Blood pressure diastolic increased,Blood pressure diastolic decreased,Unmatched,1st
Blood pressure diastolic normal,Blood pressure diastolic normal,Blood pressure diastolic abnormal,Unmatched,1st
Blood pressure increased,Blood pressure increased,Blood pressure decreased,Unmatched,1st
Blood pressure normal,Blood pressure normal,Blood pressure abnormal,Unmatched,1st
Blood pressure systolic increased,Blood pressure systolic increased,Blood pressure systolic decreased,Unmatched,1st
Blood pressure systolic normal,Blood pressure systolic normal,Blood pressure systolic abnormal,Unmatched,1st
Blood proinsulin increased,Blood proinsulin increased,Blood proinsulin decreased,Unmatched,1st
Blood prolactin increased,Blood prolactin increased,Blood prolactin decreased,Unmatched,1st
Blood prolactin normal,Blood prolactin normal,Blood prolactin abnormal,Unmatched,1st
Blood pyruvic acid increased,Blood pyruvic acid increased,Blood pyruvic acid decreased,Unmatched,1st
Blood pyruvic acid normal,Blood pyruvic acid normal,Blood pyruvic acid abnormal,Unmatched,1st
Blood selenium increased,Blood selenium increased,Blood selenium decreased,Unmatched,1st
Blood selenium normal,Blood selenium normal,Blood selenium abnormal,Unmatched,1st
Blood sodium increased,Blood sodium increased,Blood sodium decreased,Unmatched,1st
Blood sodium normal,Blood sodium normal,Blood sodium abnormal,Unmatched,1st
Blood testosterone increased,Blood testosterone increased,Blood testosterone decreased,Unmatched,1st
Blood testosterone normal,Blood testosterone normal,Blood testosterone abnormal,Unmatched,1st
