unfoundTokens,addedTokens,count
knee,neck,3
lip,lid,3
mlasa,melas,3
mpl,cbl,3
nail,nasal,3
xiith,viith,3
copa,cobb,3
hcv,hiv,3
hair,nail,3
npm1,mpl,3
nut,ret,3
orbivirus,rubivirus,3
pharynx,larynx,3
scan,pain,3
nail,hair,3
zrsr2,srsf2,3
anal,nasal,3
cd34,csf,3
acanthoma,xanthoma,3
barre,barrel,3
card9,acad9,3
18q,5q,3
aural,anal,3
anal,renal,3
anal,oral,3
bone,nose,3
bpes,aase,2
incision,infusion,2
iii,iv,2
iiia,ii,2
solar,cold,2
bone,eye,2
iiib,iii,2
brain,burn,2
joint,bone,2
infarction,infection,2
iris,lip,2
spleen,scan,2
braf,brca1,2
iva,iii,2
ivb,iva,2
spine,skin,2
hip,rib,2
ia2,gad,2
sweat,smear,2
galactose,glucose,2
urethra,ureter,2
gingival,genital,2
growing,groin,2
h2n2,h1n1,2
tooth,foot,2
angioma,angina,2
toe,leg,2
hair,head,2
hamartoma,haematoma,2
testes,eye,2
heart,hair,2
kbg,3m,2
aniridia,anuria,2
systolic,diastolic,2
bone,burn,2
brain,pain,2
scan,scar,2
fundoscopy,endoscopy,2
polyps,polyp,2
plague,papule,2
arthritis,arteritis,2
peritoneum,perineum,2
neoplasm,spasm,2
nest,nose,2
neurosis,ketosis,2
penis,pelvis,2
penis,panic,2
penile,eye,2
paternal,maternal,2
pash,crush,2
ocular,oral,2
ogden,cohen,2
oil,iodo,2
ascariasis,acariasis,2
panic,nail,2
mucosal,mucosa,2
morvan,irvan,2
mite,milk,2
lung,lip,2
lens,lung,2
sacrectomy,caecectomy,2
route,rate,2
robotic,aortic,2
rett,crest,2
lung,anus,2
lung,bone,2
ret,pten,2
mite,eye,2
renal,retinal,2
renal,oral,2
renal,ear,2
renal,corneal,2
menkes,meigs,2
pustule,papule,2
puncture,rupture,2
scab,lag,2
pains,pain,2
xii,viii,2
dysphoria,dysphonia,2
adrenal,renal,2
coronavirus,rotavirus,2
1502,5701,2
xyy,xxyy,2
crush,crest,2
5701,1502,2
enostosis,exostosis,2
anal,ear,2
dental,renal,2
cornea,bone,2
wt1,ret,2
xii,i,2
cftr,egfr,2
xiith,ivth,2
eyelid,lip,2
visceral,scleral,2
vii,v,2
vgcc,gad,2
eye,toe,2
urine,urea,2
erosion,lesion,2
wrist,rib,2
adrenal,oral,1
rash,cyst,1
rash,death,1
rabies,rales,1
uridrosis,lordosis,1
pyuria,pyrexia,1
pyuria,anuria,1
rate,dose,1
pyeloscopy,otoscopy,1
pyeloplasty,pyloroplasty,1
pustular,papular,1
adhesiolysis,athetosis,1
xeroderma,pyoderma,1
xerosis,ketosis,1
ptpn11,pten,1
prothrombin,thrombin,1
prostate,palate,1
pyromania,poriomania,1
apoptosis,acidosis,1
reaction,erosion,1
agitation,abortion,1
rocio,echo,1
vulval,anal,1
rib,jaw,1
rhinotomy,tenotomy,1
rhinoscopy,retinoscopy,1
rett,heat,1
warmth,rash,1
retinogram,venogram,1
apheresis,paresis,1
whipple's,weil's,1
retina,brain,1
rectal,anal,1
widal,wada,1
aplasia,alexia,1
ageusia,amusia,1
aplasia,aphasia,1
renal,pineal,1
renal,dental,1
proctostomy,urostomy,1
renal,adrenal,1
argyria,anuria,1
rectal,oral,1
proinsulin,insulin,1
prepyloric,pyloric,1
adenovirus,sapovirus,1
paratonia,parasomnia,1
perineal,renal,1
3101,1502,1
penis,anus,1
penile,perineal,1
2,b,1
pelvic,splenic,1
arthrotomy,arthrectomy,1
parvimonas,aeromonas,1
paruresis,paresis,1
yawning,tanning,1
partner,father,1
paratonia,aphonia,1
proctitis,orchitis,1
parasomnia,parosmia,1
paraplegia,paranoia,1
paranoia,apraxia,1
paranoia,aphonia,1
zika,bk,1
paralysis,paresis,1
papule,pain,1
papilla,ampulla,1
zinc,urine,1
palatectomy,mastectomy,1
palate,blast,1
perineural,epidural,1
peritoneal,perineal,1
5801,1502,1
peritonectomy,perineotomy,1
adactyly,apathy,1
arterectomy,atherectomy,1
prerenal,postrenal,1
agoraphobia,acrophobia,1
precerebral,cerebral,1
poverty,parity,1
postrenal,renal,1
artery,ovary,1
pneumovirus,norovirus,1
pneumonitis,pneumonia,1
pneumatosis,neurosis,1
pleurectomy,neurectomy,1
pleural,scleral,1
pleural,portal,1
plaque,lag,1
xii,ix,1
xii,vii,1
pinta,pica,1
phlebotomy,phlebectomy,1
arthroscopy,autoscopy,1
peritonitis,retinitis,1
abulia,aura,1
a,s,1
rotor's,sotos,1
alcoholism,alcoholic,1
rupture,culture,1
aphasia,aphakia,1
tet2,ret,1
tet2,pten,1
tet2,ezh2,1
vaginal,retinal,1
vaginal,spinal,1
test,tap,1
test,cyst,1
angioplasty,anoplasty,1
tenoplasty,myoplasty,1
vascular,macular,1
tenoplasty,anoplasty,1
vascular,ocular,1
annuloplasty,anoplasty,1
anorectal,rectal,1
syndrome,stroke,1
synaesthesia,anaesthesia,1
vein,hair,1
sweat,flat,1
surgery,anger,1
supravalvular,subvalvular,1
stunning,strain,1
strokectomy,ostectomy,1
striae,scar,1
stertor,tremor,1
sternal,spinal,1
vaginal,renal,1
thanatophobia,thermophobia,1
vaginal,nasal,1
trachoma,sarcoma,1
urethritis,arthritis,1
urinoma,glioma,1
ureteric,uterine,1
urogram,urinoma,1
ureteral,rectal,1
anal,nail,1
ureter,eye,1
anazoturia,azoturia,1
urea,ear,1
ulcer,scar,1
tubal,atrial,1
tracheal,rectal,1
thyroplasty,otoplasty,1
tracheal,facial,1
tp53,trpv4,1
tp53,pten,1
uvulitis,uveitis,1
uvulitis,vulvitis,1
torch,tooth,1
anaemia,amnesia,1
amusia,mutism,1
vagina,retina,1
amusia,mania,1
tissue,tinea,1
srp,sperm,1
spousal,sexual,1
spondylolysis,spondylitis,1
viral,dural,1
amastia,anotia,1
seidel,skin,1
scoliosis,colitis,1
sclerotomy,sternotomy,1
alpers,eales,1
algophobia,phagophobia,1
viiith,ivth,1
sclerosis,stenosis,1
scleroderma,sclerema,1
viith,ivth,1
algophobia,alopecia,1
scleritis,myelitis,1
seroma,coma,1
scar,spasm,1
scar,scan,1
aortic,panic,1
scar,ear,1
viral,glial,1
aortogram,arthrogram,1
scan,back,1
aphasia,amnesia,1
urine,pain,1
salpingostomy,salpingectomy,1
vith,viiith,1
septic,aortic,1
serotonin,protein,1
splenosis,scoliosis,1
snoring,sneezing,1
splenic,pelvic,1
vein,skin,1
spine,bone,1
spinal,skin,1
spinal,sinus,1
spinal,retinal,1
spinal,renal,1
vertebral,cerebral,1
amusia,ageusia,1
pain,lag,1
amnesia,akinesia,1
skin,nail,1
shunt,skin,1
anosmia,amnesia,1
ammonia,amimia,1
vii,i,1
skin,lid,1
anosmia,anaemia,1
amimia,milia,1
skin,brain,1
sitophobia,nosophobia,1
anuria,aura,1
sinuplasty,anoplasty,1
sialogram,urogram,1
congestion,contusion,1
nontherapeutic,therapeutic,1
otoscopy,endoscopy,1
gliosis,glioma,1
hair,lip,1
hair,ear,1
haemoglobin,myoglobin,1
carotidynia,acrodynia,1
h3n2,h1n1,1
cebpa,cbl,1
groin,skin,1
groin,joint,1
greig's,meige's,1
granuloma,glaucoma,1
graft,oral,1
gonioscopy,endoscopy,1
gonioscopy,amnioscopy,1
goitre,bite,1
genital,renal,1
breast,chest,1
genital,dental,1
gastrostomy,gastropexy,1
gastrin,gases,1
gaming,lung,1
gaming,hair,1
cec,csws,1
froin's,ross,1
froin's,fryns,1
cementoplasty,omentoplasty,1
fraser,aase,1
foot,toe,1
foetal,oral,1
cerebellar,cerebral,1
flood,bloom,1
carotid,aortic,1
hand,arm,1
carbuncle,caruncle,1
capsulectomy,capsulotomy,1
bruise,rash,1
burn,iron,1
igd,an,1
calcium,cadmium,1
calr,cftr,1
cancer,neck,1
hysterocele,hydrocele,1
hyposmia,hypoxia,1
hyposmia,anosmia,1
hypopharyngeal,pharyngeal,1
hypophagia,dysphagia,1
hypohidrosis,anhidrosis,1
hypodontia,hypomania,1
hyperthermia,hypersomnia,1
hyperhidrosis,hypohidrosis,1
hyperexplexia,hyperpyrexia,1
hyper,hair,1
hymenectomy,omentectomy,1
capnogram,venogram,1
hrd,ret,1
hiv,eye,1
histology,cytology,1
hippus,hiccups,1
herg,egfr,1
helplessness,restlessness,1
heat,heart,1
heart,head,1
heart,ear,1
head,lid,1
flat,flail,1
flap,fat,1
flank,back,1
dysphonia,dysphagia,1
dysphemia,dyschezia,1
dysphagia,dyspepsia,1
dyslogia,myalgia,1
door,good,1
cleft,cyst,1
dermatosis,dermatitis,1
dental,dermal,1
clonic,tonic,1
ddx3x,xxx,1
closure,care,1
cobb,cohen,1
coeliac,iliac,1
cold,blood,1
cyst,cystic,1
colitis,iritis,1
cyp3a4,cyp1a2,1
cyp2c19,cyp2d6,1
coloboma,chloroma,1
cyp2b6,cyp1a2,1
culdoscopy,endoscopy,1
csws,ross,1
colonoscopy,colposcopy,1
crease,herpes,1
cramps,rate,1
corneal,tinea,1
corneal,renal,1
cornea,colon,1
copa,door,1
colorectal,rectal,1
dysphonia,dyspareunia,1
dysuria,pyuria,1
fistulotomy,fistula,1
circumcised,circumcision,1
feeding,vein,1
fat,air,1
fasting,staring,1
cervix,brain,1
facial,anal,1
facetectomy,caecectomy,1
face,back,1
eyelid,pelvic,1
chemokine,cytokine,1
eye,nerve,1
chloroma,chloasma,1
exeresis,sepsis,1
evans,melas,1
ethanol,ethanal,1
eschar,scar,1
eschar,pica,1
erythema,ecthyma,1
enteropathy,neuropathy,1
enanthema,erythema,1
empyema,enema,1
effusion,delusion,1
echo,jc,1
cholaemia,choluria,1
cholaemia,echolalia,1
choluria,cholera,1
ear,back,1
chondrosis,chondritis,1
chorea,cholera,1
chyluria,anuria,1
breast,renal,1
breast,blast,1
otorrhoea,gonorrhoea,1
myectomy,myomectomy,1
bartter's,potter's,1
nail,hiv,1
bcl,hla,1
nail,brain,1
nail,ankle,1
nager,aase,1
bcor,cftr,1
myringitis,meningitis,1
myopathy,apathy,1
myometritis,neuritis,1
myochosis,kyphosis,1
myocarditis,myositis,1
myocarditis,carditis,1
myeloblastoma,ameloblastoma,1
muscle,mucosa,1
brash,crush,1
bicytopenia,cytopenia,1
morphoea,apnoea,1
morbilliform,rubelliform,1
moraxella,morganella,1
mole,eye,1
biliary,urinary,1
misophonia,mysophobia,1
miliaria,malaria,1
microtia,macrotia,1
microsomia,microstomia,1
microsomia,macrosomia,1
microscopy,sinoscopy,1
microcytes,macrocytes,1
biloma,bile,1
balance,bone,1
bacteroides,bacterial,1
autopsy,atopy,1
neck,head,1
osteotomy,osteoma,1
osteoma,oedema,1
ostectomy,osteotomy,1
ortner's,rotor's,1
oropharyngeal,pharyngeal,1
oral,renal,1
oral,head,1
asphyxia,aphakia,1
oral,anal,1
opacity,pain,1
onychophagia,onychalgia,1
ogden,omenn,1
oedema,eczema,1
oedema,coma,1
ocular,nodular,1
asplenia,alexia,1
asthenia,asthenopia,1
nr5a1,brca1,1
npm1,nut,1
asxl1,adsl,1
nosophobia,osmophobia,1
atrophy,atopy,1
copa,cec,1
nitrituria,nocturia,1
neurosis,necrosis,1
neurosis,miosis,1
neuritis,bursitis,1
neisseria,listeria,1
necrosis,sepsis,1
mental,renal,1
mental,foetal,1
melanosis,cyanosis,1
lens,lip,1
learning,eating,1
laryngeal,pharyngeal,1
larsen,aase,1
laron,larsen,1
laband,laron,1
knee,toe,1
bone,acne,1
keratometry,urometry,1
joint,skin,1
joint,groin,1
bradyphagia,aphakia,1
ivb,ii,1
ivb,i,1
iva,ii,1
iva,i,1
irvan,evans,1
brain,barium,1
internal,sternal,1
injury,nigra,1
inflammation,infection,1
infection,reaction,1
infection,injection,1
infarction,infarct,1
indirect,direct,1
illness,ileus,1
ileal,ear,1
ileal,anal,1
brain,skin,1
brash,blau,1
blood,colon,1
leukocytosis,pleocytosis,1
mediastinal,retinal,1
limb,hip,1
mastoiditis,mastitis,1
mastitis,myositis,1
mastitis,cystitis,1
mastitis,ascites,1
mastitis,aortitis,1
mass,spasms,1
biloma,fibroma,1
mass,pain,1
mapping,pain,1
male,female,1
malaria,anuria,1
malaise,amylase,1
macule,papule,1
macule,nodule,1
macrostomia,macrosomia,1
macroglobulin,microglobulin,1
lochial,oral,1
load,scar,1
blast,plasma,1
lipoprotein,protein,1
lipoma,glioma,1
lipoma,coma,1
lipoinjection,injection,1
lipids,libido,1
blepharitis,blebitis,1
lip,hiv,1
lip,eye,1
blister,ulcer,1
limb,leg,1
lens,ear,1
