unfoundTokens,addedTokens,count
stool,dna,2
stool,facial,2
stress,accident,2
support,operation,2
sweat,smear,2
swelling,cells,2
skin,bile,2
skin,back,2
sinus,fistula,2
scan,scale,2
restlessness,impatience,2
retching,shock,2
route,rate,2
rupture,scan,2
rupture,tap,2
saliva,salivary,2
scar,back,2
shock,traumatic,2
scar,scab,2
scarring,pain,2
scratch,ulcer,2
sedation,sensation,2
semen,csf,2
septic,hepatic,2
swings,sweat,2
t,u,2
inner,external,2
tear,cyst,2
weight,scan,2
well,self,2
wells,cell,2
widal,viral,2
wound,bone,2
wound,bruise,2
wound,burn,2
wound,joint,2
wound,oral,2
wrist,iris,2
x,i,2
xi,ii,2
xii,ii,2
xiii,ii,2
yawning,yaws,2
warmth,wound,2
viral,virus,2
vii,viii,2
torsion,erosion,2
tear,scan,2
terminal,poor,2
test,rna,2
tet2,ret,2
thinning,cyst,2
throat,larynx,2
tubal,dural,2
vii,i,2
tumour,neoplasm,2
unicuspid,bicuspid,2
ureteral,urethral,2
ureteritis,urethritis,2
v,x,2
vein,renal,2
rest,test,2
renal,rectal,2
reading,eating,2
radial,cranial,2
lividity,pallor,2
mass,burn,2
mass,gases,2
mass,lag,2
mass,tear,2
maturation,growth,2
mean,right,2
missed,late,2
mood,blood,2
mood,cold,2
mpl,cbl,2
muckle,sick,2
muscle,macular,2
muscle,sinus,2
nail,anal,2
lipids,lipase,2
lip,gram,2
limb,lip,2
labour,ear,2
irritation,irrigation,2
ix,i,2
ix,x,2
jaw,liver,2
jaw,oral,2
k,b1,2
labour,groin,2
limb,lid,2
laceration,maceration,2
lag,pain,2
laryngitis,pharyngitis,2
lens,lung,2
lenticular,testicular,2
licking,eating,2
nail,back,2
nail,ear,2
nail,hair,2
po2,pco2,2
palsy,paralysis,2
paraesthesia,anaesthesia,2
percentage,present,2
picking,pitting,2
pigmentation,depigmentation,2
plasmin,fibrinolysis,2
polyps,polyp,2
pain,shunt,2
posterior,anterior,2
preparation,pain,2
proteinuria,albuminuria,2
purging,parity,2
purging,shock,2
q,u,2
pale,pain,2
p,u,2
nail,nasal,2
nr5a1,brca1,2
nail,ocular,2
nasal,nail,2
neoplasm,tremor,2
norovirus,nairovirus,2
norovirus,oncovirus,2
nose,hand,2
oedema,biopsy,2
orbivirus,rubivirus,2
oedema,eczema,2
face,faeces,2
omental,dental,2
oncovirus,norovirus,2
operation,procedure,2
oral,dural,2
face,joint,2
zrsr2,srsf2,2
face,chest,2
delusion,hallucination,2
cyst,csf,2
crushing,mass,2
croup,cross,2
creatine,creation,2
coeliac,iliac,2
coating,foaming,2
closed,open,2
choking,death,2
choking,asphyxia,2
chest,test,2
charge,crush,2
cervix,back,2
cd4,cd8,2
cast,drain,2
care,pain,2
cancer,gram,2
calr,cftr,2
c,d,2
burning,bing,2
burn,skin,2
bruise,wound,2
breast,rib,2
breast,blast,2
decompression,compression,2
delusion,illusion,2
erythrocyte,b,2
dental,bentall,2
engraft,graft,2
effective,ineffective,2
educated,medication,2
eating,ear,2
ear,head,2
ear,auricular,2
e,s,2
dural,viral,2
drug,dose,2
dosage,dose,2
divorced,dissociation,2
dispensing,distribution,2
dispensing,administration,2
disorder,warm,2
discomfort,care,2
discharge,scan,2
discharge,ring,2
discharge,iron,2
discharge,cleaning,2
disability,inability,2
dilatation,dissection,2
dermal,dental,2
dental,renal,2
brain,pain,2
brain,brown,2
braf,brca1,2
bowel,bone,2
axillary,anal,2
augmentation,pigmentation,2
arteritis,enteritis,2
arterial,atrial,2
arenavirus,adenovirus,2
apathy,indifference,2
anal,nasal,2
agitation,sanitation,2
aged,bed,2
adenoidal,nail,2
abuser,abuse,2
abnormality,abnormal,2
9,3,2
9,11,2
8,6,2
72,15,2
7,6,2
4,3,2
3,1,2
2b,2a,2
242,549,2
19,15,2
15,11,2
b1,b12,2
b2,b12,2
back,bone,2
blood,lip,2
bone,nose,2
bone,gram,2
bone,foot,2
bone,dry,2
bone,coma,2
bone,binge,2
bone,acne,2
bloom,crush,2
blood,stoma,2
blood,lung,2
blood,hiv,2
back,ear,2
bisexuality,androgens,2
bifascicular,trifascicular,2
banging,lag,2
balance,breast,2
back,spinal,2
back,skin,2
back,oral,2
back,liver,2
back,head,2
back,face,2
enzymes,enzyme,2
care,cancer,2
eye,general,2
eyelid,hiv,2
eye,toe,2
eye,aortic,2
scratch,screaming,1
blindness,blood,1
scratch,scar,1
scratching,cancer,1
screaming,dellen,1
seizures,rupture,1
screaming,scratch,1
screaming,swelling,1
screen,cyst,1
blast,lip,1
sebaceous,rib,1
secretion,secretin,1
blast,face,1
seizure,ileus,1
exfoliation,excoriation,1
semen,sleep,1
blast,anal,1
septic,infected,1
bite,shock,1
shock,stupor,1
shock,ear,1
shock,anal,1
shape,formulation,1
shape,colour,1
bite,sign,1
scratch,glare,1
sensitive,tendon,1
sensitive,ear,1
sensitive,bone,1
sensation,scan,1
sensation,pain,1
seminal,retinal,1
scratch,incest,1
scratch,clubbing,1
scratch,cough,1
scan,stain,1
finger,thumb,1
eye,heart,1
blood,limb,1
blood,lid,1
saliva,skin,1
salvage,laser,1
scab,lag,1
fight,pus,1
blistering,scar,1
scan,ear,1
scan,scab,1
blistering,scab,1
scan,scarring,1
scan,skin,1
scan,tanning,1
shoulder,burn,1
scan,tear,1
scan,trimming,1
blister,scan,1
scar,ear,1
scar,lip,1
blister,scale,1
blister,scab,1
blister,bile,1
scar,scratch,1
scarring,mass,1
blindness,lid,1
scarring,scan,1
school,stool,1
scratch,cancer,1
short,cyst,1
sick,demented,1
fistula,pustular,1
spinal,spider,1
spleen,ileal,1
bed,csf,1
spine,spinal,1
spine,skin,1
bed,jaw,1
spinal,spine,1
bed,lid,1
barrel,csf,1
spinal,seminal,1
bed,smear,1
speech,liver,1
speech,language,1
somatotropin,acth,1
soft,pale,1
spleen,limb,1
barrel,bed,1
sight,gait,1
sports,blast,1
staring,scar,1
feeding,lung,1
staging,stain,1
sports,radiation,1
sports,iris,1
sports,ear,1
sports,back,1
feeding,reading,1
splinter,delivery,1
splenic,vein,1
balance,decidual,1
band,back,1
band,bone,1
spleen,sleep,1
soft,lift,1
snoring,stertor,1
smear,skin,1
bite,pollution,1
eye,heat,1
skin,eating,1
bisexuality,hermaphroditism,1
skin,burn,1
bite,laziness,1
bite,morose,1
sitting,hearing,1
smear,flat,1
sitting,gait,1
bite,rash,1
bite,rate,1
silent,acute,1
sign,finger,1
sight,sitting,1
skin,hearing,1
birth,home,1
binge,bone,1
skin,home,1
skin,level,1
skin,lice,1
eye,le,1
skin,post,1
bentall,dental,1
skin,stain,1
skin,vein,1
sleep,anal,1
sleep,breast,1
sleep,ear,1
sleep,skin,1
belligerence,aggression,1
smear,bladder,1
blood,organ,1
fistula,sinus,1
starvation,staring,1
prostate,prostatic,1
pruritus,pruritic,1
pruritic,pruritus,1
brash,perry,1
prostitute,chorea,1
prostitute,boredom,1
prostatic,prostate,1
fluid,lid,1
posture,po2,1
procedure,operation,1
breast,breath,1
preparation,formulation,1
preparation,coating,1
precipitate,false,1
pox,ph,1
pupillary,capillary,1
fluid,iron,1
purging,regurgitation,1
brain,nose,1
purging,vomiting,1
purulence,rabies,1
brain,heat,1
quality,size,1
rabbit,aase,1
rabbit,cobb,1
rabbit,cohen,1
rabbit,laron,1
rabies,hydrophobia,1
brain,head,1
rash,ear,1
rash,load,1
rash,rest,1
posture,scan,1
postpartum,postictal,1
rash,roseola,1
perspiration,swelling,1
photophobia,proctalgia,1
flushing,blister,1
phenylketonuria,po2,1
pharynx,thorax,1
pharynx,larynx,1
burn,ear,1
perspiration,fibrosis,1
breast,fat,1
peritoneum,perineum,1
peritoneal,perineal,1
burn,elbow,1
perinatal,perineal,1
burn,jaw,1
penis,renal,1
brown,brain,1
breathing,cyst,1
pigmentation,ligament,1
pitting,pointing,1
placement,deposit,1
plague,incest,1
plague,infestation,1
plaque,brain,1
plaque,mass,1
flush,change,1
breast,otic,1
plica,good,1
breast,hiv,1
breast,heat,1
position,cyst,1
position,loss,1
position,scan,1
rash,restlessness,1
brain,genital,1
bloom,pride,1
retching,purging,1
retinitis,rhinitis,1
body,iodo,1
retention,htlv,1
retching,vomiting,1
fixation,luxation,1
retching,regurgitation,1
restlessness,listless,1
reoviral,retroviral,1
flail,flat,1
bone,bite,1
flap,breast,1
rest,lag,1
flap,fat,1
respiratory,respite,1
retrograde,rectal,1
rhythm,test,1
rib,aorta,1
rib,breast,1
rib,iris,1
rib,limb,1
rickets,orchitis,1
ring,cancer,1
roberts,joubert,1
rod,cord,1
roseola,rash,1
roughness,disorder,1
roughness,pain,1
route,mouth,1
blurred,pit,1
bloom,ross,1
rupture,culture,1
repair,resorption,1
flat,blood,1
rate,pain,1
rebound,senile,1
regurgitation,purging,1
refraction,defaecation,1
reduced,increased,1
red,wet,1
flooding,gout,1
flow,iron,1
reading,taste,1
flat,flail,1
reading,skin,1
reading,retinal,1
fluid,effluent,1
brain,dental,1
ray,rash,1
ray,baby,1
regurgitation,vomiting,1
rehabilitation,relaxation,1
relapsing,lassa,1
relaxation,cyst,1
relaxation,heat,1
relaxation,laser,1
relaxation,reflux,1
release,mass,1
release,pain,1
release,spasms,1
release,wasting,1
bone,toe,1
bone,sweat,1
flat,heat,1
renal,mental,1
renal,nephritis,1
bone,non,1
staring,ulcer,1
steatosis,stenosis,1
steal,xyy,1
vertigo,dizziness,1
american,african,1
vi,i,1
vgkc,vgcc,1
vestibular,testicular,1
vesicular,vascular,1
amnesia,atresia,1
vertical,direct,1
anaphylactoid,anaphylactic,1
amniocentesis,mania,1
amphetamine,copper,1
amputation,amputee,1
amputation,mutation,1
vascular,vesicular,1
anaesthesia,paraesthesia,1
vi,iii,1
vi,iv,1
vi,v,1
vi,vii,1
amenorrhoea,alexia,1
altered,scan,1
alcoholism,poriomania,1
alcoholic,worker,1
viii,i,1
alcoholic,sick,1
albuminuria,proteinuria,1
agranulocytosis,granulocytopenia,1
viii,x,1
eyelid,bed,1
viral,dural,1
viral,iris,1
viral,oral,1
fascial,facial,1
anger,cholera,1
vital,liver,1
tuberculosis,tap,1
antisocial,asocial,1
anuria,enuresis,1
u,q,1
aorta,normal,1
tuberculosis,tuberculid,1
tuberculosis,tic,1
tubercles,tuberculosis,1
v,iia,1
aortic,atrial,1
trimming,pain,1
trimming,loss,1
trimming,dipping,1
trimming,cyst,1
trimming,care,1
ulcer,maceration,1
ulceration,maceration,1
antimony,antibody,1
anorchism,monorchidism,1
ureteric,ureteral,1
animal,heart,1
angioma,angina,1
urinary,urge,1
anger,death,1
urine,uterine,1
use,abuse,1
use,abuser,1
use,deployment,1
use,supply,1
user,abuse,1
uterine,urine,1
anger,choluria,1
agitation,incest,1
aggression,hostility,1
transplant,transferrin,1
wrong,dry,1
x,xi,1
x,v,1
x,term,1
72,19,1
face,back,1
x,anal,1
f,a,1
wound,lesion,1
wound,warm,1
eyelids,lip,1
wound,tinea,1
ablation,excision,1
wound,test,1
wound,shunt,1
xerophthalmia,seroma,1
faeces,face,1
faecal,foetal,1
4,9,1
face,blast,1
xii,viii,1
facial,radial,1
facial,fascial,1
xiii,viii,1
facial,back,1
19,18,1
xxx,3m,1
xxx,xxxy,1
xyy,xxxy,1
face,breast,1
face,care,1
yaws,pain,1
abnormality,normal,1
fall,glioma,1
fall,pallor,1
warm,care,1
adoption,atopy,1
warmth,warm,1
advancement,recession,1
warm,wound,1
warm,infection,1
warm,cold,1
advertising,use,1
accommodation,adjustment,1
affect,stroke,1
vomiting,regurgitation,1
vomiting,purging,1
vomiting,pale,1
vomiting,hard,1
volume,rash,1
adjustment,lip,1
waves,wave,1
weakness,pain,1
adjustment,accommodation,1
adhesions,detachment,1
adhesion,wound,1
adhesion,reattachment,1
wheezing,asthma,1
adenomyosis,endometriosis,1
wound,anger,1
wound,blister,1
fall,mass,1
acquired,ret,1
accommodation,lip,1
wound,cancer,1
wound,diet,1
wound,flap,1
trauma,mark,1
transplant,grunting,1
penis,panic,1
swings,count,1
b,b12,1
b,toxic,1
syphilis,sex,1
syncope,delirium,1
fear,tearfulness,1
swings,iron,1
swelling,web,1
b6,b1,1
swelling,home,1
b12,b1,1
b12,b6,1
b2,b1,1
sweat,flat,1
suture,rupture,1
axillary,ulnar,1
axillary,ear,1
fatigue,rate,1
tanning,anger,1
tanning,flooding,1
tanning,flushing,1
tap,bleb,1
tap,pain,1
tap,rash,1
target,burr,1
tarsal,carpal,1
taste,back,1
taste,eating,1
taste,oral,1
tear,bruit,1
avulsion,aversion,1
tear,ear,1
fear,weight,1
support,scan,1
tear,lip,1
stomach,abdominal,1
feeding,eating,1
eye,peptic,1
stomach,stoma,1
back,lung,1
stomach,ear,1
eye,mental,1
feeding,gaming,1
feeding,breast,1
stoma,home,1
back,spider,1
sticky,gram,1
stertor,snoring,1
stent,shunt,1
feeding,liver,1
back,gram,1
stool,scan,1
feeding,ear,1
strength,patient,1
strength,route,1
back,eating,1
stress,tenderness,1
stress,tension,1
stress,torus,1
striae,stroke,1
feeding,drug,1
stroke,rash,1
stroke,shock,1
stroke,striae,1
study,paralysis,1
stupor,shock,1
sucking,licking,1
tear,lens,1
tear,rupture,1
transplant,engraft,1
throat,pharyngeal,1
tissue,nerve,1
tightness,test,1
arm,foot,1
tibia,hip,1
thyroid,choroidal,1
thumb,finger,1
arm,limb,1
thinking,scan,1
throat,laryngeal,1
thought,tinea,1
thought,ear,1
thorax,rectum,1
thirst,hunger,1
thirst,crime,1
tongue,flap,1
tongue,flat,1
tongue,knee,1
eyelash,blast,1
application,craving,1
tonic,brain,1
tooth,foot,1
torch,tooth,1
apparent,brain,1
fat,gas,1
touch,defect,1
touch,implant,1
touch,scar,1
touch,thinning,1
toxicity,colic,1
tracheal,brachial,1
aortic,oral,1
arrest,pain,1
thinking,infection,1
aversion,angiopathy,1
tension,stress,1
atrio,aorto,1
atrophy,eating,1
test,cast,1
terminal,viral,1
atrophy,fasting,1
tension,tenderness,1
attack,bite,1
thickening,hole,1
tenderness,phobia,1
temporary,permanent,1
tempi,aase,1
tear,test,1
aural,anal,1
tear,scar,1
test,dry,1
assessment,abscess,1
asocial,antisocial,1
test,spleen,1
test,striae,1
test,tap,1
artery,arterial,1
fatigue,fear,1
arterial,bacterial,1
testicle,eye,1
testis,ear,1
testis,eye,1
testis,nail,1
fatigue,fall,1
arterial,artery,1
theft,swelling,1
thermal,dermal,1
foetal,portal,1
penile,pineal,1
burn,swings,1
infectious,infective,1
discharge,tear,1
infestation,planus,1
infestation,plague,1
infestation,incest,1
infertility,uterine,1
discharge,titre,1
discharge,urea,1
inflammation,fibrin,1
discharge,walking,1
infection,infectious,1
discolouration,brain,1
infection,infarct,1
infection,incest,1
infection,defect,1
inflammation,fever,1
gaming,back,1
exfoliation,care,1
discharge,feeding,1
direct,indirect,1
injury,warm,1
disability,impairment,1
g,b,1
injury,haze,1
eye,cancer,1
gambling,eating,1
gambling,iris,1
injection,incest,1
ingrown,ingrowing,1
discharge,lead,1
infrequent,frequent,1
influenza,fall,1
discharge,load,1
discolouration,scan,1
gaming,eating,1
infected,joint,1
impacted,tooth,1
double,triple,1
implantation,sedation,1
implant,graft,1
impatience,restlessness,1
drainage,pain,1
dropped,exploding,1
imaging,scar,1
discomfort,hole,1
illusion,delusion,1
ileitis,uveitis,1
dropped,red,1
extravasation,eructation,1
iii,v,1
drug,dry,1
dose,rate,1
dose,drug,1
extrusion,expulsion,1
donation,folate,1
dizziness,vertigo,1
indentation,infestation,1
indifference,apathy,1
gangrene,cough,1
induced,false,1
gaming,lung,1
induction,induration,1
disorder,wart,1
induration,scleritis,1
gaming,gambling,1
infarct,infarction,1
infarction,infarct,1
discs,disc,1
dipping,gap,1
eye,eccentric,1
diethylstilboestrol,bpes,1
joint,auricular,1
damage,shunt,1
joint,stitch,1
damp,breath,1
joint,groin,1
dark,light,1
joint,blast,1
day,lag,1
jaw,back,1
jaw,shoulder,1
daydreaming,screaming,1
jaw,neck,1
jaw,mastication,1
death,crying,1
jaw,flat,1
cytomegalovirus,3m,1
cystopathy,mastopathy,1
cyst,cystic,1
keratitis,hepatitis,1
ketosis,acetonaemia,1
ketosis,ketonuria,1
laboratory,flat,1
labour,dry,1
fracture,craving,1
cyst,cast,1
labour,hiv,1
labour,lung,1
cyp3a5,cyp1a2,1
cyp2c9,cyp2d6,1
lacrimation,ear,1
lacrimation,eating,1
lactose,galactose,1
death,disease,1
jaundice,blister,1
internal,sternal,1
iris,flail,1
fumbling,clumsiness,1
depletion,deletion,1
irritation,atony,1
irritability,cholera,1
fumbling,hunger,1
iris,wrist,1
iodine,biotin,1
j,u,1
design,container,1
intolerance,tolerance,1
deviation,dilatation,1
intestinal,internal,1
intersection,overlap,1
intersection,crest,1
irritation,luxation,1
dental,rectal,1
frostbite,myopathy,1
iv,1,1
demented,sick,1
fracture,shunt,1
iv,v,1
fracture,fasting,1
delivery,staring,1
delirium,crime,1
delirium,care,1
delirium,aura,1
ix,iv,1
deficiency,face,1
defect,infection,1
fracture,fall,1
death,rash,1
drunk,hot,1
dry,drug,1
dry,wrong,1
hard,care,1
head,hand,1
energy,po2,1
head,brain,1
gastric,stomal,1
enteritis,arteritis,1
hbv,hiv,1
enzyme,enzymes,1
epidermal,dental,1
hanging,hunger,1
hanging,fall,1
hand,oral,1
gastrointestinal,bk,1
hand,head,1
hand,gene,1
head,heart,1
head,joint,1
endometritis,neuritis,1
head,nose,1
head,venous,1
headache,sedation,1
hearing,eye,1
hearing,hair,1
endometriosis,adenomyosis,1
encephalitis,phlebitis,1
heart,dental,1
empty,acute,1
heart,eye,1
electrophoresis,iontophoresis,1
heart,home,1
electrophoresis,cytapheresis,1
heart,spine,1
hand,dental,1
erosion,eating,1
heart,trunk,1
good,hellp,1
granulocytopenia,agranulocytosis,1
grandmother,grandfather,1
excision,excess,1
graft,transplantation,1
gout,urethritis,1
good,ipex,1
excision,incision,1
hair,sinus,1
good,adnp,1
good,aase,1
goitre,seroma,1
globin,globulin,1
globe,orbit,1
genital,mental,1
excision,abortion,1
groin,brain,1
growing,ear,1
excision,ablation,1
growing,ingrowing,1
ex,sex,1
h,a,1
generalised,vulval,1
haematocoele,hepatocele,1
eructation,retching,1
haemorrhage,bleb,1
haemorrhage,feeding,1
haemorrhage,haemorrhagic,1
eructation,extravasation,1
haemorrhoids,ileus,1
erosion,weeping,1
erosion,flaring,1
electric,electrical,1
heat,drug,1
dumping,bloom,1
ear,man,1
gasping,aase,1
ear,heart,1
hypoosmolar,hyperosmolar,1
hypofunction,hyperfunction,1
ear,jaw,1
hypocapnia,acardia,1
hypertension,hypotension,1
ear,tinea,1
hyperresponsive,hyporesponsive,1
ear,pineal,1
ear,spider,1
hyperlipidaemia,lipoedema,1
hyperlipidaemia,lipiduria,1
hyperglycaemic,hypoglycaemic,1
expulsion,extrusion,1
hypotension,hypertension,1
hypothermia,hyperthermia,1
gases,mass,1
e,c1,1
e,b1,1
e,a2,1
ia2,gad,1
igd,ige,1
dwarfism,sadism,1
igm,ige,1
external,internal,1
dural,tubal,1
dural,oral,1
dural,dermal,1
ii,ix,1
dumping,cec,1
ear,spine,1
hyper,hypo,1
heat,face,1
hip,head,1
holding,feeding,1
holding,cancer,1
hiv,wig,1
hiv,lip,1
eccentric,eye,1
gasping,weaver,1
hermaphroditism,bisexuality,1
eating,cyst,1
gastric,gastrin,1
hepatopathy,keratopathy,1
hepatitis,keratitis,1
effusion,rash,1
height,acne,1
heavy,light,1
holding,mass,1
holding,operation,1
