unfoundTokens,addedTokens,count
flap,fat,3
erosion,lesion,3
female,male,3
scan,pain,3
h3n2,h2n2,3
route,rate,3
neck,back,3
nose,bone,3
pash,aase,3
mite,eye,3
xxx,xxxy,3
pustule,papule,3
lens,lip,3
renal,dental,3
renal,nail,3
joint,skin,3
renal,oral,3
infusion,incision,3
head,hand,3
infarction,infection,3
ileal,anal,3
xiith,ivth,3
scar,ear,3
igd,ige,3
semen,skin,3
spine,skin,3
test,chest,3
hypertension,hypotension,3
hyperplasia,hypoplasia,3
tet2,ret,3
xii,viii,3
zrsr2,srsf2,3
brain,burn,3
calr,cftr,3
depletion,deletion,3
chromium,cadmium,3
anal,renal,3
blood,bed,3
door,good,3
citric,uric,3
clonic,tonic,3
cowden's,bowen's,3
anal,oral,3
barre,barrel,3
18q,5q,3
anal,ear,3
cyp3a5,cyp3a4,3
bone,eye,3
brain,skin,3
copa,cobb,2
cornea,bone,2
underdose,overdose,2
in,at,2
retinal,rectal,2
colitis,iritis,2
corneal,oral,2
calr,cbl,2
arteriogram,arthrogram,2
bcor,cftr,2
cranial,radial,2
igm,iga,2
anuria,anoxia,2
hyperaesthesia,hypoaesthesia,2
nr5a1,brca1,2
renal,ear,2
cyp3a5,cyp1a2,2
renal,mental,2
body,blood,2
atopic,toxic,2
blood,colon,2
hypoplasia,hyperplasia,2
hyposmia,hypoxia,2
urine,bile,2
reoviral,retroviral,2
nephropathy,neuropathy,2
cyclitis,colitis,2
ia2,gad,2
ipex,xxx,2
tooth,foot,2
rib,hip,2
tongue,bone,2
spleen,spine,2
lens,lung,2
stent,shunt,2
aural,anal,2
scar,eschar,2
methanol,ethanal,2
srp,sperm,2
mental,renal,2
lip,lid,2
iris,lip,2
lipids,lipase,2
scleral,pleural,2
cftr,egfr,2
atrio,aorto,2
spinal,anal,2
solar,cold,2
male,female,2
ldl,cd4,2
subacute,acute,2
mlasa,melas,2
cd34,csf,2
tinea,urea,2
bruit,bite,2
coeliac,iliac,2
coating,foaming,2
myelitis,myositis,2
ivb,ii,2
bcl,hla,2
peritoneum,perineum,2
test,cyst,2
ascariasis,acariasis,2
mpl,cbl,2
asteatosis,osteosis,2
kbg,3m,2
morvan,irvan,2
morton's,rotor's,2
vascular,macular,2
buccal,aural,2
soft,lift,2
flood,good,2
pustules,papules,2
viith,ivth,2
echo,jc,2
genital,renal,2
penis,anus,2
genital,dental,2
5701,1502,2
vulval,aural,2
phonophobia,photophobia,2
xiii,vii,2
galactose,glucose,2
dental,dermal,2
bone,burn,2
oral,nail,2
xiii,ii,2
placental,dental,2
adhesion,lesion,2
without,with,2
dental,rectal,2
fat,air,2
paratonia,paranoia,2
wrist,rib,2
faeces,face,2
portogram,aortogram,2
bone,nose,2
braf,brca1,2
xyy,xxxy,2
2,b,2
ankle,knee,2
xyy,xxyy,2
dysphoria,dysphonia,2
heart,hair,2
zika,bk,2
venous,venomous,2
hdl,cd8,2
vertebral,cerebral,2
penis,iris,2
cystine,cysteine,2
hair,nail,2
hair,head,2
hair,ear,2
omental,dental,2
ear,man,2
anoxia,anotia,2
vii,i,2
groin,skin,2
ear,jaw,2
rash,mass,2
ddx3x,xxx,2
h3n2,h1n1,2
scar,csf,1
scleral,ileal,1
skin,brain,1
plaque,papule,1
sclerosis,stenosis,1
seizure,seizures,1
placental,palatal,1
autonomic,atonic,1
sinus,iris,1
phytotherapy,hydrotherapy,1
atrophy,atony,1
pharyngectomy,laryngectomy,1
scan,scab,1
braf,ret,1
scan,scar,1
phobia,aphonia,1
phototherapy,phytotherapy,1
scar,back,1
septic,hepatic,1
axis,pain,1
bone,base,1
scab,lag,1
bleb,lip,1
ret,herg,1
prostatitis,prostatism,1
prpf8,braf,1
bone,foot,1
pyelitis,myelitis,1
resting,retinal,1
qrs,ear,1
reoviral,viral,1
pneumatosis,pneumonia,1
bleb,ulcer,1
rash,oral,1
reading,eating,1
renal,head,1
renal,dermal,1
recession,erosion,1
rectal,retinal,1
ret,pten,1
bcor,cbl,1
retinitis,rhinitis,1
prolapse,polyps,1
prerenal,renal,1
bone,knee,1
proctectomy,proctostomy,1
robotic,aortic,1
rib,limb,1
proctitis,colitis,1
proctostomy,proctotomy,1
rhinorrhoea,gonorrhoea,1
proctotomy,proctostomy,1
rhinitis,iritis,1
proerythroblast,erythroblast,1
revision,erosion,1
rett,crest,1
retinoscopy,rhinoscopy,1
retinogram,venogram,1
rhinotomy,rhinectomy,1
dyssomnia,insomnia,1
skin,vein,1
uridrosis,acidosis,1
vitritis,arteritis,1
vipoma,lipoma,1
angioma,angina,1
angiopathy,angioplasty,1
angioscopy,amnioscopy,1
anoplasty,tenoplasty,1
anorectal,adrenal,1
anosmia,anaemia,1
vgkc,gad,1
vertical,verbal,1
vein,skin,1
vein,penis,1
vein,ear,1
vasculitis,mastitis,1
vasculitis,fasciitis,1
vascular,vesicular,1
aortic,gastric,1
aortitis,iritis,1
uveitis,iritis,1
user,ulcer,1
urostomy,colostomy,1
urogenital,genital,1
urine,urea,1
voice,device,1
vulvectomy,uvulectomy,1
wada,bed,1
xii,i,1
1502,5701,1
3101,5801,1
xiith,viith,1
xiith,viiith,1
5801,1502,1
abrasion,erosion,1
abscess,excess,1
acanthocytes,anisocytes,1
acute,subacute,1
aerophobia,acrophobia,1
agnosia,anosmia,1
water,air,1
amastia,amusia,1
amniorrhexis,amniorrhoea,1
amniorrhoea,amenorrhoea,1
amoeba,apnoea,1
wt1,flt3,1
wound,lung,1
widal,wada,1
widal,viral,1
anaesthesia,paraesthesia,1
weiss,wells,1
urine,skin,1
urethritis,arthritis,1
spasm,pain,1
urethrectomy,urethrotomy,1
tear,sweat,1
talus,abuse,1
asterixis,arteritis,1
astrovirus,rotavirus,1
synaesthesia,anaesthesia,1
sweat,smear,1
suture,rupture,1
strokectomy,colectomy,1
stool,blood,1
stomatitis,mastitis,1
sternotomy,tenotomy,1
stenosis,restenosis,1
stenosis,osteosis,1
steatosis,stenosis,1
stapedotomy,saccotomy,1
splenic,pelvic,1
spleen,sleep,1
asxl1,adsl,1
spine,bone,1
spinal,skin,1
spinal,seminal,1
spinal,retinal,1
spinal,renal,1
tear,tap,1
test,time,1
test,use,1
truss,stress,1
urethrectomy,ureterectomy,1
aphasia,aphakia,1
urethral,retinal,1
urethra,ureter,1
apheresis,exeresis,1
ureteral,retinal,1
arthrectomy,arthrotomy,1
uncircumcised,circumcised,1
ulceration,operation,1
ulcer,scar,1
tremor,tear,1
tet2,ezh2,1
tracheoscopy,tracheostomy,1
tracheitis,arthritis,1
torsion,erosion,1
torch,tooth,1
tongue,toe,1
tibial,fibula,1
thyroid,steroid,1
thrombin,prothrombin,1
arthrolysis,arthrodesis,1
tet2,pten,1
arthrotomy,arthrectomy,1
oil,iodo,1
perineal,peritoneal,1
iiia,ii,1
cortical,cervical,1
craniectomy,craniotomy,1
craniotomy,rhinotomy,1
culdoscopy,endoscopy,1
culture,rupture,1
cyp2c19,cyp2d6,1
hysteroscopy,cystoscopy,1
hysterocele,enterocele,1
hypotonus,hypertonus,1
hypotonia,dystonia,1
hypodontia,hypotonia,1
hypnotherapy,hydrotherapy,1
hypervolaemia,hyperkalaemia,1
hypertonia,hypotonia,1
cyp3a4,cyp1a2,1
hyperoxia,hypoxia,1
hyperchromasia,hypochromasia,1
hyperaesthesia,paraesthesia,1
hoigne's,meige's,1
hip,hand,1
heyde's,reye's,1
herbal,oral,1
hepatotoxicity,haematotoxicity,1
hepatopathy,keratopathy,1
heart,head,1
corneal,renal,1
copa,cec,1
cyst,mass,1
concussion,contusion,1
choroid,thyroid,1
joint,bone,1
job,iodo,1
jaw,ear,1
closure,colour,1
ivb,iva,1
ivb,iv,1
ivb,i,1
iva,iii,1
iva,ii,1
irvan,evans,1
irrigation,irritation,1
irlen,irvan,1
iris,skin,1
iris,hiv,1
iridotomy,iridectomy,1
iodine,urine,1
internal,sternal,1
colectomy,ileectomy,1
infrequent,frequent,1
infestation,infection,1
colitis,uveitis,1
colorectal,rectal,1
incomplete,complete,1
colposcopy,otoscopy,1
heart,ear,1
cyst,test,1
penile,renal,1
dental,renal,1
facial,caecal,1
diet,foot,1
direct,indirect,1
eyelash,eyelid,1
eye,toe,1
discogram,cystogram,1
eye,csf,1
extrusion,expulsion,1
external,internal,1
exophthalmos,enophthalmos,1
diverticuloma,diverticulum,1
dnmt3a,kmt2a,1
erythrasma,erythema,1
erysipeloid,erysipelas,1
entropion,ectropion,1
enterovirus,lentivirus,1
enteritis,nephritis,1
emphysema,empyema,1
duodenostomy,duodenectomy,1
echovirus,norovirus,1
echopraxia,echolalia,1
ear,oral,1
ear,heart,1
dysmetria,dyslexia,1
dysmyelination,demyelination,1
faecaluria,faecaloma,1
fascioliasis,ascariasis,1
hair,lip,1
fistulogram,discogram,1
haemoptysis,haemolysis,1
haemophobia,phagophobia,1
haemophobia,osmophobia,1
cystostomy,colostomy,1
decompression,compression,1
growth,tooth,1
groin,brain,1
greig's,meigs,1
granuloma,glaucoma,1
good,bloom,1
glycolic,glycocholic,1
glossitis,myositis,1
globulin,albumin,1
gitelman's,angelman's,1
gingival,genital,1
genital,rectal,1
genital,mental,1
gastritis,cystitis,1
gastrectomy,mastectomy,1
dental,anal,1
fold,bed,1
flea,eye,1
flavectomy,vulvectomy,1
flat,flail,1
dental,genital,1
chondroma,chordoma,1
cholaemia,chloasma,1
keratitis,aortitis,1
bronchitis,proctitis,1
oestradiol,oestriol,1
oesophagostomy,oesophagoscopy,1
oedema,eczema,1
ocular,nodular,1
ochlophobia,osmophobia,1
nut,ret,1
npm1,nut,1
npm1,mpl,1
nose,foot,1
nose,eye,1
bulla,burn,1
bursal,burn,1
neurolysis,neurosis,1
bypass,mass,1
necrosis,mycosis,1
caecectomy,apicectomy,1
caecectomy,sclerectomy,1
caecostomy,colostomy,1
nairovirus,arbovirus,1
capnogram,venogram,1
nail,jaw,1
nail,hair,1
nail,facial,1
nail,ear,1
nail,ankle,1
dysplasia,dysstasia,1
breast,brain,1
keratitis,hepatitis,1
oral,gram,1
pelvis,penis,1
pelvic,splenic,1
pearson's,larsen,1
brain,iris,1
brain,pain,1
pash,brash,1
paresis,paralysis,1
paraplegia,paranoia,1
paranasal,nasal,1
paralysis,paresis,1
paraesthesia,anaesthesia,1
brash,blau,1
papular,papule,1
papilla,ampulla,1
panic,nail,1
pain,stain,1
pain,ph,1
pain,lag,1
ovary,ear,1
otolithiasis,lithiasis,1
ortner's,horner's,1
oropharyngeal,pharyngeal,1
orchidotomy,orchidectomy,1
oral,renal,1
oral,nasal,1
card9,acad9,1
cbl,nut,1
mysophobia,osmophobia,1
mysophobia,nosophobia,1
cerebral,vertebral,1
macular,vascular,1
macrostomia,macrotia,1
macrognathia,micrognathia,1
macrocornea,microcornea,1
cervical,chemical,1
cervix,nerve,1
lipoprotein,protein,1
lipase,lipids,1
lip,hiv,1
limb,rib,1
change,acne,1
limb,leg,1
limb,hip,1
lesion,erosion,1
lens,vein,1
lens,penis,1
choanal,anal,1
leakage,breakage,1
laryngeal,pharyngeal,1
laron,larsen,1
lake,care,1
labrune,larsen,1
labrune,laband,1
knee,neck,1
madarosis,amaurosis,1
mass,cyst,1
mass,pain,1
microglossia,macroglossia,1
myositis,colitis,1
myomectomy,myectomy,1
myolipoma,myelolipoma,1
myelolipoma,myolipoma,1
myelitis,cyclitis,1
mueller,muckle,1
mpl,adsl,1
mouth,tooth,1
mole,eye,1
cebpa,cbl,1
microsomia,macrosomia,1
microgenia,macrogenia,1
cerebellar,cerebral,1
microcytosis,macrocytosis,1
cec,cohen,1
metaplasia,aplasia,1
mental,foetal,1
menkes,meigs,1
meningitis,meningism,1
melas,menkes,1
melas,meigs,1
mastitis,gastritis,1
mastitis,cystitis,1
mastectomy,gastrectomy,1
iva,iv,1
