MRA_term,Modified_term,SearcherReturned_term,State,Rank
Vitamin B6 deficiency,vitaekin b6 dfeiciencr,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vitman b6 deficiemnyc,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vmitmain b6 defiguiency,Vitamin B2 deficiency,Unmatched,3rd
Vitamin B6 deficiency,vtapin b6 deficigenyc,Vitamin B2 deficiency,Unmatched,3rd
Vitamin E deficiency,vikmin e defizciencwy,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,vitani e deficinc,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,vitaien e defbciecny,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,vivamn e ieficiepncy,Vitamin D deficiency,Unmatched,3rd
Vitamin E deficiency,vitmn e mefciiency,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,iltamin k feiciency,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vrtymin k defciinecy,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vitavmhin k dnfiicency,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,ivtzmin k ovdeficiency,Vitamin D deficiency,Unmatched,3rd
Vitamin K deficiency,vitamicnp k defciincy,Vitamin D deficiency,Unmatched,3rd
Vulval cancer stage III,lval cnamcer stag pii,Vulval cancer stage II,Unmatched,3rd
Weight,eigt,High carbohydrate diet,Unmatched,3rd
XIIth nerve injury,iith enrve nfjury,VIIth nerve injury,Unmatched,3rd
XIIth nerve injury,xith enrve injxutry,VIth nerve injury,Unmatched,3rd
XIth nerve injury,ith enrve injyr,VIth nerve injury,Unmatched,3rd
Heyde's syndrome,eyde' syndrogem,Cornelia de Lange syndrome,Unmatched,3rd
Abulia,auia,Migraine with aura,Unmatched,3rd
Abulia,alia,Alpha-1 acid glycoprotein increased,Unmatched,3rd
Urinoma,rioma,Vipoma,Unmatched,3rd
Lipase,liae,Post procedural bile leak,Unmatched,3rd
Urea urine,rea urin,Renal pain,Unmatched,3rd
Myeloblastoma,myloblastm,Myeloblast present,Unmatched,3rd
Myometritis,metritis,Cervical neuritis,Unmatched,3rd
Complement factor C2 decreased,omplemegnt factwo c2 degreasrd,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,xcopmlement fcto c2 decroxased,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,comopleyment ufacxtor c2 gdecreasbed,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,complent ator c2 edceased,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 decreased,cpqmplement fatod c2 dereaoed,Complement factor C1 decreased,Unmatched,3rd
Complement factor C2 increased,covmpement ffator c2 qncmeased,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,cmplemet fcotr c2 inrceasezd,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,omplementg facotn c2 pvncreased,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,compelmetn fcacto c2 pincreasedf,Complement factor C1 increased,Unmatched,3rd
Complement factor C2 increased,cbmplmeent fatom c2 incerasdd,Complement factor C1 increased,Unmatched,3rd
Factor XII deficiency,facntnr xi deficieeyc,Factor XI deficiency,Unmatched,3rd
Factor XII deficiency,facyofr xipi dfeiciecy,Factor VIII deficiency,Unmatched,3rd
Factor XII deficiency,nfactro ixi defigienyc,Factor IX deficiency,Unmatched,3rd
Factor XII deficiency,acto xsi defifieny,Factor VII deficiency,Unmatched,3rd
Factor XII deficiency,fgcptor xi denficienyc,Factor XI deficiency,Unmatched,3rd
Eschar,escr,Scar,Unmatched,3rd
Eschar,esca,Scar,Unmatched,3rd
Pneumatosis,neuotosis,Postpartum neurosis,Unmatched,3rd
Spondylolysis,spondylvyis,Infective spondylitis,Unmatched,3rd
Dellen,elle,Red blood cell target cells present,Unmatched,3rd
Factor III deficiency,tafctor ii edficienc,Factor VII deficiency,Unmatched,3rd
Factor III deficiency,fcatyor ii defiiceny,Factor VII deficiency,Unmatched,3rd
Factor III deficiency,lactpr iiv efiicency,Factor VIII deficiency,Unmatched,3rd
Factor III deficiency,cfator ii deficiceny,Factor VII deficiency,Unmatched,3rd
Factor X deficiency,pafctor x efciiency,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,fdactora x defivciincy,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,facygr x eficency,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,atcor x dfeficience,Factor XI deficiency,Unmatched,3rd
Factor X deficiency,fahtorr x dfciency,Factor XI deficiency,Unmatched,3rd
Injection,inecjtion,Infection,Unmatched,3rd
Glycogen storage disease type VII,glycoegpn storgaeg disaes ytype ivi,Glycogen storage disease type II,Unmatched,3rd
Glycogen storage disease type VII,lgyccogen ksotrage dlseask typu ivi,Glycogen storage disease type II,Unmatched,3rd
Glycogen storage disease type VIII,glycoeng stroag dyhisease bype vhii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type VIII,glycone smotrage rdisesae ytpe vcii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type VIII,glyscogne strge idsese tpye ivii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type VIII,glycge soqrage disdasw tyte ivii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type III,gmlycouen stogiage idsdase ype ii,Glycogen storage disease type VII,Unmatched,3rd
Glycogen storage disease type III,glycodgne stgage disbas tyepe ii,Glycogen storage disease type VII,Unmatched,3rd
Asplenia,spleniq,Splenic haemorrhage,Unmatched,3rd
Trisomy 8,triscoy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,trimoy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,tkismoy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,jtrismy 8,Trisomy 21,Unmatched,3rd
Trisomy 8,trhaisomy 8,Trisomy 21,Unmatched,3rd
Trisomy 18,triskym 18,Trisomy 21,Unmatched,3rd
Trisomy 18,riomy 18,Trisomy 21,Unmatched,3rd
Trisomy 18,tiwomy 18,Trisomy 21,Unmatched,3rd
Trisomy 18,tisuomy 18,Trisomy 21,Unmatched,3rd
Trisomy 18,triukomy 18,Trisomy 21,Unmatched,3rd
Trisomy 17,tirsohy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,trsofy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,rtisoy 17,Trisomy 21,Unmatched,3rd
Trisomy 17,tisoym 17,Trisomy 21,Unmatched,3rd
Trisomy 17,tzriomy 17,Trisomy 21,Unmatched,3rd
Proctostomy,urootstomy,Urostomy closure,Unmatched,3rd
Balint's syndrome,alint' sydprome,Alien limb syndrome,Unmatched,3rd
Hepatitis E antibody positive,hepaihis e ntbiody pnstive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,heptatis e antiobdz aositie,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,thpatitis e antgpbody boistive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,hepatkitbis e antxboy lpsoitive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody positive,oesatitis e atnilody postivze,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis E antibody,hyratitis e aztiboyd,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,hepautiyis e antibdo,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,hepattiiz e ntiboy,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,hepazmitis e antiby,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody,ehpatiti e atibodoy,Hepatitis C antibody,Unmatched,3rd
Hepatitis E antibody negative,hepattsi e natibodxy negetve,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,bepatitqis e antisbodv negatiey,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,hjepatiis e antbioyd enative,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,hkpeatitis e atnribody ngatiev,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody negative,hjpatityis e namibody negytve,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis E antibody abnormal,epatiqtis e ntbody bnarmal,Hepatitis B antibody abnormal,Unmatched,3rd
Hepatitis E antibody abnormal,epatiits e antiodw bnorma,Hepatitis B antibody abnormal,Unmatched,3rd
Hepatitis E antibody abnormal,hpatmtis e anibdoy bnrmal,Hepatitis B antibody abnormal,Unmatched,3rd
Hyperexplexia,hyperpelexia,Parkinsonism hyperpyrexia syndrome,Unmatched,3rd
Vitamin E decreased,vmtamn e pdcreased,Vitamin E increased,Unmatched,3rd
Vitamin B2 increased,icamin b2 icraesed,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,viamni b2 inrease,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,vitgin b2 jncrkased,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,svitami b2 increaedy,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 increased,viatmni b2 inrceafsed,Vitamin B1 increased,Unmatched,3rd
Vitamin B2 decreased,vitfamn b2 decrpeaesd,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,vimain b2 decresade,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,vtimain b2 lecrensed,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,vamin b2 edcreaed,Vitamin B1 decreased,Unmatched,3rd
Vitamin B2 decreased,viatmn b2 decreatesd,Vitamin B1 decreased,Unmatched,3rd
Anti factor XII antibody positive,anai mctor xfii qantibdy opsiive,Anti factor XI antibody positive,Unmatched,3rd
Anti factor XII antibody positive,ante facttom ii notibody postuive,Anti factor XI antibody positive,Unmatched,3rd
Anti factor XII antibody positive,dnti factqro xeii atnibfdy positimvy,Anti factor XI antibody positive,Unmatched,3rd
Vitamin E,aitmain e,Vitamin D,Unmatched,3rd
Vitamin E,vitmbn e,Vitamin D,Unmatched,3rd
Vitamin E,vitdmuin e,Vitamin D,Unmatched,3rd
Vitamin E,iamin e,Vitamin D,Unmatched,3rd
Vitamin E,vitmamn e,Vitamin D,Unmatched,3rd
Vitamin B2,vtain b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vtiamni b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vtain b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vitaibn b2,Vitamin B1,Unmatched,3rd
Vitamin B2,vitminf b2,Vitamin B1,Unmatched,3rd
Vitamin K,nsitamin k,Vitamin D,Unmatched,3rd
Vitamin K,vtiamcn k,Vitamin D,Unmatched,3rd
Vitamin K,vitaeix k,Vitamin D,Unmatched,3rd
Vitamin K,vitmyin k,Vitamin D,Unmatched,3rd
Vitamin K,vjitamni k,Vitamin D,Unmatched,3rd
Acantholysis,aantalysis,Sperm analysis,Unmatched,3rd
Bicytopenia,ciytopnia,Refractory cytopenia with multilineage dysplasia,Unmatched,3rd
Breast injury,bras njuy,Bursa injury,Unmatched,3rd
Hepatitis D antibody positive,epatiqtis d antioby posiytie,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,hoepateitis d antiboad psitivue,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,heptitij d untobody ponitie,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,aheatitis d anabody pxkitive,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody positive,efpatitis d natmbody positivmye,Hepatitis C antibody positive,Unmatched,3rd
Hepatitis D antibody,xeptaitis d antebodv,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,epatktis d ahtpbody,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,hepafitsi d antibdt,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,hepastitsi d ntibdoy,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody,heaptitjs d antibtoqdy,Hepatitis C antibody,Unmatched,3rd
Hepatitis D antibody negative,heypgatitis d naitbody tegtive,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,hphatitis d aniboy negahiev,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,ehpatitns d aibody yeagtive,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,hepatdti d btibody neagtiv,Hepatitis C antibody negative,Unmatched,3rd
Hepatitis D antibody negative,epatitiv d atibdy igeative,Hepatitis C antibody negative,Unmatched,3rd
Lens disorder,ens tsiorder,Penis disorder,Unmatched,3rd
Nail infection,nial ieffection,Oral infection,Unmatched,3rd
Conjunctival disorder,conjunital edisordger,Congenital nail disorder,Unmatched,3rd
Corneal disorder,rcneal dsofrder,Renal disorder prophylaxis,Unmatched,3rd
Entropion,eropion,Gingival erosion,Unmatched,3rd
PO2 abnormal,pvo2 naormal,End-tidal CO2 normal,Unmatched,3rd
Tongue operation,tnue operaaon,Knee operation,Unmatched,3rd
Vitamin D increased,iatmin d dincraesed,Vitamin K increased,Unmatched,3rd
Vitamin D increased,wvitamic d icrieased,Vitamin K increased,Unmatched,3rd
Vitamin D increased,ciatmin d nceased,Vitamin K increased,Unmatched,3rd
Vitamin D increased,vetaoin d nbreased,Vitamin K increased,Unmatched,3rd
Vitamin D increased,vvbtamin d incesed,Vitamin K increased,Unmatched,3rd
Vitamin A decreased,vtiami a dcereasged,Vitamin K decreased,Unmatched,3rd
Vitamin A decreased,viztamn a ecreaed,Vitamin K decreased,Unmatched,3rd
Vitamin A decreased,vcitamiln a decweasez,Vitamin K decreased,Unmatched,3rd
Vitamin A decreased,vitmn a dvcraased,Vitamin K decreased,Unmatched,3rd
Vitamin A decreased,vityfamin a decrfeasew,Vitamin K decreased,Unmatched,3rd
Vitamin A increased,vdtami a inecrased,Vitamin K increased,Unmatched,3rd
Vitamin A increased,vtiaqin a incwlreased,Vitamin K increased,Unmatched,3rd
Vitamin A increased,vitamiqp a incbresaed,Vitamin K increased,Unmatched,3rd
Vitamin A increased,vitamyi a increaes,Vitamin K increased,Unmatched,3rd
Vitamin A increased,vitman a incareysed,Vitamin K increased,Unmatched,3rd
Vitamin B12 abnormal,ivtmin b22 anrmal,Vitamin B6 normal,Unmatched,3rd
Vitamin D abnormal,ivtamen d nbormal,Vitamin A abnormal,Unmatched,3rd
Vitamin D decreased,vitiamn d eecreasfd,Vitamin K decreased,Unmatched,3rd
Vitamin D decreased,vtamie d ddecreasde,Vitamin K decreased,Unmatched,3rd
Vitamin D decreased,aiatmin d delcraased,Vitamin K decreased,Unmatched,3rd
Vitamin D decreased,vitgami d dcresaed,Vitamin K decreased,Unmatched,3rd
Vitamin D decreased,vtiamni d dafcreased,Vitamin K decreased,Unmatched,3rd
Trisomy 15,trsismy 15,Trisomy 21,Unmatched,3rd
Trisomy 15,tirsomq 15,Trisomy 21,Unmatched,3rd
Trisomy 15,trijsoym 15,Trisomy 21,Unmatched,3rd
Trisomy 15,vridsomy 15,Trisomy 21,Unmatched,3rd
Trisomy 15,tmrisoty 15,Trisomy 21,Unmatched,3rd
Effusion,elusion,Jealous delusion,Unmatched,3rd
Trisomy 12,trhiomy 12,Trisomy 21,Unmatched,3rd
Trisomy 12,trioamy 12,Trisomy 21,Unmatched,3rd
Trisomy 12,ribsomy 12,Trisomy 21,Unmatched,3rd
Trisomy 12,tirisoym 12,Trisomy 21,Unmatched,3rd
Trisomy 12,traosmy 12,Trisomy 21,Unmatched,3rd
CD4 lymphocytes increased,cj4 lymhocye incmrecsed,CD4 lymphocyte percentage increased,Unmatched,3rd
Hepatitis B antigen positive,hepnitis b anmgen psituve,Hepatitis E antigen positive,Unmatched,3rd
Hepatitis B antigen positive,heptaitcs b aftgen spositiev,Hepatitis E antigen positive,Unmatched,3rd
