MRA_term,Modified_term,SearcherReturned_term,State,Rank
Froin's syndrome,frin' tysndrome,Myofascial pain syndrome,Unmatched,5th
Synaesthesia,naesthesai,Light anaesthesia,Unmatched,5th
Fistulotomy,fistulmy,Bronchial fistula,Unmatched,5th
Trisomy 4p,twrisom 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,trifosmy 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,trasomyw 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,tsrisozy 4p,Trisomy 18,Unmatched,5th
Trisomy 4p,trxsmy 4p,Trisomy 18,Unmatched,5th
Illness,ilelss,Meconium ileus,Unmatched,5th
Listeraemia,listemeia,Gastroenteritis listeria,Unmatched,5th
Trisomy 16,ltisomy 16,Trisomy 18,Unmatched,5th
Trisomy 16,qriseomy 16,Trisomy 18,Unmatched,5th
Trisomy 16,tisom 16,Trisomy 18,Unmatched,5th
Trisomy 16,trsomt 16,Trisomy 18,Unmatched,5th
Trisomy 16,rtpsomy 16,Trisomy 18,Unmatched,5th
Reflex test,refxl tet,Renal function test normal,Unmatched,5th
