MRA_term,Modified_term,SearcherReturned_term,State,Rank
Vitamin K,vitaeix k,Vitamin E,Unmatched,4th
Vitamin K,vitmyin k,Vitamin E,Unmatched,4th
Vitamin K,vjitamni k,Vitamin E,Unmatched,4th
Acantholysis,aantalysis,Urine analysis,Unmatched,4th
Bicytopenia,ciytopnia,Refractory cytopenia with unilineage dysplasia,Unmatched,4th
Hepatitis D antibody positive,epatiqtis d antioby posiytie,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,hoepateitis d antiboad psitivue,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,heptitij d untobody ponitie,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,aheatitis d anabody pxkitive,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,efpatitis d natmbody positivmye,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody,xeptaitis d antebodv,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,epatktis d ahtpbody,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hepafitsi d antibdt,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hepastitsi d ntibdoy,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,heaptitjs d antibtoqdy,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody negative,heypgatitis d naitbody tegtive,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,hphatitis d aniboy negahiev,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,ehpatitns d aibody yeagtive,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,hepatdti d btibody neagtiv,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,epatitiv d atibdy igeative,Hepatitis E antibody negative,Unmatched,4th
Conjunctival disorder,conjunital edisordger,Congenital pigmentation disorder,Unmatched,4th
Corneal disorder,rcneal dsofrder,Renal disorder in pregnancy,Unmatched,4th
Entropion,eropion,Pocket erosion,Unmatched,4th
Vitamin A increased,vdtami a inecrased,Vitamin D increased,Unmatched,4th
Vitamin A increased,vtiaqin a incwlreased,Vitamin D increased,Unmatched,4th
Vitamin A increased,vitamiqp a incbresaed,Vitamin D increased,Unmatched,4th
Vitamin A increased,vitamyi a increaes,Vitamin D increased,Unmatched,4th
Vitamin A increased,vitman a incareysed,Vitamin D increased,Unmatched,4th
Vitamin D abnormal,ivtamen d nbormal,Vitamin A normal,Unmatched,4th
Vitamin D decreased,vitiamn d eecreasfd,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vtamie d ddecreasde,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,aiatmin d delcraased,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitgami d dcresaed,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vtiamni d dafcreased,Vitamin A decreased,Unmatched,4th
Trisomy 15,trsismy 15,Trisomy 22,Unmatched,4th
Trisomy 15,tirsomq 15,Trisomy 22,Unmatched,4th
Trisomy 15,trijsoym 15,Trisomy 22,Unmatched,4th
Trisomy 15,vridsomy 15,Trisomy 22,Unmatched,4th
Trisomy 15,tmrisoty 15,Trisomy 22,Unmatched,4th
Effusion,elusion,Persecutory delusion,Unmatched,4th
Trisomy 12,trhiomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,trioamy 12,Trisomy 22,Unmatched,4th
Trisomy 12,ribsomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,tirisoym 12,Trisomy 22,Unmatched,4th
Trisomy 12,traosmy 12,Trisomy 22,Unmatched,4th
Hysterocele,hpysrocele,Hydrocele operation,Unmatched,4th
Plateletcrit normal,plateleci onrmar,Platelet adhesiveness normal,Unmatched,4th
Palatectomy,mnltectomy,Extended radical mastectomy,Unmatched,4th
Hepatitis D virus test positive,hepatrtls d virusp tet ositite,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,zepattis d viurs etst opsstive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,exatitis d ivrus est mpsitive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,hpetitis d viraus tes poitgve,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,hqeatitis d virnus tesnt posiktiev,Hepatitis E virus test positive,Unmatched,4th
Trisomy 9,rtitomy 9,Trisomy 22,Unmatched,4th
Trisomy 9,triolomy 9,Trisomy 22,Unmatched,4th
Trisomy 9,toismoy 9,Trisomy 22,Unmatched,4th
Trisomy 9,tisoym 9,Trisomy 22,Unmatched,4th
Trisomy 9,triso 9,Trisomy 22,Unmatched,4th
Trisomy 14,srsiomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,peisomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,trisy 14,Trisomy 22,Unmatched,4th
Trisomy 14,tziasomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,tirsmy 14,Trisomy 22,Unmatched,4th
Lipoinjection,pionjection,Epidural injection,Unmatched,4th
Thyroplasty,rthoplasty,Shoulder arthroplasty,Unmatched,4th
Hepatitis E virus test,heptitxs e ivrus tes,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepaitts e vrus est,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,haevatitis e viru tesj,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hkaptitis e vrus tet,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hpeatiis e viruus teit,Hepatitis A virus test,Unmatched,4th
Factor VII inhibition,kfrctor ivi inhigbitison,Factor XIII Inhibition,Unmatched,4th
Bradyphagia,raphagia,Transient aphasia,Unmatched,4th
Chagoma,acgoma,Venous angioma of brain,Unmatched,4th
Froin's syndrome,frin' tysndrome,Organic brain syndrome,Unmatched,4th
Synaesthesia,naesthesai,Infiltration anaesthesia,Unmatched,4th
Fistulotomy,fistulmy,Biliary fistula,Unmatched,4th
Trisomy 4p,twrisom 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,trifosmy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,trasomyw 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,tsrisozy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,trxsmy 4p,Trisomy 22,Unmatched,4th
Illness,ilelss,Ileus spastic,Unmatched,4th
Listeraemia,listemeia,Listeria test,Unmatched,4th
Trisomy 16,ltisomy 16,Trisomy 22,Unmatched,4th
Trisomy 16,qriseomy 16,Trisomy 22,Unmatched,4th
Trisomy 16,tisom 16,Trisomy 22,Unmatched,4th
Trisomy 16,trsomt 16,Trisomy 22,Unmatched,4th
Trisomy 16,rtpsomy 16,Trisomy 22,Unmatched,4th
Reflex test,refxl tet,Renal function test abnormal,Unmatched,4th
Troponin C,tropein c,Troponin T,Unmatched,4th
Foreign body in throat,forrein boyd in thart,Foreign body in reproductive tract,Unmatched,4th
PASH syndrome,rash suyndroem,BRASH syndrome,Unmatched,4th
