MRA_term,Modified_term,SearcherReturned_term,State,Rank
Coagulation factor XIII level,coagzlation facto xiii levle,Coagulation factor XII level,Unmatched,4th
Coagulation factor XIII level decreased,aoagulation factro xiii lvvel drcreased,Coagulation factor VIII level increased,Unmatched,4th
Coagulation factor XIII level decreased,coagalation fator xiii qevel decrewased,Coagulation factor XII level decreased,Unmatched,4th
Coagulation factor XIII level decreased,coagulatfon fator xiii levl dereased,Coagulation factor XII level decreased,Unmatched,4th
Coagulation factor XIII level decreased,coagulatkon fpactor xiii evel dcreased,Coagulation factor VIII level increased,Unmatched,4th
Coagulation factor XIII level decreased,coaguation factol xiii levoel dcereased,Coagulation factor XII level decreased,Unmatched,4th
Coagulation factor XIII level increased,coawulation factpr xiii leyel increaseu,Coagulation factor XII level increased,Unmatched,4th
Coagulation factor XIII level increased,coagulaton actor xiii lvel increasvd,Coagulation factor XII level increased,Unmatched,4th
Coagulation factor XIII level increased,coagurlation facmtor xiii alevel icnreased,Coagulation factor XII level increased,Unmatched,4th
Coagulation factor XIII level increased,cohagulation iactor xiii levem icreased,Coagulation factor VIII level increased,Unmatched,4th
Coagulation factor XIII level increased,coagultaion factr xiii levle ncreased,Coagulation factor VIII level increased,Unmatched,4th
Factor XIII deficiency,facotr xiii deifciency,Factor XI deficiency,Unmatched,4th
Factor XIII deficiency,factnor xiii deficency,Factor XI deficiency,Unmatched,4th
Factor XIII deficiency,fcator xiii defickiency,Factor XI deficiency,Unmatched,4th
Factor XIII deficiency,fcator xiii deficiencc,Factor XI deficiency,Unmatched,4th
Factor XIII deficiency,factodr xiii deliciency,Factor XI deficiency,Unmatched,4th
Hepatitis E,hepatibtis e,Hepatitis D,Unmatched,4th
Hepatitis E,hepatits e,Hepatitis D,Unmatched,4th
Hepatitis E,hepatiis e,Hepatitis D,Unmatched,4th
Hepatitis E,epatitis e,Hepatitis D,Unmatched,4th
Hepatitis E,hepatits e,Hepatitis D,Unmatched,4th
Hepatitis F,hepatbtis f,Hepatitis D,Unmatched,4th
Hepatitis F,hepatitds f,Hepatitis D,Unmatched,4th
Hepatitis F,hepatitsis f,Hepatitis D,Unmatched,4th
Hepatitis F,qepatitis f,Hepatitis D,Unmatched,4th
Hepatitis F,hepatitifs f,Hepatitis D,Unmatched,4th
Hepatitis G,hepatiits g,Hepatitis D,Unmatched,4th
Hepatitis G,heptaitis g,Hepatitis D,Unmatched,4th
Hepatitis G,hepatetis g,Hepatitis D,Unmatched,4th
Hepatitis G,hetpatitis g,Hepatitis D,Unmatched,4th
Hepatitis G,nhepatitis g,Hepatitis D,Unmatched,4th
Hepatitis H,hepatitils h,Hepatitis D,Unmatched,4th
Hepatitis H,heatitis h,Hepatitis D,Unmatched,4th
Hepatitis H,hnepatitis h,Hepatitis D,Unmatched,4th
Hepatitis H,hepatitiys h,Hepatitis D,Unmatched,4th
Hepatitis H,heaptitis h,Hepatitis D,Unmatched,4th
Infection,infetion,Infusion site joint infection,Unmatched,4th
Pancreatitis,pancreatist,Pancreatic disorder,Unmatched,4th
Pharyngeal cancer stage I,paryngeal cqancer satge i,Laryngeal cancer stage IV,Unmatched,4th
Pharyngeal cancer stage I,hparyngeal canccer satge i,Laryngeal cancer stage IV,Unmatched,4th
Renal cancer stage I,ernal canpcer stge i,Anal cancer stage IV,Unmatched,4th
Renal cancer stage I,rnal cancre stge i,Anal cancer stage IV,Unmatched,4th
Renal cancer stage I,rneal cancre stwage i,Anal cancer stage IV,Unmatched,4th
Vaginal cancer stage I,aginal cacer soage i,Anal cancer stage IV,Unmatched,4th
Vaginal cancer stage IVA,vainal cancek stgae iva,Anal cancer stage IV,Unmatched,4th
Vaginal cancer stage IVA,vainal cancr sage iva,Anal cancer stage IV,Unmatched,4th
Vaginal cancer stage IVB,avginal cnacer stdage ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,aginal cacer tsage ivb,Anal cancer stage IV,Unmatched,4th
Vaginal cancer stage IVB,vaninal canceyr staie ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,vagifal ancer sage ivb,Vaginal cancer stage IVA,Unmatched,4th
Vaginal cancer stage IVB,aginal cancre stag ivb,Anal cancer stage IV,Unmatched,4th
Vitamin K deficiency,vihtamin k deficienzy,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vtiamin k eficiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,ivtamin k defciiency,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,vitamjn k deficienkcy,Vitamin E deficiency,Unmatched,4th
Vitamin K deficiency,viatmin k deficiencyq,Vitamin E deficiency,Unmatched,4th
XIIth nerve injury,xith serve injurg,Vth nerve injury,Unmatched,4th
XIIth nerve injury,xivith enrve iujury,VIth nerve injury,Unmatched,4th
XIth nerve injury,xith nerye injugy,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerqe ijury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nedve inury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith enrve injfury,Vth nerve injury,Unmatched,4th
XIth nerve injury,xith nerfe inejury,Vth nerve injury,Unmatched,4th
Electrocardiogram P wave abnormal,leehtrocardiogram p wave bnormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram P wave abnormal,electrohcardiogream p wave anbormal,Electrocardiogram P wave normal,Unmatched,4th
Electrocardiogram Q wave abnormal,kelectrocardiograt q wave abormal,Electrocardiogram P wave normal,Unmatched,4th
Complement factor C1 increased,cmplement facor c1 lncreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,ocmplement facto c2 edcreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 decreased,cmoplement fcator c2 ecreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,comlpement fatctor c2 igcreased,Complement factor C4 decreased,Unmatched,4th
Complement factor C2 increased,iomplement foactor c2 nicreased,Complement factor C4 decreased,Unmatched,4th
Factor XII deficiency,fadctor xii defiiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,fatcor xii deficienyy,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,afctor xii dzeficiency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,faetor xii defxciency,Factor VIII deficiency,Unmatched,4th
Factor XII deficiency,faptor xii deficiencyl,Factor VIII deficiency,Unmatched,4th
Wound,wount,Swollen joint count decreased,Unmatched,4th
Factor III deficiency,ftactor iii defciiency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,fanctor iii dfeiciency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,zactor iii defyiciency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,fator iii dficiency,Factor XIII deficiency,Unmatched,4th
Factor III deficiency,fctor iii feficiency,Factor XIII deficiency,Unmatched,4th
Factor X deficiency,factobr x deficieny,Factor V deficiency,Unmatched,4th
Factor X deficiency,factory x defijiency,Factor V deficiency,Unmatched,4th
Factor X deficiency,facftor x deificiency,Factor V deficiency,Unmatched,4th
Factor X deficiency,actor x defgciency,Factor V deficiency,Unmatched,4th
Factor X deficiency,factr x deficizency,Factor V deficiency,Unmatched,4th
Trisomy 8,trishmy 8,Trisomy 22,Unmatched,4th
Trisomy 8,trisom 8,Trisomy 22,Unmatched,4th
Trisomy 8,trisoxmy 8,Trisomy 22,Unmatched,4th
Trisomy 8,triosomy 8,Trisomy 22,Unmatched,4th
Trisomy 8,trisoym 8,Trisomy 22,Unmatched,4th
Trisomy 18,trismy 18,Trisomy 22,Unmatched,4th
Trisomy 18,jrisomy 18,Trisomy 22,Unmatched,4th
Trisomy 18,risomy 18,Trisomy 22,Unmatched,4th
Trisomy 18,rtisomy 18,Trisomy 22,Unmatched,4th
Trisomy 18,trismy 18,Trisomy 22,Unmatched,4th
Trisomy 17,trisomty 17,Trisomy 22,Unmatched,4th
Trisomy 17,trismy 17,Trisomy 22,Unmatched,4th
Trisomy 17,trisomd 17,Trisomy 22,Unmatched,4th
Trisomy 17,trismoy 17,Trisomy 22,Unmatched,4th
Trisomy 17,trcisomy 17,Trisomy 22,Unmatched,4th
Hepatitis E antibody abnormal,hepatitos e ankibody bnormal,Hepatitis B antibody normal,Unmatched,4th
Hepatitis E antibody abnormal,hepatiti e antitbody gbnormal,Hepatitis B antibody normal,Unmatched,4th
Hepatitis E antibody abnormal,hepatiitis e atibody banormal,Hepatitis B antibody normal,Unmatched,4th
Hepatitis E antibody abnormal,hepatitsi e antibdoy lbnormal,Hepatitis B antibody normal,Unmatched,4th
Hepatitis E antibody normal,hepatitlis e abtibody bnormal,Hepatitis B antibody normal,Unmatched,4th
Hepatitis E antibody normal,heepatitis e atnibody ynormal,Hepatitis B antibody normal,Unmatched,4th
Vitamin B1 increased,vitamijn b1 fncreased,Vitamin B6 increased,Unmatched,4th
Vitamin B1 increased,vitamni b1 ncreased,Vitamin B6 increased,Unmatched,4th
Vitamin B2 decreased,ivtamin b2 djcreased,Vitamin B6 increased,Unmatched,4th
Vitamin B2 decreased,vitamir b2 becreased,Vitamin B6 increased,Unmatched,4th
Vitamin K decreased,ivtamin k edcreased,Vitamin E decreased,Unmatched,4th
Anti factor XII antibody positive,anti actor xii antwbody positize,Anti factor XI antibody positive,Unmatched,4th
Anti factor XII antibody positive,anti factoy xii natibody plositive,Anti factor XI antibody positive,Unmatched,4th
Anti factor XII antibody positive,anti facdor xii antiody posiitve,Anti factor XI antibody positive,Unmatched,4th
Anti factor XII antibody positive,anti fractor xii anktibody postive,Anti factor XI antibody positive,Unmatched,4th
Anti factor XII antibody positive,anti fpactor xii antoibody positiev,Anti factor XI antibody positive,Unmatched,4th
Vitamin K,vitzmin k,Vitamin E,Unmatched,4th
Vitamin K,ivtamin k,Vitamin E,Unmatched,4th
Vitamin K,vitmin k,Vitamin E,Unmatched,4th
Vitamin K,vibtamin k,Vitamin E,Unmatched,4th
Vitamin K,vitamicn k,Vitamin E,Unmatched,4th
Hepatitis D antibody positive,hepatities d antabody positvie,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,heptitis d antiboky posfitive,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,gepatitis d atibody positove,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,epatitis d antihbody positvie,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody positive,hepatitsi d antiboy positivde,Hepatitis E antibody positive,Unmatched,4th
Hepatitis D antibody,hepaitis d natibody,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,yepatitis d abtibody,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hepatitsi d antibodl,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hepititis d antibkdy,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody,hepatttis d anibody,Hepatitis E antibody,Unmatched,4th
Hepatitis D antibody negative,hematitis d antiody negaive,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,ahepatitis d eantibody negatdive,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,ehpatitis d ntibody negatwive,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,hepatiris d antiboyd nexgative,Hepatitis E antibody negative,Unmatched,4th
Hepatitis D antibody negative,heaptitis d antibsdy negatvie,Hepatitis E antibody negative,Unmatched,4th
Coagulation factor XII level abnormal,coagluation fatcor xii lebel abnoirmal,Coagulation factor XI level abnormal,Unmatched,4th
Coagulation factor XII level abnormal,coagulatio factoq xii wlevel abnomral,Coagulation factor XI level abnormal,Unmatched,4th
Coagulation factor XII level abnormal,coagutation fakctor xii lecvel bnormal,Coagulation factor IX level abnormal,Unmatched,4th
Coagulation factor XII level abnormal,coagulatiin fator xii olevel abnormtal,Coagulation factor XI level abnormal,Unmatched,4th
Coagulation factor XII level abnormal,cagulation pfactor xii levjl abnbrmal,Coagulation factor XI level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,coaguation afactor xiii levle tbnormal,Coagulation factor VIII level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,coagulution facxor xiii lyevel anormal,Coagulation factor VIII level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,coagluation hfactor xiii leevl aznormal,Coagulation factor VIII level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,mcoagulation facor xiii mevel anormal,Coagulation factor VIII level abnormal,Unmatched,4th
Coagulation factor XIII level abnormal,cogulation fartor xiii levle ainormal,Coagulation factor VIII level abnormal,Unmatched,4th
Vitamin A decreased,vitamlin a dhcreased,Vitamin E decreased,Unmatched,4th
Vitamin A increased,vittmin a itcreased,Vitamin E decreased,Unmatched,4th
Vitamin A increased,vitkamin a increasea,Vitamin D increased,Unmatched,4th
Vitamin A increased,vigtamin a incrxeased,Vitamin D increased,Unmatched,4th
Vitamin A increased,vzitamin a ikcreased,Vitamin E decreased,Unmatched,4th
Vitamin A increased,vitmain a ncreased,Vitamin E decreased,Unmatched,4th
Vitamin D abnormal,ritamin d banormal,Vitamin A normal,Unmatched,4th
Vitamin D decreased,vitami d decreaed,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitamrin d decerased,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,bitamin d debcreased,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitamiy d dedcreased,Vitamin A decreased,Unmatched,4th
Vitamin D decreased,vitahin d ecreased,Vitamin E decreased,Unmatched,4th
Trisomy 15,tisomy 15,Trisomy 22,Unmatched,4th
Trisomy 15,trisom 15,Trisomy 22,Unmatched,4th
Trisomy 15,trisoy 15,Trisomy 22,Unmatched,4th
Trisomy 15,triomy 15,Trisomy 22,Unmatched,4th
Trisomy 15,tisomy 15,Trisomy 22,Unmatched,4th
Trisomy 12,tisomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,rrisomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,tcisomy 12,Trisomy 22,Unmatched,4th
Trisomy 12,triosmy 12,Trisomy 22,Unmatched,4th
Trisomy 12,trbisomy 12,Trisomy 22,Unmatched,4th
Coagulation factor XII level normal,coagulaticn fauctor xii levep norual,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XII level normal,coagulatoin afctor xii levl noroal,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XII level normal,coagulaton facator xii levl ynormal,Coagulation factor IX level abnormal,Unmatched,4th
Coagulation factor XII level normal,cogulation efactor xii lesel noral,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XII level normal,wcoagulation fator xii leevl onrmal,Coagulation factor XI level normal,Unmatched,4th
Coagulation factor XIII level normal,toagulation tfactor xiii levelj normaxl,Coagulation factor XII level normal,Unmatched,4th
Coagulation factor XIII level normal,cwoagulation fahtor xiii levl ormal,Coagulation factor XII level normal,Unmatched,4th
Coagulation factor XIII level normal,coagulaion facotr xiii lewvel normmal,Coagulation factor XII level normal,Unmatched,4th
Coagulation factor XIII level normal,coaguation fractor xiii leveu nomal,Coagulation factor XII level normal,Unmatched,4th
Coagulation factor XIII level normal,coaulation fctor xiii elvel nomal,Coagulation factor XII level normal,Unmatched,4th
Blood immunoglobulin D decreased,blod immunogfobuliq d decreasde,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,blod immwnooglobulin d decresed,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,blodo immrnoglobulni d decreaded,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,lbood immunogolbulia d decresaed,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D decreased,blovod idmunogzobulin d decrwased,Blood immunoglobulin M decreased,Unmatched,4th
Blood immunoglobulin D increased,buood immunoglbobulgn d incrueased,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,blgood immuoglobulni d incraesed,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,bolod imwunoglobuln d increasoed,Blood immunoglobulin M increased,Unmatched,4th
Blood immunoglobulin D increased,bood immunoelobulni d iacreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin D increased,lood ihmmdunoglobulin d increaesd,Blood immunoglobulin M increased,Unmatched,4th
Haemoglobin C present,haemoglobino c pesent,Haemoglobin E present,Unmatched,4th
Blood immunoglobulin D,bloo immunoglobulcikn d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,bltod dimmunolgobulin d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,bood immunoglobusln d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,eblood immungolobulzin d,Blood immunoglobulin M,Unmatched,4th
Blood immunoglobulin D,lbood immunoglbuolin d,Blood immunoglobulin M,Unmatched,4th
Hepatitis D virus test positive,hepatiis d vius test positiev,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,heatitis d viurs test positwive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,sepatitis d viaus test pjsitive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,hepratitis d viurs test opsitive,Hepatitis E virus test positive,Unmatched,4th
Hepatitis D virus test positive,hepattis d viru test positvie,Hepatitis E virus test positive,Unmatched,4th
Trisomy 9,triysomy 9,Trisomy 22,Unmatched,4th
Trisomy 9,triosmy 9,Trisomy 22,Unmatched,4th
Trisomy 9,tpisomy 9,Trisomy 22,Unmatched,4th
Trisomy 9,triqomy 9,Trisomy 22,Unmatched,4th
Trisomy 9,triosmy 9,Trisomy 22,Unmatched,4th
Trisomy 14,ntrisomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,trismy 14,Trisomy 22,Unmatched,4th
Trisomy 14,trisomyq 14,Trisomy 22,Unmatched,4th
Trisomy 14,wrisomy 14,Trisomy 22,Unmatched,4th
Trisomy 14,trismy 14,Trisomy 22,Unmatched,4th
Hepatitis E virus test,hpatitis e virs test,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepqatitis e virusa test,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,huepatitis e viru test,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepakitis e virug test,Hepatitis A virus test,Unmatched,4th
Hepatitis E virus test,hepatetis e vrrus test,Hepatitis A virus test,Unmatched,4th
Blood creatine phosphokinase MM decreased,bloid creathne phofphokinsae mm jecreased,Blood creatine phosphokinase MB decreased,Unmatched,4th
Electrocardiogram J wave abnormal,eleccrocardiogrma j wave arnormal,Electrocardiogram P wave normal,Unmatched,4th
Trisomy 4p,trfisomy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,tsrisomy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,tmrisomy 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,trisom 4p,Trisomy 22,Unmatched,4th
Trisomy 4p,crisomy 4p,Trisomy 22,Unmatched,4th
Trisomy 16,trissomy 16,Trisomy 22,Unmatched,4th
Trisomy 16,triosmy 16,Trisomy 22,Unmatched,4th
Trisomy 16,trisoky 16,Trisomy 22,Unmatched,4th
Trisomy 16,trisodmy 16,Trisomy 22,Unmatched,4th
Trisomy 16,trisoym 16,Trisomy 22,Unmatched,4th
CYP3A4 polymorphism,cyp2a4 polymrohism,CYP1A2 polymorphism,Unmatched,4th
