MRA_term,Modified_term,SearcherReturned_term,State,Rank
B-cell small lymphocytic lymphoma stage IV,b cell smalsl jymphocytic lymphoa rtage iv,B-cell small lymphocytic lymphoma stage II,Unmatched,1st
B-cell small lymphocytic lymphoma stage IV,b cell msall lymphocytac lymphomd stge iv,B-cell small lymphocytic lymphoma stage II,Unmatched,1st
B-cell small lymphocytic lymphoma stage IV,b cell samll lymphoctyic lymphom tsage iv,B-cell small lymphocytic lymphoma stage II,Unmatched,1st
Barium enema normal,bariumi eneam gnormal,Barium enema abnormal,Unmatched,1st
Basophil count increased,basophnil cont icreased,Basophil count decreased,Unmatched,1st
Benign neoplasm of urethra,bengn neplasm of rethra,Benign neoplasm of retina,Unmatched,1st
Beta 2 microglobulin increased,beta 2 microgloulni mncreased,Beta 2 microglobulin decreased,Unmatched,1st
Beta 2 microglobulin urine increased,beta 2 micrgoalobulin urline vncreased,Beta 2 microglobulin urine decreased,Unmatched,1st
Beta 2 microglobulin urine increased,beta 2 microgobuliv urnie icreased,Beta 2 microglobulin urine decreased,Unmatched,1st
Biopsy abdominal wall normal,biposy bdominal wall xnormal,Biopsy abdominal wall abnormal,Unmatched,1st
Biopsy adrenal gland normal,bopsy adrenali gladn snormal,Biopsy adrenal gland abnormal,Unmatched,1st
Biopsy breast,biqopsy brast,Biopsy brain,Unmatched,1st
Biopsy breast abnormal,iopsy brast abnormral,Biopsy brain abnormal,Unmatched,1st
Biopsy cornea,biopys corne,Biopsy bone,Unmatched,1st
Biopsy cornea,bgopsy conea,Biopsy bone,Unmatched,1st
Biopsy cornea,bioasy conea,Biopsy bone,Unmatched,1st
Biopsy cornea abnormal,bipsy corne abnoraml,Biopsy bone abnormal,Unmatched,1st
Biopsy cornea normal,bipsy cqrnea bnormal,Biopsy cornea abnormal,Unmatched,1st
Biopsy endometrium normal,biosy endoemtrium jnormal,Biopsy endometrium abnormal,Unmatched,1st
Biopsy liver abnormal,ibopsy lier abnorma,Biopsy lip abnormal,Unmatched,1st
Biopsy liver abnormal,biosy livr anormal,Biopsy lip abnormal,Unmatched,1st
Biopsy lymph gland normal,bixopsy lmymph glad gnormal,Biopsy lymph gland abnormal,Unmatched,1st
Biopsy muscle normal,biposy mscle znormal,Biopsy muscle abnormal,Unmatched,1st
Biopsy palate normal,biopys palato jnormal,Biopsy palate abnormal,Unmatched,1st
Biopsy palate normal,biops palaet onormal,Biopsy palate abnormal,Unmatched,1st
Biopsy parathyroid gland normal,ibopsy arathyroid glband bormal,Biopsy parathyroid gland abnormal,Unmatched,1st
Biopsy penis normal,bfopsy pneis tnormal,Biopsy penis abnormal,Unmatched,1st
Biopsy penis normal,biosy pnis normjal,Biopsy anus normal,Unmatched,1st
Biopsy pharynx,yiopsy parynx,Biopsy larynx,Unmatched,1st
Biopsy pharynx,bwiopsy hparynx,Biopsy larynx,Unmatched,1st
Biopsy pharynx normal,bipsy hparynx normla,Biopsy larynx normal,Unmatched,1st
Biopsy retina normal,biozsy retian inormal,Biopsy retina abnormal,Unmatched,1st
Biopsy salivary gland normal,biotpsy slaivary gjand inormal,Biopsy salivary gland abnormal,Unmatched,1st
Biopsy sclera,zbiopsy pclera,Biopsy pleura,Unmatched,1st
Biopsy sclera,bipsy slera,Biopsy pleura,Unmatched,1st
Biopsy sclera abnormal,biopy clera abnoral,Biopsy pleura abnormal,Unmatched,1st
Biopsy sclera normal,biospy slera norml,Biopsy pleura normal,Unmatched,1st
Biopsy skin normal,kbiopsy skin unormal,Biopsy skin abnormal,Unmatched,1st
Biopsy spinal cord normal,bipsy sjpinal cord lnormal,Biopsy spinal cord abnormal,Unmatched,1st
Biopsy thyroid gland normal,biopoy thyrid gyand qnormal,Biopsy thyroid gland abnormal,Unmatched,1st
Biopsy vulva normal,blopsy ulva cnormal,Biopsy vulva abnormal,Unmatched,1st
Bladder adenocarcinoma stage I,bladdr ndenocracinoma stge i,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage I,blradder adenoacrcnioma sqage i,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage I,bladdr dnocarcinoma satge i,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage I,baldder dadnocarcinoma tsage i,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage I,bladdre adenocracinomh sftage i,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage III,blader adneocearcinoma stsge iii,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage III,bladdeer adenocracijoma stagei iii,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage III,baldder adenocaracinomh skage iii,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage III,baldder adneokarcinoma sztage iii,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage III,baldder adencarcinohma staje iii,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,bladher adcnoarcinoma stkge iv,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,baadder aehnocarcinoma stgae iv,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,bmladder adezocarvcinoma stagte iv,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,bladdery daenocarcnoma tsage iv,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,blazder adeoncarcimnoma staeg iv,Bladder adenocarcinoma stage II,Unmatched,1st
"Bladder cancer stage 0, without cancer in situ",bladdre acncer stague 0 withot caner in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, with cancer in situ",gladder cancee setage i with xcancer in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, with cancer in situ",bladedr cancxr stgae i with cancuer in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, with cancer in situ",bldder canecr sage i with cancezr in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, with cancer in situ",jladder cance stag i with caqcer in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, with cancer in situ",blader carncer stge i with caner in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ",lbadder cance tstage i wikhout canwer in situ,"Bladder cancer stage 0, without cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ",bladdgr ancer stgae i wihout cacner in situ,"Bladder cancer stage 0, without cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ",badder canper kstage i wihtout cance in situ,"Bladder cancer stage 0, without cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ",bladdre cance tage i withyut canger in situ,"Bladder cancer stage 0, without cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ",beadder acncer tage i withut cnncer in situ,"Bladder cancer stage 0, with cancer in situ",Unmatched,1st
Bladder cancer stage III,buadder cyncer sxage iii,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage III,ebladder canckr stabge iii,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage III,bdladder caner stagu iii,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage III,baldder crancer stae iii,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage III,bladedr cancerq stgage iii,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,bladdez cancenr satge iv,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,baldder ancer utage iv,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,blddder cancr siage iv,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,bladdez cancmer staeg iv,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,bladdkr cance stbge iv,Bladder cancer stage II,Unmatched,1st
Bladder squamous cell carcinoma stage I,badder squmaous cell carcinuoma stagev i,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage I,blader qsuamous cell carcinopa ztage i,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage I,bladdlr squalous cell carcinom stge i,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage I,lbadder squaomus cell carcinoam stae i,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage I,btladder squmaous cell carcinoam sage i,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage III,bladdeb squamuos cell carinoma stjage iii,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage III,bldder squamcus cell cacrinoma tage iii,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage III,bladdehr qsuamous cell carcnioma stmge iii,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage III,blazdder squemous cell carcimnoma stagep iii,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage III,lbadder squaous cell carcrnoma hstage iii,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage IV,baldder squamour cell cacrinoma svage iv,Bladder squamous cell carcinoma stage II,Unmatched,1st
