MRA_term,Modified_term,SearcherReturned_term,State,Rank
Apolipoprotein A-II decreased,Apolipoprotein A-II decreased,Apolipoprotein A-I decreased,Unmatched,1st
Apolipoprotein A-II increased,Apolipoprotein A-II increased,Apolipoprotein A-I increased,Unmatched,1st
Apolipoprotein A-II normal,Apolipoprotein A-II normal,Apolipoprotein A-I normal,Unmatched,1st
B-cell lymphoma stage II,B-cell lymphoma stage II,B-cell lymphoma stage I,Unmatched,1st
B-cell lymphoma stage III,B-cell lymphoma stage III,B-cell lymphoma stage II,Unmatched,1st
B-cell lymphoma stage IV,B-cell lymphoma stage IV,B-cell lymphoma stage I,Unmatched,1st
B-cell small lymphocytic lymphoma stage II,B-cell small lymphocytic lymphoma stage II,B-cell small lymphocytic lymphoma stage I,Unmatched,1st
B-cell small lymphocytic lymphoma stage III,B-cell small lymphocytic lymphoma stage III,B-cell small lymphocytic lymphoma stage II,Unmatched,1st
B-cell small lymphocytic lymphoma stage IV,B-cell small lymphocytic lymphoma stage IV,B-cell small lymphocytic lymphoma stage I,Unmatched,1st
Bipolar II disorder,Bipolar II disorder,Bipolar I disorder,Unmatched,1st
Bladder adenocarcinoma stage I,Bladder adenocarcinoma stage I,Bladder adenocarcinoma stage 0,Unmatched,1st
Bladder adenocarcinoma stage II,Bladder adenocarcinoma stage II,Bladder adenocarcinoma stage I,Unmatched,1st
Bladder adenocarcinoma stage III,Bladder adenocarcinoma stage III,Bladder adenocarcinoma stage II,Unmatched,1st
Bladder adenocarcinoma stage IV,Bladder adenocarcinoma stage IV,Bladder adenocarcinoma stage I,Unmatched,1st
"Bladder cancer stage I, with cancer in situ","Bladder cancer stage I, with cancer in situ","Bladder cancer stage 0, with cancer in situ",Unmatched,1st
"Bladder cancer stage I, without cancer in situ","Bladder cancer stage I, without cancer in situ","Bladder cancer stage 0, without cancer in situ",Unmatched,1st
Bladder cancer stage III,Bladder cancer stage III,Bladder cancer stage II,Unmatched,1st
Bladder cancer stage IV,Bladder cancer stage IV,Bladder cancer stage II,Unmatched,1st
Bladder squamous cell carcinoma stage I,Bladder squamous cell carcinoma stage I,Bladder squamous cell carcinoma stage 0,Unmatched,1st
Bladder squamous cell carcinoma stage II,Bladder squamous cell carcinoma stage II,Bladder squamous cell carcinoma stage I,Unmatched,1st
Bladder squamous cell carcinoma stage III,Bladder squamous cell carcinoma stage III,Bladder squamous cell carcinoma stage II,Unmatched,1st
Bladder squamous cell carcinoma stage IV,Bladder squamous cell carcinoma stage IV,Bladder squamous cell carcinoma stage I,Unmatched,1st
Blood creatine phosphokinase MM,Blood creatine phosphokinase MM,Blood creatine phosphokinase MB,Unmatched,1st
Blood creatine phosphokinase MM increased,Blood creatine phosphokinase MM increased,Blood creatine phosphokinase MB increased,Unmatched,1st
Blood creatine phosphokinase MM normal,Blood creatine phosphokinase MM normal,Blood creatine phosphokinase MB normal,Unmatched,1st
Blood ethanol increased,Blood ethanol increased,Blood ethanal increased,Unmatched,1st
Blood group AB,Blood group AB,Blood group A,Unmatched,1st
Blood group B,Blood group B,Blood group A,Unmatched,1st
Blood group O,Blood group O,Blood group A,Unmatched,1st
Blood immunoglobulin E,Blood immunoglobulin E,Blood immunoglobulin A,Unmatched,1st
Blood immunoglobulin E abnormal,Blood immunoglobulin E abnormal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin E decreased,Blood immunoglobulin E decreased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin E increased,Blood immunoglobulin E increased,Blood immunoglobulin A increased,Unmatched,1st
Blood immunoglobulin E normal,Blood immunoglobulin E normal,Blood immunoglobulin A normal,Unmatched,1st
Blood immunoglobulin G,Blood immunoglobulin G,Blood immunoglobulin A,Unmatched,1st
Blood immunoglobulin G abnormal,Blood immunoglobulin G abnormal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin G decreased,Blood immunoglobulin G decreased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin G increased,Blood immunoglobulin G increased,Blood immunoglobulin A increased,Unmatched,1st
Blood immunoglobulin G normal,Blood immunoglobulin G normal,Blood immunoglobulin A normal,Unmatched,1st
Blood immunoglobulin M,Blood immunoglobulin M,Blood immunoglobulin A,Unmatched,1st
Blood immunoglobulin M abnormal,Blood immunoglobulin M abnormal,Blood immunoglobulin A abnormal,Unmatched,1st
Blood immunoglobulin M decreased,Blood immunoglobulin M decreased,Blood immunoglobulin A decreased,Unmatched,1st
Blood immunoglobulin M increased,Blood immunoglobulin M increased,Blood immunoglobulin A increased,Unmatched,1st
Blood immunoglobulin M normal,Blood immunoglobulin M normal,Blood immunoglobulin A normal,Unmatched,1st
Blood methanol,Blood methanol,Blood ethanol,Unmatched,1st
Blood methanol decreased,Blood methanol decreased,Blood ethanol decreased,Unmatched,1st
Blood methanol increased,Blood methanol increased,Blood ethanol increased,Unmatched,1st
Blood methanol normal,Blood methanol normal,Blood ethanol normal,Unmatched,1st
Breast cancer stage II,Breast cancer stage II,Breast cancer stage I,Unmatched,1st
Breast cancer stage III,Breast cancer stage III,Breast cancer stage II,Unmatched,1st
Breast cancer stage IV,Breast cancer stage IV,Breast cancer stage I,Unmatched,1st
Burkitt's lymphoma stage II,Burkitt's lymphoma stage II,Burkitt's lymphoma stage I,Unmatched,1st
Burkitt's lymphoma stage III,Burkitt's lymphoma stage III,Burkitt's lymphoma stage II,Unmatched,1st
Burkitt's lymphoma stage IV,Burkitt's lymphoma stage IV,Burkitt's lymphoma stage I,Unmatched,1st
CD8 lymphocytes,CD8 lymphocytes,CD4 lymphocytes,Unmatched,1st
Cervix carcinoma stage II,Cervix carcinoma stage II,Cervix carcinoma stage I,Unmatched,1st
Cervix carcinoma stage III,Cervix carcinoma stage III,Cervix carcinoma stage II,Unmatched,1st
Cervix carcinoma stage IV,Cervix carcinoma stage IV,Cervix carcinoma stage I,Unmatched,1st
Chronic hepatitis C,Chronic hepatitis C,Chronic hepatitis B,Unmatched,1st
Chronic lymphocytic leukaemia stage 1,Chronic lymphocytic leukaemia stage 1,Chronic lymphocytic leukaemia stage 0,Unmatched,1st
Chronic lymphocytic leukaemia stage 2,Chronic lymphocytic leukaemia stage 2,Chronic lymphocytic leukaemia stage 0,Unmatched,1st
Chronic lymphocytic leukaemia stage 3,Chronic lymphocytic leukaemia stage 3,Chronic lymphocytic leukaemia stage 0,Unmatched,1st
Chronic lymphocytic leukaemia stage 4,Chronic lymphocytic leukaemia stage 4,Chronic lymphocytic leukaemia stage 0,Unmatched,1st
Coagulation factor VIII level,Coagulation factor VIII level,Coagulation factor VII level,Unmatched,1st
Coagulation factor VIII level decreased,Coagulation factor VIII level decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor VIII level increased,Coagulation factor VIII level increased,Coagulation factor VII level increased,Unmatched,1st
Coagulation factor VIII level normal,Coagulation factor VIII level normal,Coagulation factor VII level normal,Unmatched,1st
Coagulation factor X level,Coagulation factor X level,Coagulation factor IX level,Unmatched,1st
Coagulation factor X level decreased,Coagulation factor X level decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor X level increased,Coagulation factor X level increased,Coagulation factor IX level increased,Unmatched,1st
Coagulation factor XI level,Coagulation factor XI level,Coagulation factor IX level,Unmatched,1st
Coagulation factor XI level decreased,Coagulation factor XI level decreased,Coagulation factor IX level decreased,Unmatched,1st
Coagulation factor XI level increased,Coagulation factor XI level increased,Coagulation factor IX level increased,Unmatched,1st
Coagulation factor XII level,Coagulation factor XII level,Coagulation factor VII level,Unmatched,1st
Coagulation factor XII level decreased,Coagulation factor XII level decreased,Coagulation factor VII level decreased,Unmatched,1st
Coagulation factor XII level increased,Coagulation factor XII level increased,Coagulation factor VII level increased,Unmatched,1st
Coagulation factor XIII level,Coagulation factor XIII level,Coagulation factor VIII level,Unmatched,1st
Coagulation factor XIII level decreased,Coagulation factor XIII level decreased,Coagulation factor VIII level decreased,Unmatched,1st
Coagulation factor XIII level increased,Coagulation factor XIII level increased,Coagulation factor VIII level increased,Unmatched,1st
Colon cancer stage II,Colon cancer stage II,Colon cancer stage I,Unmatched,1st
Colon cancer stage III,Colon cancer stage III,Colon cancer stage II,Unmatched,1st
Colon cancer stage IV,Colon cancer stage IV,Colon cancer stage I,Unmatched,1st
Colorectal cancer stage II,Colorectal cancer stage II,Colorectal cancer stage I,Unmatched,1st
Colorectal cancer stage III,Colorectal cancer stage III,Colorectal cancer stage II,Unmatched,1st
Colorectal cancer stage IV,Colorectal cancer stage IV,Colorectal cancer stage I,Unmatched,1st
Cutaneous T-cell lymphoma stage II,Cutaneous T-cell lymphoma stage II,Cutaneous T-cell lymphoma stage I,Unmatched,1st
Cutaneous T-cell lymphoma stage III,Cutaneous T-cell lymphoma stage III,Cutaneous T-cell lymphoma stage II,Unmatched,1st
Cutaneous T-cell lymphoma stage IV,Cutaneous T-cell lymphoma stage IV,Cutaneous T-cell lymphoma stage I,Unmatched,1st
Diffuse large B-cell lymphoma stage II,Diffuse large B-cell lymphoma stage II,Diffuse large B-cell lymphoma stage I,Unmatched,1st
Diffuse large B-cell lymphoma stage III,Diffuse large B-cell lymphoma stage III,Diffuse large B-cell lymphoma stage II,Unmatched,1st
Diffuse large B-cell lymphoma stage IV,Diffuse large B-cell lymphoma stage IV,Diffuse large B-cell lymphoma stage I,Unmatched,1st
Endometrial cancer stage I,Endometrial cancer stage I,Endometrial cancer stage 0,Unmatched,1st
Endometrial cancer stage II,Endometrial cancer stage II,Endometrial cancer stage I,Unmatched,1st
Endometrial cancer stage III,Endometrial cancer stage III,Endometrial cancer stage II,Unmatched,1st
Endometrial cancer stage IV,Endometrial cancer stage IV,Endometrial cancer stage I,Unmatched,1st
Enophthalmos,Enophthalmos,Anophthalmos,Unmatched,1st
Extragonadal primary germ cell tumour mixed stage II,Extragonadal primary germ cell tumour mixed stage II,Extragonadal primary germ cell tumour mixed stage I,Unmatched,1st
Extragonadal primary germ cell tumour mixed stage III,Extragonadal primary germ cell tumour mixed stage III,Extragonadal primary germ cell tumour mixed stage II,Unmatched,1st
Extragonadal primary non-seminoma stage II,Extragonadal primary non-seminoma stage II,Extragonadal primary non-seminoma stage I,Unmatched,1st
Extragonadal primary non-seminoma stage III,Extragonadal primary non-seminoma stage III,Extragonadal primary non-seminoma stage II,Unmatched,1st
Extragonadal primary non-seminoma stage IV,Extragonadal primary non-seminoma stage IV,Extragonadal primary non-seminoma stage I,Unmatched,1st
Extragonadal primary seminoma (pure) stage II,Extragonadal primary seminoma (pure) stage II,Extragonadal primary seminoma (pure) stage I,Unmatched,1st
Extragonadal primary seminoma (pure) stage III,Extragonadal primary seminoma (pure) stage III,Extragonadal primary seminoma (pure) stage II,Unmatched,1st
Extragonadal primary seminoma (pure) stage IV,Extragonadal primary seminoma (pure) stage IV,Extragonadal primary seminoma (pure) stage I,Unmatched,1st
Extranodal marginal zone B-cell lymphoma (MALT type) stage II,Extranodal marginal zone B-cell lymphoma (MALT type) stage II,Extranodal marginal zone B-cell lymphoma (MALT type) stage I,Unmatched,1st
Extranodal marginal zone B-cell lymphoma (MALT type) stage III,Extranodal marginal zone B-cell lymphoma (MALT type) stage III,Extranodal marginal zone B-cell lymphoma (MALT type) stage II,Unmatched,1st
Extranodal marginal zone B-cell lymphoma (MALT type) stage IV,Extranodal marginal zone B-cell lymphoma (MALT type) stage IV,Extranodal marginal zone B-cell lymphoma (MALT type) stage I,Unmatched,1st
Factor II deficiency,Factor II deficiency,Factor I deficiency,Unmatched,1st
Factor IX deficiency,Factor IX deficiency,Factor I deficiency,Unmatched,1st
Factor VII deficiency,Factor VII deficiency,Factor II deficiency,Unmatched,1st
Factor VIII deficiency,Factor VIII deficiency,Factor VII deficiency,Unmatched,1st
Factor XI deficiency,Factor XI deficiency,Factor I deficiency,Unmatched,1st
Factor XIII deficiency,Factor XIII deficiency,Factor VIII deficiency,Unmatched,1st
Fallopian tube cancer stage II,Fallopian tube cancer stage II,Fallopian tube cancer stage I,Unmatched,1st
Fallopian tube cancer stage III,Fallopian tube cancer stage III,Fallopian tube cancer stage II,Unmatched,1st
Fallopian tube cancer stage IV,Fallopian tube cancer stage IV,Fallopian tube cancer stage I,Unmatched,1st
Follicle centre lymphoma diffuse small cell lymphoma stage II,Follicle centre lymphoma diffuse small cell lymphoma stage II,Follicle centre lymphoma diffuse small cell lymphoma stage I,Unmatched,1st
Follicle centre lymphoma diffuse small cell lymphoma stage III,Follicle centre lymphoma diffuse small cell lymphoma stage III,Follicle centre lymphoma diffuse small cell lymphoma stage II,Unmatched,1st
Follicle centre lymphoma diffuse small cell lymphoma stage IV,Follicle centre lymphoma diffuse small cell lymphoma stage IV,Follicle centre lymphoma diffuse small cell lymphoma stage I,Unmatched,1st
"Follicle centre lymphoma, follicular grade I, II, III stage II","Follicle centre lymphoma, follicular grade I, II, III stage II","Follicle centre lymphoma, follicular grade I, II, III stage I",Unmatched,1st
"Follicle centre lymphoma, follicular grade I, II, III stage III","Follicle centre lymphoma, follicular grade I, II, III stage III","Follicle centre lymphoma, follicular grade I, II, III stage II",Unmatched,1st
"Follicle centre lymphoma, follicular grade I, II, III stage IV","Follicle centre lymphoma, follicular grade I, II, III stage IV","Follicle centre lymphoma, follicular grade I, II, III stage I",Unmatched,1st
Gastric cancer stage I,Gastric cancer stage I,Gastric cancer stage 0,Unmatched,1st
Gastric cancer stage II,Gastric cancer stage II,Gastric cancer stage I,Unmatched,1st
Gastric cancer stage III,Gastric cancer stage III,Gastric cancer stage II,Unmatched,1st
Glycogen storage disease type I,Glycogen storage disease type I,Glycogen storage disease type V,Unmatched,1st
Hepatitis B,Hepatitis B,Hepatitis A,Unmatched,1st
Hepatitis B antibody,Hepatitis B antibody,Hepatitis A antibody,Unmatched,1st
Hepatitis B antibody abnormal,Hepatitis B antibody abnormal,Hepatitis A antibody abnormal,Unmatched,1st
Hepatitis B antibody negative,Hepatitis B antibody negative,Hepatitis A antibody negative,Unmatched,1st
Hepatitis B antibody normal,Hepatitis B antibody normal,Hepatitis A antibody normal,Unmatched,1st
Hepatitis B antibody positive,Hepatitis B antibody positive,Hepatitis A antibody positive,Unmatched,1st
Hepatitis C,Hepatitis C,Hepatitis A,Unmatched,1st
Hepatitis C antibody,Hepatitis C antibody,Hepatitis A antibody,Unmatched,1st
Hepatitis C antibody negative,Hepatitis C antibody negative,Hepatitis A antibody negative,Unmatched,1st
Hepatitis C antibody positive,Hepatitis C antibody positive,Hepatitis A antibody positive,Unmatched,1st
Hepatitis D,Hepatitis D,Hepatitis A,Unmatched,1st
Hepatitis E,Hepatitis E,Hepatitis A,Unmatched,1st
Hepatitis F,Hepatitis F,Hepatitis A,Unmatched,1st
Hepatitis G,Hepatitis G,Hepatitis A,Unmatched,1st
Hepatitis H,Hepatitis H,Hepatitis A,Unmatched,1st
High grade B-cell lymphoma Burkitt-like lymphoma stage II,High grade B-cell lymphoma Burkitt-like lymphoma stage II,High grade B-cell lymphoma Burkitt-like lymphoma stage I,Unmatched,1st
High grade B-cell lymphoma Burkitt-like lymphoma stage III,High grade B-cell lymphoma Burkitt-like lymphoma stage III,High grade B-cell lymphoma Burkitt-like lymphoma stage II,Unmatched,1st
High grade B-cell lymphoma Burkitt-like lymphoma stage IV,High grade B-cell lymphoma Burkitt-like lymphoma stage IV,High grade B-cell lymphoma Burkitt-like lymphoma stage I,Unmatched,1st
HIV infection CDC Group II,HIV infection CDC Group II,HIV infection CDC Group I,Unmatched,1st
HIV infection CDC Group III,HIV infection CDC Group III,HIV infection CDC Group II,Unmatched,1st
HIV infection CDC Group IV subgroup B,HIV infection CDC Group IV subgroup B,HIV infection CDC Group IV subgroup A,Unmatched,1st
HIV infection CDC Group IV subgroup C2,HIV infection CDC Group IV subgroup C2,HIV infection CDC Group IV subgroup C1,Unmatched,1st
HIV infection CDC Group IV subgroup D,HIV infection CDC Group IV subgroup D,HIV infection CDC Group IV subgroup A,Unmatched,1st
HIV infection CDC Group IV subgroup E,HIV infection CDC Group IV subgroup E,HIV infection CDC Group IV subgroup A,Unmatched,1st
Hodgkin's disease lymphocyte depletion stage II site unspecified,Hodgkin's disease lymphocyte depletion stage II site unspecified,Hodgkin's disease lymphocyte depletion stage I site unspecified,Unmatched,1st
Hodgkin's disease lymphocyte depletion stage II subdiaphragm,Hodgkin's disease lymphocyte depletion stage II subdiaphragm,Hodgkin's disease lymphocyte depletion stage I subdiaphragm,Unmatched,1st
Hodgkin's disease lymphocyte depletion stage II supradiaphragm,Hodgkin's disease lymphocyte depletion stage II supradiaphragm,Hodgkin's disease lymphocyte depletion stage I supradiaphragm,Unmatched,1st
Hodgkin's disease lymphocyte predominance stage II site unspec,Hodgkin's disease lymphocyte predominance stage II site unspec,Hodgkin's disease lymphocyte predominance stage I site unspec,Unmatched,1st
Hodgkin's disease lymphocyte predominance stage II subdiaphragm,Hodgkin's disease lymphocyte predominance stage II subdiaphragm,Hodgkin's disease lymphocyte predominance stage I subdiaphragm,Unmatched,1st
Hodgkin's disease lymphocyte predominance stage II supradiaphragm,Hodgkin's disease lymphocyte predominance stage II supradiaphragm,Hodgkin's disease lymphocyte predominance stage I supradiaphragm,Unmatched,1st
Hodgkin's disease mixed cellularity stage II subdiaphragmatic,Hodgkin's disease mixed cellularity stage II subdiaphragmatic,Hodgkin's disease mixed cellularity stage I subdiaphragmatic,Unmatched,1st
Hodgkin's disease mixed cellularity stage II supradiaphragmatic,Hodgkin's disease mixed cellularity stage II supradiaphragmatic,Hodgkin's disease mixed cellularity stage I supradiaphragmatic,Unmatched,1st
Hodgkin's disease stage II,Hodgkin's disease stage II,Hodgkin's disease stage I,Unmatched,1st
Hodgkin's disease stage III,Hodgkin's disease stage III,Hodgkin's disease stage II,Unmatched,1st
Hypervitaminosis D,Hypervitaminosis D,Hypervitaminosis A,Unmatched,1st
Hypopharyngeal cancer stage I,Hypopharyngeal cancer stage I,Hypopharyngeal cancer stage 0,Unmatched,1st
Hypopharyngeal cancer stage II,Hypopharyngeal cancer stage II,Hypopharyngeal cancer stage I,Unmatched,1st
Hypopharyngeal cancer stage III,Hypopharyngeal cancer stage III,Hypopharyngeal cancer stage II,Unmatched,1st
Hypopharyngeal cancer stage IV,Hypopharyngeal cancer stage IV,Hypopharyngeal cancer stage I,Unmatched,1st
Intestinal T-cell lymphoma stage II,Intestinal T-cell lymphoma stage II,Intestinal T-cell lymphoma stage I,Unmatched,1st
Intestinal T-cell lymphoma stage III,Intestinal T-cell lymphoma stage III,Intestinal T-cell lymphoma stage II,Unmatched,1st
Intestinal T-cell lymphoma stage IV,Intestinal T-cell lymphoma stage IV,Intestinal T-cell lymphoma stage I,Unmatched,1st
Large cell lung cancer stage I,Large cell lung cancer stage I,Large cell lung cancer stage 0,Unmatched,1st
Large cell lung cancer stage II,Large cell lung cancer stage II,Large cell lung cancer stage I,Unmatched,1st
Large cell lung cancer stage III,Large cell lung cancer stage III,Large cell lung cancer stage II,Unmatched,1st
Large cell lung cancer stage IV,Large cell lung cancer stage IV,Large cell lung cancer stage I,Unmatched,1st
Laryngeal cancer stage I,Laryngeal cancer stage I,Laryngeal cancer stage 0,Unmatched,1st
Laryngeal cancer stage II,Laryngeal cancer stage II,Laryngeal cancer stage I,Unmatched,1st
Laryngeal cancer stage III,Laryngeal cancer stage III,Laryngeal cancer stage II,Unmatched,1st
Laryngeal cancer stage IV,Laryngeal cancer stage IV,Laryngeal cancer stage I,Unmatched,1st
Lentigo maligna stage II,Lentigo maligna stage II,Lentigo maligna stage I,Unmatched,1st
Lentigo maligna stage III,Lentigo maligna stage III,Lentigo maligna stage II,Unmatched,1st
Lentigo maligna stage IV,Lentigo maligna stage IV,Lentigo maligna stage I,Unmatched,1st
Lip and/or oral cavity cancer stage I,Lip and/or oral cavity cancer stage I,Lip and/or oral cavity cancer stage 0,Unmatched,1st
Lip and/or oral cavity cancer stage II,Lip and/or oral cavity cancer stage II,Lip and/or oral cavity cancer stage I,Unmatched,1st
Lip and/or oral cavity cancer stage III,Lip and/or oral cavity cancer stage III,Lip and/or oral cavity cancer stage II,Unmatched,1st
Lip and/or oral cavity cancer stage IV,Lip and/or oral cavity cancer stage IV,Lip and/or oral cavity cancer stage I,Unmatched,1st
Lung adenocarcinoma stage I,Lung adenocarcinoma stage I,Lung adenocarcinoma stage 0,Unmatched,1st
Lung adenocarcinoma stage II,Lung adenocarcinoma stage II,Lung adenocarcinoma stage I,Unmatched,1st
Lung adenocarcinoma stage III,Lung adenocarcinoma stage III,Lung adenocarcinoma stage II,Unmatched,1st
Lung adenocarcinoma stage IV,Lung adenocarcinoma stage IV,Lung adenocarcinoma stage I,Unmatched,1st
Lung carcinoma cell type unspecified stage I,Lung carcinoma cell type unspecified stage I,Lung carcinoma cell type unspecified stage 0,Unmatched,1st
Lung carcinoma cell type unspecified stage II,Lung carcinoma cell type unspecified stage II,Lung carcinoma cell type unspecified stage I,Unmatched,1st
Lung carcinoma cell type unspecified stage III,Lung carcinoma cell type unspecified stage III,Lung carcinoma cell type unspecified stage II,Unmatched,1st
Lung carcinoma cell type unspecified stage IV,Lung carcinoma cell type unspecified stage IV,Lung carcinoma cell type unspecified stage I,Unmatched,1st
Lung squamous cell carcinoma stage I,Lung squamous cell carcinoma stage I,Lung squamous cell carcinoma stage 0,Unmatched,1st
Lung squamous cell carcinoma stage II,Lung squamous cell carcinoma stage II,Lung squamous cell carcinoma stage I,Unmatched,1st
Lung squamous cell carcinoma stage III,Lung squamous cell carcinoma stage III,Lung squamous cell carcinoma stage II,Unmatched,1st
Lung squamous cell carcinoma stage IV,Lung squamous cell carcinoma stage IV,Lung squamous cell carcinoma stage I,Unmatched,1st
Lymphoplasmacytoid lymphoma/immunocytoma stage II,Lymphoplasmacytoid lymphoma/immunocytoma stage II,Lymphoplasmacytoid lymphoma/immunocytoma stage I,Unmatched,1st
Lymphoplasmacytoid lymphoma/immunocytoma stage III,Lymphoplasmacytoid lymphoma/immunocytoma stage III,Lymphoplasmacytoid lymphoma/immunocytoma stage II,Unmatched,1st
Lymphoplasmacytoid lymphoma/immunocytoma stage IV,Lymphoplasmacytoid lymphoma/immunocytoma stage IV,Lymphoplasmacytoid lymphoma/immunocytoma stage I,Unmatched,1st
Malignant melanoma stage II,Malignant melanoma stage II,Malignant melanoma stage I,Unmatched,1st
Malignant melanoma stage III,Malignant melanoma stage III,Malignant melanoma stage II,Unmatched,1st
Malignant melanoma stage IV,Malignant melanoma stage IV,Malignant melanoma stage I,Unmatched,1st
Mantle cell lymphoma stage II,Mantle cell lymphoma stage II,Mantle cell lymphoma stage I,Unmatched,1st
Mantle cell lymphoma stage III,Mantle cell lymphoma stage III,Mantle cell lymphoma stage II,Unmatched,1st
Mantle cell lymphoma stage IV,Mantle cell lymphoma stage IV,Mantle cell lymphoma stage I,Unmatched,1st
Nasopharyngeal cancer stage I,Nasopharyngeal cancer stage I,Nasopharyngeal cancer stage 0,Unmatched,1st
Nasopharyngeal cancer stage II,Nasopharyngeal cancer stage II,Nasopharyngeal cancer stage I,Unmatched,1st
Nasopharyngeal cancer stage III,Nasopharyngeal cancer stage III,Nasopharyngeal cancer stage II,Unmatched,1st
Nasopharyngeal cancer stage IV,Nasopharyngeal cancer stage IV,Nasopharyngeal cancer stage I,Unmatched,1st
Nodal marginal zone B-cell lymphoma stage II,Nodal marginal zone B-cell lymphoma stage II,Nodal marginal zone B-cell lymphoma stage I,Unmatched,1st
Nodal marginal zone B-cell lymphoma stage III,Nodal marginal zone B-cell lymphoma stage III,Nodal marginal zone B-cell lymphoma stage II,Unmatched,1st
Nodal marginal zone B-cell lymphoma stage IV,Nodal marginal zone B-cell lymphoma stage IV,Nodal marginal zone B-cell lymphoma stage I,Unmatched,1st
