MRA_term,Modified_term,SearcherReturned_term,State,Rank
Cervix carcinoma stage IV,Cervix carcinoma stage IV,Cervix carcinoma stage II,Unmatched,2nd
Chronic lymphocytic leukaemia stage 2,Chronic lymphocytic leukaemia stage 2,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 3,Chronic lymphocytic leukaemia stage 3,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Chronic lymphocytic leukaemia stage 4,Chronic lymphocytic leukaemia stage 4,Chronic lymphocytic leukaemia stage 1,Unmatched,2nd
Coagulation factor X level,Coagulation factor X level,Coagulation factor V level,Unmatched,2nd
Coagulation factor X level decreased,Coagulation factor X level decreased,Coagulation factor V level decreased,Unmatched,2nd
Coagulation factor X level increased,Coagulation factor X level increased,Coagulation factor V level increased,Unmatched,2nd
Coagulation factor XI level,Coagulation factor XI level,Coagulation factor X level,Unmatched,2nd
Coagulation factor XI level decreased,Coagulation factor XI level decreased,Coagulation factor X level decreased,Unmatched,2nd
Coagulation factor XI level increased,Coagulation factor XI level increased,Coagulation factor X level increased,Unmatched,2nd
Coagulation factor XII level,Coagulation factor XII level,Coagulation factor XI level,Unmatched,2nd
Coagulation factor XII level decreased,Coagulation factor XII level decreased,Coagulation factor XI level decreased,Unmatched,2nd
Coagulation factor XII level increased,Coagulation factor XII level increased,Coagulation factor XI level increased,Unmatched,2nd
Coagulation factor XIII level,Coagulation factor XIII level,Coagulation factor XII level,Unmatched,2nd
Coagulation factor XIII level decreased,Coagulation factor XIII level decreased,Coagulation factor XII level decreased,Unmatched,2nd
Coagulation factor XIII level increased,Coagulation factor XIII level increased,Coagulation factor XII level increased,Unmatched,2nd
Colon cancer stage IV,Colon cancer stage IV,Colon cancer stage II,Unmatched,2nd
Colorectal cancer stage IV,Colorectal cancer stage IV,Colorectal cancer stage II,Unmatched,2nd
Cutaneous T-cell lymphoma stage IV,Cutaneous T-cell lymphoma stage IV,Cutaneous T-cell lymphoma stage II,Unmatched,2nd
Diffuse large B-cell lymphoma stage IV,Diffuse large B-cell lymphoma stage IV,Diffuse large B-cell lymphoma stage II,Unmatched,2nd
Endometrial cancer stage IV,Endometrial cancer stage IV,Endometrial cancer stage II,Unmatched,2nd
Extragonadal primary non-seminoma stage IV,Extragonadal primary non-seminoma stage IV,Extragonadal primary non-seminoma stage II,Unmatched,2nd
Extragonadal primary seminoma (pure) stage IV,Extragonadal primary seminoma (pure) stage IV,Extragonadal primary seminoma (pure) stage II,Unmatched,2nd
Extranodal marginal zone B-cell lymphoma (MALT type) stage IV,Extranodal marginal zone B-cell lymphoma (MALT type) stage IV,Extranodal marginal zone B-cell lymphoma (MALT type) stage II,Unmatched,2nd
Factor IX deficiency,Factor IX deficiency,Factor II deficiency,Unmatched,2nd
Factor XI deficiency,Factor XI deficiency,Factor II deficiency,Unmatched,2nd
Fallopian tube cancer stage IV,Fallopian tube cancer stage IV,Fallopian tube cancer stage II,Unmatched,2nd
Follicle centre lymphoma diffuse small cell lymphoma stage IV,Follicle centre lymphoma diffuse small cell lymphoma stage IV,Follicle centre lymphoma diffuse small cell lymphoma stage II,Unmatched,2nd
"Follicle centre lymphoma, follicular grade I, II, III stage IV","Follicle centre lymphoma, follicular grade I, II, III stage IV","Follicle centre lymphoma, follicular grade I, II, III stage II",Unmatched,2nd
Hepatitis C,Hepatitis C,Hepatitis B,Unmatched,2nd
Hepatitis C antibody,Hepatitis C antibody,Hepatitis B antibody,Unmatched,2nd
Hepatitis C antibody negative,Hepatitis C antibody negative,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis C antibody positive,Hepatitis C antibody positive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis D,Hepatitis D,Hepatitis B,Unmatched,2nd
Hepatitis E,Hepatitis E,Hepatitis B,Unmatched,2nd
Hepatitis F,Hepatitis F,Hepatitis B,Unmatched,2nd
Hepatitis G,Hepatitis G,Hepatitis B,Unmatched,2nd
Hepatitis H,Hepatitis H,Hepatitis B,Unmatched,2nd
High grade B-cell lymphoma Burkitt-like lymphoma stage IV,High grade B-cell lymphoma Burkitt-like lymphoma stage IV,High grade B-cell lymphoma Burkitt-like lymphoma stage II,Unmatched,2nd
HIV infection CDC Group IV subgroup D,HIV infection CDC Group IV subgroup D,HIV infection CDC Group IV subgroup B,Unmatched,2nd
HIV infection CDC Group IV subgroup E,HIV infection CDC Group IV subgroup E,HIV infection CDC Group IV subgroup B,Unmatched,2nd
Hypopharyngeal cancer stage IV,Hypopharyngeal cancer stage IV,Hypopharyngeal cancer stage II,Unmatched,2nd
Intestinal T-cell lymphoma stage IV,Intestinal T-cell lymphoma stage IV,Intestinal T-cell lymphoma stage II,Unmatched,2nd
Large cell lung cancer stage IV,Large cell lung cancer stage IV,Large cell lung cancer stage II,Unmatched,2nd
Laryngeal cancer stage IV,Laryngeal cancer stage IV,Laryngeal cancer stage II,Unmatched,2nd
Lentigo maligna stage IV,Lentigo maligna stage IV,Lentigo maligna stage II,Unmatched,2nd
Lip and/or oral cavity cancer stage IV,Lip and/or oral cavity cancer stage IV,Lip and/or oral cavity cancer stage II,Unmatched,2nd
Lung adenocarcinoma stage IV,Lung adenocarcinoma stage IV,Lung adenocarcinoma stage II,Unmatched,2nd
Lung carcinoma cell type unspecified stage IV,Lung carcinoma cell type unspecified stage IV,Lung carcinoma cell type unspecified stage II,Unmatched,2nd
Lung squamous cell carcinoma stage IV,Lung squamous cell carcinoma stage IV,Lung squamous cell carcinoma stage II,Unmatched,2nd
Lymphoplasmacytoid lymphoma/immunocytoma stage IV,Lymphoplasmacytoid lymphoma/immunocytoma stage IV,Lymphoplasmacytoid lymphoma/immunocytoma stage II,Unmatched,2nd
Malignant melanoma stage IV,Malignant melanoma stage IV,Malignant melanoma stage II,Unmatched,2nd
Mantle cell lymphoma stage IV,Mantle cell lymphoma stage IV,Mantle cell lymphoma stage II,Unmatched,2nd
Nasopharyngeal cancer stage IV,Nasopharyngeal cancer stage IV,Nasopharyngeal cancer stage II,Unmatched,2nd
Nodal marginal zone B-cell lymphoma stage IV,Nodal marginal zone B-cell lymphoma stage IV,Nodal marginal zone B-cell lymphoma stage II,Unmatched,2nd
Non-small cell lung cancer stage IIIB,Non-small cell lung cancer stage IIIB,Non-small cell lung cancer stage IIIA,Unmatched,2nd
Non-small cell lung cancer stage IV,Non-small cell lung cancer stage IV,Non-small cell lung cancer stage II,Unmatched,2nd
Non-Hodgkin's lymphoma stage IV,Non-Hodgkin's lymphoma stage IV,Non-Hodgkin's lymphoma stage II,Unmatched,2nd
Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Unmatched,2nd
Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Non-Hodgkin's lymphoma unspecified histology indolent stage II,Unmatched,2nd
Oesophageal adenocarcinoma stage IV,Oesophageal adenocarcinoma stage IV,Oesophageal adenocarcinoma stage II,Unmatched,2nd
Oesophageal squamous cell carcinoma stage IV,Oesophageal squamous cell carcinoma stage IV,Oesophageal squamous cell carcinoma stage II,Unmatched,2nd
Ovarian dysgerminoma stage IV,Ovarian dysgerminoma stage IV,Ovarian dysgerminoma stage II,Unmatched,2nd
Ovarian epithelial cancer stage IV,Ovarian epithelial cancer stage IV,Ovarian epithelial cancer stage II,Unmatched,2nd
Ovarian germ cell choriocarcinoma stage IV,Ovarian germ cell choriocarcinoma stage IV,Ovarian germ cell choriocarcinoma stage II,Unmatched,2nd
Ovarian germ cell embryonal carcinoma stage IV,Ovarian germ cell embryonal carcinoma stage IV,Ovarian germ cell embryonal carcinoma stage II,Unmatched,2nd
Ovarian germ cell endodermal sinus tumour stage IV,Ovarian germ cell endodermal sinus tumour stage IV,Ovarian germ cell endodermal sinus tumour stage II,Unmatched,2nd
Ovarian germ cell polyembryoma stage IV,Ovarian germ cell polyembryoma stage IV,Ovarian germ cell polyembryoma stage II,Unmatched,2nd
Ovarian germ cell teratoma stage IV,Ovarian germ cell teratoma stage IV,Ovarian germ cell teratoma stage II,Unmatched,2nd
Paranasal sinus and nasal cavity malignant neoplasm stage IV,Paranasal sinus and nasal cavity malignant neoplasm stage IV,Paranasal sinus and nasal cavity malignant neoplasm stage II,Unmatched,2nd
Penis carcinoma stage IV,Penis carcinoma stage IV,Penis carcinoma stage II,Unmatched,2nd
Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage IV,Peripheral T-cell lymphoma unspecified stage II,Unmatched,2nd
Pharyngeal cancer stage IV,Pharyngeal cancer stage IV,Pharyngeal cancer stage II,Unmatched,2nd
Precursor B-lymphoblastic lymphoma stage IV,Precursor B-lymphoblastic lymphoma stage IV,Precursor B-lymphoblastic lymphoma stage II,Unmatched,2nd
Precursor T-lymphoblastic lymphoma/leukaemia stage IV,Precursor T-lymphoblastic lymphoma/leukaemia stage IV,Precursor T-lymphoblastic lymphoma/leukaemia stage II,Unmatched,2nd
Primary mediastinal large B-cell lymphoma stage IV,Primary mediastinal large B-cell lymphoma stage IV,Primary mediastinal large B-cell lymphoma stage II,Unmatched,2nd
Prostate cancer stage IV,Prostate cancer stage IV,Prostate cancer stage II,Unmatched,2nd
Rectal cancer stage IV,Rectal cancer stage IV,Rectal cancer stage II,Unmatched,2nd
Rectosigmoid cancer stage IV,Rectosigmoid cancer stage IV,Rectosigmoid cancer stage II,Unmatched,2nd
Renal cancer stage IV,Renal cancer stage IV,Renal cancer stage II,Unmatched,2nd
Renal cell carcinoma stage IV,Renal cell carcinoma stage IV,Renal cell carcinoma stage II,Unmatched,2nd
Salivary gland cancer stage IV,Salivary gland cancer stage IV,Salivary gland cancer stage II,Unmatched,2nd
Splenic marginal zone lymphoma stage IV,Splenic marginal zone lymphoma stage IV,Splenic marginal zone lymphoma stage II,Unmatched,2nd
Superficial spreading melanoma stage IV,Superficial spreading melanoma stage IV,Superficial spreading melanoma stage II,Unmatched,2nd
T-cell lymphoma stage I,T-cell lymphoma stage I,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage II,T-cell lymphoma stage II,B-cell lymphoma stage II,Unmatched,2nd
T-cell lymphoma stage III,T-cell lymphoma stage III,B-cell lymphoma stage III,Unmatched,2nd
T-cell lymphoma stage IV,T-cell lymphoma stage IV,B-cell lymphoma stage II,Unmatched,2nd
Type IIb hyperlipidaemia,Type IIb hyperlipidaemia,Type IIa hyperlipidaemia,Unmatched,2nd
Vitamin B2 deficiency,Vitamin B2 deficiency,Vitamin B12 deficiency,Unmatched,2nd
Vitamin B6 deficiency,Vitamin B6 deficiency,Vitamin B2 deficiency,Unmatched,2nd
Vitamin D deficiency,Vitamin D deficiency,Vitamin C deficiency,Unmatched,2nd
Vitamin E deficiency,Vitamin E deficiency,Vitamin C deficiency,Unmatched,2nd
Vitamin K deficiency,Vitamin K deficiency,Vitamin C deficiency,Unmatched,2nd
VIth nerve injury,VIth nerve injury,VIIth nerve injury,Unmatched,2nd
Vth nerve injury,Vth nerve injury,VIth nerve injury,Unmatched,2nd
Vulval cancer stage IV,Vulval cancer stage IV,Vulval cancer stage II,Unmatched,2nd
Waldenstrom's macroglobulinaemia stage IV,Waldenstrom's macroglobulinaemia stage IV,Waldenstrom's macroglobulinaemia stage II,Unmatched,2nd
XIth nerve injury,XIth nerve injury,XIIth nerve injury,Unmatched,2nd
Electrocardiogram P wave normal,Electrocardiogram P wave normal,Electrocardiogram T wave normal,Unmatched,2nd
Vitamin D,Vitamin D,Vitamin A,Unmatched,2nd
Electrocardiogram Q wave abnormal,Electrocardiogram Q wave abnormal,Electrocardiogram P wave abnormal,Unmatched,2nd
Complement factor C1 decreased,Complement factor C1 decreased,Complement factor C4 decreased,Unmatched,2nd
Complement factor C1 increased,Complement factor C1 increased,Complement factor C4 increased,Unmatched,2nd
Complement factor C2 decreased,Complement factor C2 decreased,Complement factor C4 decreased,Unmatched,2nd
Complement factor C2,Complement factor C2,Complement factor C4,Unmatched,2nd
Complement factor C2 increased,Complement factor C2 increased,Complement factor C4 increased,Unmatched,2nd
Factor XII deficiency,Factor XII deficiency,Factor VII deficiency,Unmatched,2nd
Factor III deficiency,Factor III deficiency,Factor VII deficiency,Unmatched,2nd
Factor X deficiency,Factor X deficiency,Factor IX deficiency,Unmatched,2nd
Glycogen storage disease type VI,Glycogen storage disease type VI,Glycogen storage disease type I,Unmatched,2nd
Glycogen storage disease type VII,Glycogen storage disease type VII,Glycogen storage disease type VI,Unmatched,2nd
Glycogen storage disease type IV,Glycogen storage disease type IV,Glycogen storage disease type I,Unmatched,2nd
Glycogen storage disease type III,Glycogen storage disease type III,Glycogen storage disease type VII,Unmatched,2nd
Trisomy 18,Trisomy 18,Trisomy 13,Unmatched,2nd
Trisomy 17,Trisomy 17,Trisomy 13,Unmatched,2nd
Haemoglobin D disease,Haemoglobin D disease,Haemoglobin E disease,Unmatched,2nd
Mucopolysaccharidosis II,Mucopolysaccharidosis II,Mucopolysaccharidosis I,Unmatched,2nd
Mucopolysaccharidosis V,Mucopolysaccharidosis V,Mucopolysaccharidosis I,Unmatched,2nd
Mucopolysaccharidosis VI,Mucopolysaccharidosis VI,Mucopolysaccharidosis I,Unmatched,2nd
Mucopolysaccharidosis VII,Mucopolysaccharidosis VII,Mucopolysaccharidosis III,Unmatched,2nd
Hepatitis E antibody positive,Hepatitis E antibody positive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis E antibody,Hepatitis E antibody,Hepatitis B antibody,Unmatched,2nd
Hepatitis E antibody negative,Hepatitis E antibody negative,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis E antibody abnormal,Hepatitis E antibody abnormal,Hepatitis B antibody abnormal,Unmatched,2nd
Hepatitis E antibody normal,Hepatitis E antibody normal,Hepatitis B antibody normal,Unmatched,2nd
Tongue carcinoma stage IV,Tongue carcinoma stage IV,Tongue carcinoma stage II,Unmatched,2nd
Vitamin B1 increased,Vitamin B1 increased,Vitamin B6 increased,Unmatched,2nd
Vitamin B1 decreased,Vitamin B1 decreased,Vitamin B6 decreased,Unmatched,2nd
Vitamin B2 increased,Vitamin B2 increased,Vitamin B6 increased,Unmatched,2nd
Vitamin B2 decreased,Vitamin B2 decreased,Vitamin B6 decreased,Unmatched,2nd
Vitamin K increased,Vitamin K increased,Vitamin E increased,Unmatched,2nd
Vitamin K decreased,Vitamin K decreased,Vitamin E decreased,Unmatched,2nd
Anti factor XI antibody positive,Anti factor XI antibody positive,Anti factor IX antibody positive,Unmatched,2nd
Anti factor XII antibody positive,Anti factor XII antibody positive,Anti factor XI antibody positive,Unmatched,2nd
Vitamin E,Vitamin E,Vitamin A,Unmatched,2nd
Vitamin B1,Vitamin B1,Vitamin B6,Unmatched,2nd
Vitamin B2,Vitamin B2,Vitamin B6,Unmatched,2nd
Vitamin K,Vitamin K,Vitamin A,Unmatched,2nd
Gallbladder cancer stage I,Gallbladder cancer stage I,Gallbladder cancer stage IV,Unmatched,2nd
Hepatic cancer stage IV,Hepatic cancer stage IV,Hepatic cancer stage II,Unmatched,2nd
Pancreatic carcinoma stage IV,Pancreatic carcinoma stage IV,Pancreatic carcinoma stage II,Unmatched,2nd
Small intestine carcinoma stage IV,Small intestine carcinoma stage IV,Small intestine carcinoma stage II,Unmatched,2nd
Bile duct cancer stage IV,Bile duct cancer stage IV,Bile duct cancer stage II,Unmatched,2nd
Hepatitis D antibody positive,Hepatitis D antibody positive,Hepatitis B antibody positive,Unmatched,2nd
Hepatitis D antibody,Hepatitis D antibody,Hepatitis B antibody,Unmatched,2nd
Hepatitis D antibody negative,Hepatitis D antibody negative,Hepatitis B antibody negative,Unmatched,2nd
Hepatitis E antigen positive,Hepatitis E antigen positive,Hepatitis A antigen positive,Unmatched,2nd
Type III hyperlipidaemia,Type III hyperlipidaemia,Type IIa hyperlipidaemia,Unmatched,2nd
Type IV hyperlipidaemia,Type IV hyperlipidaemia,Type I hyperlipidaemia,Unmatched,2nd
Type V hyperlipidaemia,Type V hyperlipidaemia,Type IV hyperlipidaemia,Unmatched,2nd
HIV infection CDC group IV,HIV infection CDC group IV,HIV infection CDC Group II,Unmatched,2nd
Hodgkin's disease stage IV,Hodgkin's disease stage IV,Hodgkin's disease stage II,Unmatched,2nd
Coagulation factor X level abnormal,Coagulation factor X level abnormal,Coagulation factor V level abnormal,Unmatched,2nd
Coagulation factor XI level abnormal,Coagulation factor XI level abnormal,Coagulation factor X level abnormal,Unmatched,2nd
Coagulation factor XII level abnormal,Coagulation factor XII level abnormal,Coagulation factor XI level abnormal,Unmatched,2nd
Coagulation factor XIII level abnormal,Coagulation factor XIII level abnormal,Coagulation factor XII level abnormal,Unmatched,2nd
Ovarian germ cell cancer stage IV,Ovarian germ cell cancer stage IV,Ovarian germ cell cancer stage II,Unmatched,2nd
Gastric cancer stage IV,Gastric cancer stage IV,Gastric cancer stage II,Unmatched,2nd
Vitamin D increased,Vitamin D increased,Vitamin E increased,Unmatched,2nd
Vitamin A decreased,Vitamin A decreased,Vitamin E decreased,Unmatched,2nd
Vitamin A increased,Vitamin A increased,Vitamin E increased,Unmatched,2nd
Vitamin D abnormal,Vitamin D abnormal,Vitamin A abnormal,Unmatched,2nd
Vitamin D decreased,Vitamin D decreased,Vitamin E decreased,Unmatched,2nd
Trisomy 15,Trisomy 15,Trisomy 13,Unmatched,2nd
Trisomy 12,Trisomy 12,Trisomy 13,Unmatched,2nd
Coagulation factor X level normal,Coagulation factor X level normal,Coagulation factor V level normal,Unmatched,2nd
Coagulation factor XI level normal,Coagulation factor XI level normal,Coagulation factor X level normal,Unmatched,2nd
Coagulation factor XII level normal,Coagulation factor XII level normal,Coagulation factor XI level normal,Unmatched,2nd
Coagulation factor XIII level normal,Coagulation factor XIII level normal,Coagulation factor XII level normal,Unmatched,2nd
Blood immunoglobulin D decreased,Blood immunoglobulin D decreased,Blood immunoglobulin E decreased,Unmatched,2nd
Blood immunoglobulin D increased,Blood immunoglobulin D increased,Blood immunoglobulin E increased,Unmatched,2nd
Haemoglobin C present,Haemoglobin C present,Haemoglobin E present,Unmatched,2nd
Hepatitis B antigen positive,Hepatitis B antigen positive,Hepatitis A antigen positive,Unmatched,2nd
Hepatitis B antigen,Hepatitis B antigen,Hepatitis E antigen,Unmatched,2nd
Haemoglobin E trait,Haemoglobin E trait,Haemoglobin C trait,Unmatched,2nd
Apolipoprotein C abnormal,Apolipoprotein C abnormal,Apolipoprotein E abnormal,Unmatched,2nd
Oropharyngeal cancer stage IV,Oropharyngeal cancer stage IV,Oropharyngeal cancer stage II,Unmatched,2nd
HIV infection WHO clinical stage IV,HIV infection WHO clinical stage IV,HIV infection WHO clinical stage II,Unmatched,2nd
Human herpesvirus 8 infection,Human herpesvirus 8 infection,Human herpesvirus 7 infection,Unmatched,2nd
Bladder transitional cell carcinoma stage II,Bladder transitional cell carcinoma stage II,Bladder transitional cell carcinoma stage IV,Unmatched,2nd
Blood immunoglobulin D,Blood immunoglobulin D,Blood immunoglobulin E,Unmatched,2nd
Apolipoprotein E,Apolipoprotein E,Apolipoprotein C,Unmatched,2nd
Hepatitis D virus test,Hepatitis D virus test,Hepatitis C virus test,Unmatched,2nd
Hepatitis A virus test,Hepatitis A virus test,Hepatitis C virus test,Unmatched,2nd
Haemoglobin C,Haemoglobin C,Haemoglobin E,Unmatched,2nd
Influenza A virus test positive,Influenza A virus test positive,Influenza C virus test positive,Unmatched,2nd
Hepatitis C virus test positive,Hepatitis C virus test positive,Hepatitis B virus test positive,Unmatched,2nd
Hepatitis E virus test positive,Hepatitis E virus test positive,Hepatitis B virus test positive,Unmatched,2nd
Hepatitis D virus test positive,Hepatitis D virus test positive,Hepatitis B virus test positive,Unmatched,2nd
Ovarian cancer stage IV,Ovarian cancer stage IV,Ovarian cancer stage II,Unmatched,2nd
Thyroid cancer stage IV,Thyroid cancer stage IV,Thyroid cancer stage II,Unmatched,2nd
Hepatitis D immunisation,Hepatitis D immunisation,Hepatitis A immunisation,Unmatched,2nd
Head and neck cancer stage II,Head and neck cancer stage II,Head and neck cancer stage III,Unmatched,2nd
Head and neck cancer stage I,Head and neck cancer stage I,Head and neck cancer stage II,Unmatched,2nd
Trisomy 14,Trisomy 14,Trisomy 13,Unmatched,2nd
H-ras status assay,H-ras status assay,N-ras status assay,Unmatched,2nd
N-ras gene mutation,N-ras gene mutation,H-ras gene mutation,Unmatched,2nd
Hyper IgD syndrome,Hyper IgD syndrome,Hyper IgM syndrome,Unmatched,2nd
Type 3 diabetes mellitus,Type 3 diabetes mellitus,Type 2 diabetes mellitus,Unmatched,2nd
Mucolipidosis type IV,Mucolipidosis type IV,Mucolipidosis type II,Unmatched,2nd
Multiple endocrine neoplasia Type 2B,Multiple endocrine neoplasia Type 2B,Multiple endocrine neoplasia Type 2,Unmatched,2nd
Hepatitis A antigen,Hepatitis A antigen,Hepatitis E antigen,Unmatched,2nd
Hepatitis A antigen negative,Hepatitis A antigen negative,Hepatitis E antigen negative,Unmatched,2nd
Influenza C virus test,Influenza C virus test,Influenza B virus test,Unmatched,2nd
Hodgkin's disease nodular sclerosis stage II,Hodgkin's disease nodular sclerosis stage II,Hodgkin's disease nodular sclerosis stage IV,Unmatched,2nd
Hodgkin's disease nodular sclerosis stage I,Hodgkin's disease nodular sclerosis stage I,Hodgkin's disease nodular sclerosis stage II,Unmatched,2nd
Hepatitis E virus test,Hepatitis E virus test,Hepatitis C virus test,Unmatched,2nd
Factor X inhibition,Factor X inhibition,Factor V inhibition,Unmatched,2nd
Factor II inhibition,Factor II inhibition,Factor VII inhibition,Unmatched,2nd
Electrocardiogram J wave abnormal,Electrocardiogram J wave abnormal,Electrocardiogram P wave abnormal,Unmatched,2nd
HIV infection CDC category C,HIV infection CDC category C,HIV infection CDC category B,Unmatched,2nd
Marginal zone lymphoma stage IV,Marginal zone lymphoma stage IV,Marginal zone lymphoma stage II,Unmatched,2nd
Mucopolysaccharidosis IX,Mucopolysaccharidosis IX,Mucopolysaccharidosis I,Unmatched,2nd
Trisomy 16,Trisomy 16,Trisomy 13,Unmatched,2nd
Glycogen storage disease type IX,Glycogen storage disease type IX,Glycogen storage disease type II,Unmatched,2nd
Electrocardiogram P wave,Electrocardiogram P wave,Electrocardiogram J wave,Unmatched,2nd
Troponin C,Troponin C,Troponin T,Unmatched,2nd
Hypervitaminosis B,Hypervitaminosis B,Hypervitaminosis D,Unmatched,2nd
