MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Azotaemia,uremia,uremia,Pericarditis uraemic,Unmatched,3rd
Azotaemia,uremic,uremic,Uraemic acidosis,Unmatched,3rd
Azotaemia,uraemia,uraemia,Pericarditis uraemic,Unmatched,3rd
Azotaemia,uraemic,uraemic,Uraemic acidosis,Unmatched,3rd
B-cell lymphoma stage II,b cell lymphoma stage 2,b cell lymphoma stage 2,Angioimmunoblastic T-cell lymphoma stage I,Unmatched,3rd
B-cell lymphoma stage III,b cell lymphoma stage 3,b cell lymphoma stage 3,Angioimmunoblastic T-cell lymphoma stage I,Unmatched,3rd
B-cell lymphoma stage IV,b cell lymphoma stage 4,b cell lymphoma stage 4,Angioimmunoblastic T-cell lymphoma stage I,Unmatched,3rd
Back disorder,punt disorder,punt disorder,Lung diffusion disorder,Unmatched,3rd
Back disorder,spinal disorder,spinal disorder,Spinal cord disorder,Unmatched,3rd
Back disorder,bind disorder,bind disorder,Chronic kidney disease-mineral and bone disorder,Unmatched,3rd
Back disorder,game disorder,game disorder,Male orgasmic disorder,Unmatched,3rd
Back disorder,gage disorder,gage disorder,Male orgasmic disorder,Unmatched,3rd
Back disorder,rear disorder,rear disorder,Middle ear disorder,Unmatched,3rd
Back disorder,gaming disorder,gaming disorder,Gaming disorder,Unmatched,3rd
Back disorder,hind disorder,hind disorder,HIV-associated neurocognitive disorder,Unmatched,3rd
Back disorder,cover disorder,cover disorder,Copper metabolism disorder,Unmatched,3rd
Back disorder,spine disorder,spine disorder,Vascular skin disorder,Unmatched,3rd
Back injury,punt injury,punt injury,Lymphatic duct injury,Unmatched,3rd
Back injury,spinal injury,spinal injury,Spinal cord injury cervical,Unmatched,3rd
Back injury,rear injury,rear injury,Heart injury,Unmatched,3rd
Back injury,cover injury,cover injury,Cholestatic liver injury,Unmatched,3rd
Back injury,spine injury,spine injury,Injection site injury,Unmatched,3rd
Back injury,back wound,back wound,Band neutrophil count decreased,Unmatched,3rd
Back pain,punt pain,punt pain,Post-thoracotomy pain syndrome,Unmatched,3rd
Back pain,bind pain,bind pain,Infection in an immunocompromised host,Unmatched,3rd
Back pain,game pain,game pain,Gram stain positive,Unmatched,3rd
Back pain,gage pain,gage pain,"Bladder cancer stage 0, with cancer in situ",Unmatched,3rd
Back pain,rear pain,rear pain,Scar pain,Unmatched,3rd
Back pain,stake pain,stake pain,"Bladder cancer stage 0, without cancer in situ",Unmatched,3rd
Back pain,dorsal pain,dorsal pain,Portal vein thrombosis,Unmatched,3rd
Back pain,hind pain,hind pain,Graft versus host disease in skin,Unmatched,3rd
Back pain,spine pain,spine pain,Application site pain,Unmatched,3rd
Back pain,back infliction,back infliction,Epstein-Barr virus infection reactivation,Unmatched,3rd
Back pain,back ail,back ail,Face and mouth X-ray normal,Unmatched,3rd
Bankruptcy,failure,failure,Hepatic failure,Unmatched,3rd
Bankruptcy,fail,fail,Flail chest,Unmatched,3rd
Barium meal,Ba meal,ba meal,B-cell lymphoma recurrent,Unmatched,3rd
Barrel chest,drum chest,drum chest,Genotype drug resistance test,Unmatched,3rd
Barrel chest,cask chest,cask chest,CSF test abnormal,Unmatched,3rd
Barrel chest,bbl chest,bbl chest,Hepatitis B test negative,Unmatched,3rd
Belligerence,aggressive,aggressive,Non-Hodgkin's lymphoma unspecified histology aggressive,Unmatched,3rd
Bereavement,mourn,mourn,Mouth cyst,Unmatched,3rd
Bereavement,mourning,mourning,Morning glory syndrome,Unmatched,3rd
Biliary fibrosis,bile fibrosis,bile fibrosis,Infusion site fibrosis,Unmatched,3rd
Biliary fistula,bile fistula,bile fistula,Male genital tract fistula,Unmatched,3rd
Biliary neoplasm,bile neoplasm,bile neoplasm,Male reproductive tract neoplasm,Unmatched,3rd
Binge eating,binge rust,binge rust,Bile duct adenocarcinoma,Unmatched,3rd
Biopsy bladder,biopsy vesical,biopsy vesical,Biopsy seminal vesicle normal,Unmatched,3rd
Biopsy bladder,biopsy vesica,biopsy vesica,Biopsy seminal vesicle normal,Unmatched,3rd
Biopsy bone,biopsy ivory,biopsy ivory,Biopsy ovary normal,Unmatched,3rd
Biopsy bone,biopsy pearl,biopsy pearl,Biopsy heart abnormal,Unmatched,3rd
Biopsy bone abnormal,biopsy pearl abnormal,biopsy pearl abnormal,Biopsy ear normal,Unmatched,3rd
Biopsy bone normal,biopsy pearl normal,biopsy pearl normal,Biopsy ear normal,Unmatched,3rd
Biopsy brain,biopsy nous,biopsy nous,Biopsy anus normal,Unmatched,3rd
Biopsy brain,biopsy wit,biopsy wit,Biopsy lip normal,Unmatched,3rd
Biopsy brain,biopsy head,biopsy head,Biopsy heart abnormal,Unmatched,3rd
Biopsy brain,biopsy genius,biopsy genius,Biopsy penis normal,Unmatched,3rd
Biopsy brain abnormal,biopsy wit abnormal,biopsy wit abnormal,Biopsy site unspecified abnormal,Unmatched,3rd
Biopsy brain abnormal,biopsy head abnormal,biopsy head abnormal,Biopsy ear normal,Unmatched,3rd
Biopsy brain normal,biopsy wit normal,biopsy wit normal,Biopsy site unspecified abnormal,Unmatched,3rd
Biopsy brain normal,biopsy head normal,biopsy head normal,Biopsy ear normal,Unmatched,3rd
Biopsy breast,biopsy boob,biopsy boob,Biopsy bone marrow,Unmatched,3rd
Biopsy breast,biopsy chest,biopsy chest,Biopsy chest wall normal,Unmatched,3rd
Biopsy breast,biopsy tit,biopsy tit,Biopsy lip normal,Unmatched,3rd
Biopsy breast abnormal,biopsy boob abnormal,biopsy boob abnormal,Biopsy bone marrow abnormal,Unmatched,3rd
Biopsy breast abnormal,biopsy tit abnormal,biopsy tit abnormal,Biopsy site unspecified abnormal,Unmatched,3rd
Biopsy breast normal,biopsy boob normal,biopsy boob normal,Biopsy bone marrow abnormal,Unmatched,3rd
Biopsy breast normal,biopsy tit normal,biopsy tit normal,Biopsy site unspecified abnormal,Unmatched,3rd
Biopsy heart,biopsy fond,biopsy fond,Biopsy bone marrow,Unmatched,3rd
Biopsy heart,biopsy marrow,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy pith,biopsy pith,Needle biopsy site unspecified abnormal,Unmatched,3rd
Biopsy heart,biopsy nub,biopsy nub,Biopsy anus normal,Unmatched,3rd
Biopsy heart,biopsy core,biopsy core,Biopsy bone abnormal,Unmatched,3rd
Biopsy heart,biopsy warm,biopsy warm,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy eye,biopsy eye,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy nerve,biopsy nerve,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart,biopsy tender,biopsy tender,Biopsy tendon normal,Unmatched,3rd
Biopsy heart,biopsy nervy,biopsy nervy,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart abnormal,biopsy fond abnormal,biopsy fond abnormal,Biopsy bone marrow abnormal,Unmatched,3rd
Biopsy heart abnormal,biopsy pith abnormal,biopsy pith abnormal,Needle biopsy site unspecified abnormal,Unmatched,3rd
Biopsy heart abnormal,biopsy nub abnormal,biopsy nub abnormal,Biopsy fallopian tube abnormal,Unmatched,3rd
Biopsy heart abnormal,biopsy core abnormal,biopsy core abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy heart abnormal,biopsy warm abnormal,biopsy warm abnormal,Biopsy abdominal wall abnormal,Unmatched,3rd
Biopsy heart normal,biopsy fond normal,biopsy fond normal,Biopsy bone marrow abnormal,Unmatched,3rd
Biopsy heart normal,biopsy pith normal,biopsy pith normal,Needle biopsy site unspecified abnormal,Unmatched,3rd
Biopsy heart normal,biopsy nub normal,biopsy nub normal,Biopsy fallopian tube abnormal,Unmatched,3rd
Biopsy heart normal,biopsy core normal,biopsy core normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy heart normal,biopsy warm normal,biopsy warm normal,Biopsy abdominal wall abnormal,Unmatched,3rd
Biopsy lip,biopsy brim,biopsy brim,Biopsy brain normal,Unmatched,3rd
Biopsy liver normal,biopsy live normal,biopsy live normal,Biopsy liver abnormal,Unmatched,3rd
Biopsy muscle,biopsy brawn,biopsy brawn,Biopsy brain normal,Unmatched,3rd
Biopsy muscle,biopsy brawny,biopsy brawny,Biopsy brain normal,Unmatched,3rd
Biopsy muscle,biopsy sinew,biopsy sinew,Needle biopsy site unspecified abnormal,Unmatched,3rd
Biopsy muscle abnormal,biopsy sinew abnormal,biopsy sinew abnormal,Needle biopsy site unspecified abnormal,Unmatched,3rd
Biopsy muscle normal,biopsy sinew normal,biopsy sinew normal,Needle biopsy site unspecified abnormal,Unmatched,3rd
Biopsy skin,biopsy bark,biopsy bark,Biopsy ear abnormal,Unmatched,3rd
Biopsy skin,biopsy hide,biopsy hide,Biopsy site unspecified normal,Unmatched,3rd
Biopsy skin abnormal,biopsy hide abnormal,biopsy hide abnormal,Biopsy bile duct abnormal,Unmatched,3rd
Biopsy skin normal,biopsy hide normal,biopsy hide normal,Biopsy bile duct abnormal,Unmatched,3rd
Biopsy stomach,biopsy abdominal,biopsy abdominal,Biopsy abdominal wall normal,Unmatched,3rd
Biopsy stomach,biopsy stand,biopsy stand,Biopsy parathyroid gland,Unmatched,3rd
Biopsy stomach,biopsy tum,biopsy tum,Biopsy fallopian tube normal,Unmatched,3rd
Biopsy stomach,biopsy brook,biopsy brook,Biopsy blood vessel abnormal,Unmatched,3rd
Biopsy stomach,biopsy bear,biopsy bear,Biopsy heart abnormal,Unmatched,3rd
Biopsy stomach,biopsy abide,biopsy abide,Biopsy bile duct normal,Unmatched,3rd
Biopsy stomach abnormal,biopsy stand abnormal,biopsy stand abnormal,Biopsy lymph gland abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy bear abnormal,biopsy bear abnormal,Biopsy ear normal,Unmatched,3rd
Biopsy stomach normal,biopsy stand normal,biopsy stand normal,Biopsy lymph gland abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy bear normal,biopsy bear normal,Biopsy ear normal,Unmatched,3rd
Biopsy testes,biopsy nut,biopsy nut,Biopsy anus normal,Unmatched,3rd
Biopsy testes,biopsy egg,biopsy egg,Biopsy ear abnormal,Unmatched,3rd
Biopsy testes,biopsy ball,biopsy ball,Biopsy small intestine normal,Unmatched,3rd
Biopsy testes,biopsy testicle,biopsy testicle,Biopsy seminal vesicle normal,Unmatched,3rd
Biopsy testes abnormal,biopsy nut abnormal,biopsy nut abnormal,Biopsy bile duct abnormal,Unmatched,3rd
Biopsy testes abnormal,biopsy ball abnormal,biopsy ball abnormal,Biopsy small intestine normal,Unmatched,3rd
Biopsy testes normal,biopsy nut normal,biopsy nut normal,Biopsy bile duct abnormal,Unmatched,3rd
Biopsy testes normal,biopsy ball normal,biopsy ball normal,Biopsy small intestine normal,Unmatched,3rd
Biopsy tongue,biopsy spit,biopsy spit,Biopsy skin normal,Unmatched,3rd
Biopsy tongue,biopsy clap,biopsy clap,Biopsy lip normal,Unmatched,3rd
Biopsy tongue abnormal,biopsy spit abnormal,biopsy spit abnormal,Biopsy site unspecified abnormal,Unmatched,3rd
Biopsy tongue normal,biopsy spit normal,biopsy spit normal,Biopsy site unspecified abnormal,Unmatched,3rd
Biotin deficiency,vitamin_H deficiency,vitamin_h deficiency,Vitamin B1 deficiency,Unmatched,3rd
Birth mark,birth set,birth set,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Birth mark,birth fool,birth fool,Adjustment disorder with mixed anxiety and depressed mood,Unmatched,3rd
Birth mark,birth sign,birth sign,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Birth mark,birth tag,birth tag,Membranous-like glomerulopathy with masked IgG-kappa deposits,Unmatched,3rd
Birth mark,birth brand,birth brand,Adjustment disorder with mixed anxiety and depressed mood,Unmatched,3rd
Birth trauma,birth injure,birth injure,VIth nerve injury,Unmatched,3rd
Birth trauma,birth injury,birth injury,VIth nerve injury,Unmatched,3rd
Bisexuality,androgenous,androgenous,Androgens abnormal,Unmatched,3rd
Bisexuality,bisexual,bisexual,Sexual inhibition,Unmatched,3rd
Bisexuality,androgyny,androgyny,Androgens abnormal,Unmatched,3rd
Bite,pungency,pungency,Hypertensive urgency,Unmatched,3rd
Bite,morsel,morsel,Prepuce dorsal slit,Unmatched,3rd
Bite,sting,sting,Allergy to sting,Unmatched,3rd
Bite,burn,burn,Burn oesophageal,Unmatched,3rd
Bite,prick,prick,Prion disease,Unmatched,3rd
Bite,collation,collation,Water pollution,Unmatched,3rd
Bite,snack,snack,Black piedra,Unmatched,3rd
Bite,racy,racy,X-ray gastrointestinal tract abnormal,Unmatched,3rd
Bite,chomp,chomp,Diver's cramp,Unmatched,3rd
Bite,stinger,stinger,Trigger finger,Unmatched,3rd
Bladder cancer stage II,bladder cancer stage 2,bladder cancer stage 2,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Bladder cancer stage III,bladder cancer stage 3,bladder cancer stage 3,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Bladder cancer stage IV,bladder cancer stage 4,bladder cancer stage 4,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Bladder discomfort,vesical discomfort,vesical discomfort,Medical device site joint discomfort,Unmatched,3rd
Bladder pain,vesical pain,vesical pain,Medical device site joint pain,Unmatched,3rd
Bladder pain,bladder ail,bladder ail,Bladder squamous cell carcinoma stage III,Unmatched,3rd
Bladder repair,bladder fix,bladder fix,Bladder adenocarcinoma stage IV,Unmatched,3rd
Bleeding time,bleed time,bleed time,Indeterminable ABO blood type,Unmatched,3rd
Bleeding time,run time,run time,X-ray limb abnormal,Unmatched,3rd
Blindness,sightless,sightless,Skin tightness,Unmatched,3rd
Blindness,blind,blind,Blood aluminium,Unmatched,3rd
Blindness,cecity,cecity,Nasal cavity packing,Unmatched,3rd
Blister,bulla,bulla,Aspiration bursa,Unmatched,3rd
Blister,blebby,blebby,Bleb revision,Unmatched,3rd
Blister,scald,scald,Karnofsky scale worsened,Unmatched,3rd
Blister,bleb,bleb,Bleb revision,Unmatched,3rd
Blister,whip,whip,Hip fracture,Unmatched,3rd
Blister,vesication,vesication,Self-medication,Unmatched,3rd
Blister,vesicate,vesicate,Vesical fistula,Unmatched,3rd
Blood aluminium,blood Al,blood al,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood aluminium decreased,blood Al decreased,blood al decreased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood aluminium increased,blood Al increased,blood al increased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood antimony,rip antimony,rip antimony,HIV antibody negative,Unmatched,3rd
Blood antimony,roue antimony,roue antimony,Human anti-mouse antibody positive,Unmatched,3rd
Blood antimony,blood Sb,blood sb,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood antimony decreased,blood Sb decreased,blood sb decreased,Blood creatine phosphokinase MB increased,Unmatched,3rd
Blood antimony increased,blood Sb increased,blood sb increased,Blood creatine phosphokinase MB increased,Unmatched,3rd
Blood arsenic increased,blood As increased,blood as increased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood beryllium,blood Be,blood be,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood beryllium,blood glucinium,blood glucinium,Blood aluminium decreased,Unmatched,3rd
Blood beryllium decreased,blood Be decreased,blood be decreased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood beryllium increased,blood Be increased,blood be increased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood blister,blood whip,blood whip,Blood HIV RNA decreased,Unmatched,3rd
Blood cadmium,blood Cd,blood cd,Blood acid phosphatase abnormal,Unmatched,3rd
Blood cadmium decreased,blood Cd decreased,blood cd decreased,Blood lactic acid decreased,Unmatched,3rd
Blood cadmium increased,blood Cd increased,blood cd increased,Blood lactic acid decreased,Unmatched,3rd
Blood cadmium normal,blood Cd normal,blood cd normal,Blood lactic acid abnormal,Unmatched,3rd
Blood calcium,blood Ca,blood ca,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood calcium decreased,blood Ca decreased,blood ca decreased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood calcium increased,bloody calcium increased,bloody calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,blood Ca increased,blood ca increased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood chromium,blood Cr,blood cr,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood chromium decreased,blood Cr decreased,blood cr decreased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood chromium increased,blood Cr increased,blood cr increased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood copper,rip copper,rip copper,X-ray with contrast upper gastrointestinal tract abnormal,Unmatched,3rd
Blood copper,rake copper,rake copper,X-ray with contrast upper gastrointestinal tract abnormal,Unmatched,3rd
Blood copper,blood Cu,blood cu,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood copper,blood cupric,blood cupric,Blood uric acid decreased,Unmatched,3rd
Blood copper,blood pig,blood pig,Blood HIV RNA decreased,Unmatched,3rd
Blood copper,blood bull,blood bull,Red blood cell agglutination,Unmatched,3rd
Blood copper abnormal,blood cupric abnormal,blood cupric abnormal,Blood citric acid abnormal,Unmatched,3rd
Blood copper abnormal,blood bull abnormal,blood bull abnormal,White blood cell count abnormal,Unmatched,3rd
Blood copper decreased,blood Cu decreased,blood cu decreased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood copper decreased,blood cupric decreased,blood cupric decreased,Blood citric acid increased,Unmatched,3rd
Blood copper decreased,blood bull decreased,blood bull decreased,White blood cell count decreased,Unmatched,3rd
Blood copper increased,blood Cu increased,blood cu increased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood copper increased,blood cupric increased,blood cupric increased,Blood citric acid increased,Unmatched,3rd
Blood copper increased,blood bull increased,blood bull increased,White blood cell count decreased,Unmatched,3rd
Blood copper normal,blood cupric normal,blood cupric normal,Blood citric acid abnormal,Unmatched,3rd
Blood copper normal,blood bull normal,blood bull normal,White blood cell count abnormal,Unmatched,3rd
Blood corticotrophin,blood ACTH,blood acth,Blood acid phosphatase abnormal,Unmatched,3rd
Blood corticotrophin abnormal,blood ACTH abnormal,blood acth abnormal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin decreased,blood ACTH decreased,blood acth decreased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin increased,blood ACTH increased,blood acth increased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin normal,blood ACTH normal,blood acth normal,Blood lactic acid abnormal,Unmatched,3rd
Blood creatinine increased,bloody creatinine increased,bloody creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine normal,bloody creatinine normal,bloody creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood culture,line culture,line culture,Bile culture negative,Unmatched,3rd
Blood cyanide,blood nitril,blood nitril,Blood citric acid decreased,Unmatched,3rd
Blood donor,line donor,line donor,Bone marrow donor,Unmatched,3rd
Blood donor,blood presenter,blood presenter,Blood urine present,Unmatched,3rd
Blood donor,blood give,blood give,Blood HIV RNA decreased,Unmatched,3rd
Blood donor,blood present,blood present,Blood urine present,Unmatched,3rd
Blood gases,line gases,line gases,Application site mass,Unmatched,3rd
Blood gases,blood vaunt,blood vaunt,Blood count normal,Unmatched,3rd
Blood gases,blood tout,blood tout,Full blood count,Unmatched,3rd
Blood gases,blood gun,blood gun,Blood immunoglobulin G decreased,Unmatched,3rd
Blood gases,blood blow,blood blow,Blood HIV RNA below assay limit,Unmatched,3rd
Blood gases,blood brag,blood brag,Postmortem blood drug level,Unmatched,3rd
Blood gases abnormal,blood vaunt abnormal,blood vaunt abnormal,Full blood count abnormal,Unmatched,3rd
Blood gases abnormal,blood tout abnormal,blood tout abnormal,Blood count normal,Unmatched,3rd
Blood gases abnormal,blood brag abnormal,blood brag abnormal,Postmortem blood drug level normal,Unmatched,3rd
Blood gases normal,blood vaunt normal,blood vaunt normal,Full blood count abnormal,Unmatched,3rd
Blood gases normal,blood tout normal,blood tout normal,Blood count normal,Unmatched,3rd
Blood gases normal,blood brag normal,blood brag normal,Postmortem blood drug level normal,Unmatched,3rd
Blood group A,rip group a,rip group a,HIV infection CDC Group IV subgroup B,Unmatched,3rd
Blood group B,rip group b,rip group b,HIV infection CDC Group IV subgroup B,Unmatched,3rd
Blood group O,rip group o,rip group o,HIV infection CDC Group IV subgroup B,Unmatched,3rd
Blood grouping,blood aggroup,blood aggroup,Blood group B,Unmatched,3rd
