unfoundTokens,addedTokens,count
heart,bone,2
brain,renal,2
brash,barth,2
exercise,csf,2
vii,x,2
e,b6,2
viii,x,2
trimming,scan,2
discomfort,irrigation,2
discolouration,pain,2
wound,nail,2
22,13,2
21,13,2
cyp3a5,cyp3a4,2
cyp2c9,cyp2c19,2
creation,mass,2
brain,heart,2
h3n2,h2n2,2
intestine,bone,2
b12,b6,2
impairment,injury,2
back,spinal,2
testes,anus,2
b2,b6,2
inflammation,discharge,2
back,neck,2
brain,ear,2
b1,b6,2
iv,v,2
wound,brain,1
xyy,xxyy,1
abdomen,stomach,1
viral,dural,1
tear,scar,1
rest,lag,1
x,xii,1
wound,pain,1
syphilis,po2,1
retinal,renal,1
stomach,nose,1
x,xi,1
retention,barre,1
stab,scan,1
viii,i,1
rupture,tear,1
urinary,uterine,1
starvation,anger,1
throat,pharyngeal,1
tubal,dural,1
shock,sopor,1
u,t,1
ulcer,laceration,1
thought,wound,1
abnormality,normal,1
suture,rupture,1
speech,jaw,1
thirst,hunger,1
thinking,scan,1
scratch,infusion,1
scar,scan,1
vascular,macular,1
vi,ii,1
vii,i,1
scar,ear,1
abnormality,abnormal,1
charge,flood,1
rectal,dental,1
dumping,door,1
e,b1,1
e,b2,1
c1,c4,1
e,c2,1
eating,feeding,1
energy,po2,1
enzyme,enzymes,1
erection,reaction,1
eye,dental,1
eyelid,bed,1
face,breast,1
face,faeces,1
facial,faeces,1
faecal,faeces,1
flush,care,1
foot,nasal,1
bruising,pain,1
good,garcin,1
hallucination,delusion,1
dumping,mlasa,1
care,mass,1
rash,tear,1
discouragement,tanning,1
chest,breast,1
choking,aspiration,1
charge,cec,1
crest,copa,1
crying,glare,1
cyst,rest,1
cyst,test,1
cyst,vesicles,1
cytomegalovirus,cec,1
cytomegalovirus,csf,1
chance,wrist,1
cervix,neck,1
casts,mass,1
dental,genital,1
care,pain,1
diethylstilboestrol,cec,1
disability,impairment,1
discharge,injection,1
discolouration,scan,1
heart,cornea,1
hot,home,1
hydrophobia,dementia,1
hyperlipidaemia,viraemia,1
married,abortion,1
mass,macule,1
mb,bb,1
arteritis,arthritis,1
mental,renal,1
nerve,ear,1
nerve,face,1
nipple,breast,1
anal,oral,1
anal,nasal,1
orbit,nail,1
pain,pale,1
painful,skin,1
adenoidal,nasal,1
plica,flood,1
position,loss,1
prone,bone,1
rabbit,charge,1
rabies,dementia,1
management,pale,1
malformation,deformity,1
atrophy,walking,1
back,gambling,1
brain,genital,1
igd,igm,1
bone,toe,1
bloom,aase,1
ii,x,1
blister,abulia,1
blast,nail,1
bed,head,1
infarct,infection,1
aura,glare,1
injury,pale,1
insertion,infection,1
ix,i,1
k,e,1
charge,mlasa,1
learning,skin,1
limb,rib,1
lip,mouth,1
learning,nail,1
