unfoundTokens,addedTokens,count
hdl,cd8,12
external,internal,12
eyelid,lip,12
tear,tap,12
internal,external,12
ldl,cd4,12
foot,nose,12
nut,ret,12
macular,vascular,12
bite,sting,12
fascial,facial,12
snapping,slipping,12
2b,2a,12
wound,injury,12
nose,bone,11
scar,mass,11
pharynx,larynx,11
abuser,abuse,11
route,rate,11
torch,tooth,11
genital,mental,11
lip,hiv,11
incompatible,compatible,11
haptoglobin,haemoglobin,11
nephropathy,neuropathy,10
seminal,retinal,10
anal,nasal,10
pupillary,capillary,10
vi,v,10
genital,dental,10
spine,neck,10
vesicular,vascular,10
3,1,10
adrenal,renal,10
infrequent,frequent,10
metatarsal,metacarpal,10
lipids,libido,10
flap,fat,10
gaming,eating,10
vi,i,10
hepatitis,keratitis,9
rod,cord,9
ear,heart,9
b1,b12,9
b2,b12,9
western,eastern,9
sick,demented,9
learning,eating,9
release,mass,9
capsulectomy,capsulotomy,9
lead,ph,9
joint,skin,9
picking,pitting,8
nail,gait,8
7,6,8
papular,macular,8
8,6,8
foot,fever,8
ulcer,laceration,8
vertebral,cerebral,8
genital,general,8
rupture,graft,8
macule,pain,8
eschar,scar,8
nephrological,neurological,8
female,male,8
tarsal,carpal,8
flood,bloom,8
cyst,test,8
muscle,vascular,8
heart,head,8
aplasia,apraxia,8
impairment,disability,8
skin,scan,8
nipple,breast,8
ix,v,7
igm,iga,7
viii,v,7
vii,v,7
gasping,weaver,7
exfoliation,scab,7
stenosis,restenosis,7
cerebral,vertebral,7
hyperglycaemic,hypoglycaemic,7
torsion,erosion,7
language,speech,7
ingrown,ingrowing,7
h,a,7
e,s,7
internal,sternal,7
5801,5701,7
head,ear,7
croup,cross,7
infectious,infection,7
cyst,vesicles,7
thirst,hunger,7
scar,scan,7
mass,macule,7
bruise,pain,7
vertigo,dizziness,7
brain,renal,7
exfoliation,scar,6
foot,bone,6
po2,pco2,6
omental,dental,6
wound,ear,6
polyps,polyp,6
k,b6,6
face,nerve,6
mouth,hiv,6
bruise,wound,6
19,15,6
gaming,back,6
detachment,pain,6
ablation,excision,6
cytomegalovirus,hiv,6
nipple,ear,6
lip,tooth,6
crush,crest,6
limb,rib,6
inflammation,web,6
head,brain,6
neoplasm,tumour,6
necrosis,gangrene,6
tenderness,discomfort,6
hip,lip,6
breathing,cyst,6
tooth,foot,6
bruise,injury,6
indifference,apathy,6
cyst,csf,6
gas,fat,6
rupture,culture,6
9,3,6
wrist,iris,6
v,iv,5
epidermal,dental,5
heart,breast,5
endoscopy,fundoscopy,5
brain,heart,5
charge,aase,5
angiogram,audiogram,5
brca2,brca1,5
breast,chest,5
15,19,5
heart,nerve,5
3,9,5
prone,wrong,5
hallucination,delusion,5
arteriogram,arthrogram,5
intravascular,extravascular,5
bruising,pain,5
adjustment,accommodation,5
brain,ear,5
abnormal,abnormality,5
phosphorus,ph,5
bilateral,unilateral,5
gonioscopy,amnioscopy,5
perspiration,swelling,5
dental,dermal,5
liver,lip,5
colposcopy,colonoscopy,5
reocclusion,occlusion,5
rupture,test,5
pco2,po2,5
maturation,growth,5
50,549,5
hypoparathyroidism,hyperparathyroidism,5
hermaphroditism,bisexuality,5
9,11,5
globin,globulin,4
hip,pelvic,4
hbv,hiv,4
heart,eye,4
hamartoma,haematoma,4
mood,blood,4
operation,surgery,4
human,homans,4
heart,bone,4
renal,mental,4
coagulation,flat,4
bruising,injury,4
sluggishness,lethargy,4
spinal,spine,4
inflammation,sex,4
limb,ear,4
chest,breast,4
injury,sounds,4
swings,iron,4
injury,wound,4
test,chest,4
test,cyst,4
throat,larynx,4
intolerance,tolerance,4
tidal,viral,4
burn,skin,4
tightness,lesion,4
cystectomy,mastectomy,4
bone,binge,4
unicuspid,bicuspid,4
bloom,crush,4
bite,sign,4
b6,b1,4
b2,b1,4
b12,b6,4
b12,b1,4
ix,iv,4
xerosis,necrosis,4
volume,rash,4
wound,bone,4
anosmia,anaemia,4
wound,shock,4
sleep,breast,4
heart,tendon,4
skin,pain,4
illusion,delusion,4
foot,tooth,4
4,3,4
pallor,lividity,4
feeding,eating,4
hypertension,hypotension,4
f,a,4
72,15,4
posturing,ascites,4
examination,cyst,4
wound,skin,4
skin,hiv,4
relaxation,cyst,4
relaxation,heat,4
mastitis,gastritis,4
malformation,deformity,4
reoviral,retroviral,4
divorced,dissociation,4
dispensing,administration,4
shock,injury,4
senile,penile,4
19,18,4
hyposecretion,hypersecretion,3
infected,hepatic,3
heavy,light,3
lip,mouth,3
14,11,3
4,9,3
18,11,3
hypochromic,hyperchromic,3
yaws,yawning,3
mastication,ear,3
intestine,bone,3
15,11,3
lethargy,indifference,3
242,549,3
xxx,xxxy,3
16,11,3
irritation,brain,3
17,11,3
intersection,crest,3
hostility,aggression,3
mite,milk,3
wound,throat,3
nail,blast,3
e,b6,3
discomfort,irrigation,3
card9,acad9,3
roseola,rash,3
disturbance,disorder,3
testes,anus,3
renal,rectal,3
dural,tubal,3
joint,auricular,3
thickening,hole,3
tension,stress,3
burning,bing,3
burn,bone,3
erosion,burn,3
erosion,eating,3
exercise,csf,3
precipitate,false,3
truss,stress,3
exfoliation,excoriation,3
rr,pr,3
heart,breath,3
position,rate,3
cyp3a4,cyp1a2,3
stroke,csf,3
sting,bite,3
stertor,snoring,3
abrasion,exfoliation,3
spinal,skin,3
cuboid,bloom,3
cyp2b6,cyp2d6,3
sluggishness,indifference,3
charge,steal,3
deviation,mass,3
dark,light,3
abdomen,stomach,3
shape,colour,3
deformation,erosion,3
semen,sperm,3
depletion,deletion,3
charge,crush,3
tear,rupture,3
post,ear,3
choroid,thyroid,3
user,ulcer,3
granulocytopenia,agranulocytosis,3
amphetamine,copper,3
venous,skin,3
obstruction,blood,3
gastric,gastrin,3
form,formulation,3
eye,dental,3
urinary,uterine,3
pain,vein,3
fistula,sinus,3
pallor,papule,3
feet,neel,3
urethra,ureter,3
bloody,blood,3
pelvis,penis,3
gait,hair,3
haemorrhage,haemorrhagic,3
nail,past,3
growing,lip,3
72,19,3
perfume,flour,3
wound,lip,3
head,lid,3
brain,brown,3
pitting,pointing,3
wound,pain,3
nasal,adenoidal,3
swelling,cells,2
wound,bruise,2
stupor,shock,2
systolic,symbolic,2
surface,core,2
well,self,2
k,b1,2
wound,brain,2
tubal,dural,2
vital,liver,2
lacrimation,ear,2
tubercles,tuberculosis,2
triple,double,2
study,scan,2
laryngitis,pharyngitis,2
transplant,engraft,2
lactose,galactose,2
tightness,mass,2
thrust,cyst,2
vii,i,2
thinking,feeling,2
leakage,breakage,2
tumour,neoplasm,2
tet2,ret,2
ureteritis,urethritis,2
vascular,macular,2
tendinous,muscle,2
trimming,pain,2
rupture,tap,2
study,paralysis,2
stab,skin,2
plague,infestation,2
pigmentation,depigmentation,2
peritoneum,perineum,2
peritoneal,perineal,2
penis,penile,2
paralysis,pulse,2
paralysis,palsy,2
palsy,paralysis,2
packing,mass,2
ossicle,bone,2
orbit,skin,2
oral,dural,2
operation,procedure,2
ocular,septic,2
ocular,otic,2
nr5a1,brca1,2
nose,ear,2
mpl,cbl,2
muscle,macular,2
nat1,nat2,2
mutation,luxation,2
position,dose,2
pouch,swelling,2
problem,pain,2
retinitis,rhinitis,2
smear,skin,2
sleep,spleen,2
sedation,sensation,2
sebaceous,rib,2
scratch,sting,2
scarring,pain,2
saliva,tongue,2
magical,vaginal,2
roughness,disorder,2
rectal,dental,2
procedure,operation,2
reading,taste,2
reading,skin,2
reading,adjustment,2
rate,care,2
radiation,fat,2
radiation,ear,2
mastopathy,gastropathy,2
proteinuria,albuminuria,2
prone,bone,2
radial,cranial,2
zrsr2,srsf2,2
discharge,care,2
back,spinal,2
gut,gulf,2
h2n2,h1n1,2
h3n2,h1n1,2
clumsy,numb,2
cold,mood,2
hand,nose,2
core,e,2
beryllium,flow,2
bentall,dental,2
belligerence,aggression,2
home,bone,2
balance,breast,2
back,skin,2
cyst,cast,2
hydrophobia,rabies,2
back,oral,2
educated,medication,2
crime,wound,2
cross,ear,2
ii,v,2
immobilisation,bloom,2
culture,warm,2
cyp2c9,cyp2d6,2
impairment,injury,2
cyp3a5,cyp1a2,2
arteritis,enteritis,2
braf,brca1,2
circumcised,circumcision,2
exercise,sweat,2
choking,death,2
fermentation,war,2
cervix,back,2
faeces,stoma,2
chance,foot,2
carbuncle,caruncle,2
flap,wound,2
floaters,cyst,2
capacity,opacity,2
facial,radial,2
calr,cftr,2
foetal,portal,2
face,chest,2
formulation,preparation,2
eyelid,hiv,2
burn,swings,2
gait,graft,2
breath,breast,2
child,chin,2
eye,general,2
gaming,gambling,2
eye,aortic,2
extrusion,expulsion,2
gene,eye,2
choking,asphyxia,2
brash,crush,2
arteritis,arthritis,2
creation,care,2
cyst,chest,2
dental,genital,2
anuria,anoxia,2
dose,drug,2
angioma,angina,2
delusion,hallucination,2
impatience,restlessness,2
analysis,paralysis,2
anaemia,pyaemia,2
dental,bentall,2
inner,external,2
dental,renal,2
infected,septic,2
deposit,repair,2
internal,breast,2
adenoidal,nail,2
deviation,loss,2
22,11,2
21,11,2
ix,i,2
discharge,cleaning,2
18q,5q,2
infective,infectious,2
care,pain,2
drug,dose,2
infant,band,2
death,choking,2
indentation,pain,2
sharing,parent,1
charge,plica,1
charge,blau,1
charge,bpes,1
charge,child,1
charge,good,1
syphilis,sex,1
charge,phaces,1
swelling,web,1
scarring,mass,1
chest,cyst,1
chest,blast,1
dermal,skin,1
site,late,1
dermal,dental,1
scarring,scan,1
child,mirror,1
support,mass,1
scratch,scar,1
supply,preparation,1
scar,scratch,1
t,u,1
sucking,licking,1
tanning,blister,1
cast,salt,1
tempi,pacemaker,1
cystopathy,mastopathy,1
casts,cyst,1
cytomegalovirus,3m,1
skin,level,1
damp,breath,1
tear,load,1
disability,inability,1
crying,screaming,1
disability,impairment,1
tear,ear,1
scar,lip,1
diethylstilboestrol,bpes,1
tear,breast,1
taste,oral,1
snapping,numb,1
design,preparation,1
chance,rib,1
snoring,stertor,1
social,facial,1
screen,cyst,1
spine,spinal,1
delivery,fever,1
stent,shunt,1
collapse,warm,1
steatosis,stenosis,1
starvation,hunger,1
stain,macule,1
septic,infected,1
stab,scar,1
cortex,cortical,1
deficiency,face,1
speech,tooth,1
shape,formulation,1
cortical,cervical,1
shock,stupor,1
cortical,cortex,1
care,rash,1
spinal,spider,1
crest,candle,1
crest,cec,1
crime,shock,1
daydreaming,screaming,1
stillbirth,abortion,1
sensitive,tendon,1
stoma,asthma,1
somatotropin,acth,1
choking,band,1
sedative,laser,1
stroke,striae,1
stroke,shock,1
sounds,mass,1
demented,sick,1
stress,tension,1
strangulation,mass,1
sinus,fistula,1
speech,bone,1
stool,facial,1
clicking,pain,1
delusion,illusion,1
speech,ear,1
stomach,abdominal,1
clonic,tonic,1
speech,language,1
stoma,stomach,1
straining,casts,1
jaw,toe,1
care,mass,1
asocial,antisocial,1
arrest,pain,1
arrested,induced,1
web,leak,1
web,cleft,1
arterial,artery,1
warmth,warm,1
arterial,bacterial,1
vomiting,shock,1
vomiting,regurgitation,1
vital,viral,1
artery,arterial,1
viral,virus,1
viral,iris,1
atrio,aorto,1
arm,limb,1
atrophy,eating,1
atrophy,fasting,1
viii,i,1
attack,bite,1
aural,anal,1
axillary,capillary,1
b,b12,1
back,eating,1
vi,iv,1
back,spider,1
balance,decidual,1
banging,swelling,1
barrel,bone,1
wheezing,asthma,1
application,craving,1
vein,renal,1
agranulocytosis,granulocytopenia,1
yawning,somnolence,1
xyy,xxxy,1
abnormality,abnormal,1
abnormality,normal,1
abrasion,pain,1
accommodation,adjustment,1
adenomyosis,endometriosis,1
adhesion,reattachment,1
adhesions,detachment,1
affective,emotional,1
aggression,hostility,1
x,xi,1
x,term,1
albuminuria,proteinuria,1
apathy,indifference,1
x,anal,1
american,african,1
wound,warm,1
wound,venous,1
anal,ankle,1
anginal,inguinal,1
wound,oral,1
wound,lesion,1
antacid,laser,1
wound,flap,1
wound,fissure,1
antisocial,asocial,1
wound,diet,1
bed,aged,1
bed,lid,1
test,cast,1
thought,shunt,1
toxicity,colic,1
touch,implant,1
touch,defect,1
breast,heat,1
breech,trench,1
broadcasting,insertion,1
brown,brain,1
tibia,hip,1
thumb,finger,1
bursal,burn,1
throat,pharyngeal,1
buttock,chest,1
throat,laryngeal,1
scar,back,1
trance,seizure,1
thought,ear,1
thorax,rectum,1
cachexia,fasting,1
thinking,scan,1
thinking,lesion,1
thinking,infection,1
cancer,loss,1
capillary,axillary,1
test,warm,1
test,striae,1
test,spleen,1
care,attrition,1
care,loss,1
trance,imprisonment,1
breast,breath,1
vaginal,magical,1
body,bed,1
bisexuality,hermaphroditism,1
user,abuse,1
use,deployment,1
use,abuser,1
blast,anal,1
blast,breast,1
blast,face,1
urinary,urge,1
blast,head,1
blast,tongue,1
blister,bile,1
blood,organ,1
unilateral,bilateral,1
underweight,choking,1
transplant,transposition,1
ulcer,maceration,1
bone,bite,1
bone,body,1
u,q,1
tuberculosis,tic,1
tuberculosis,tap,1
brain,dental,1
brain,genital,1
brain,groin,1
brain,head,1
brain,heat,1
trimming,tinea,1
tremor,chills,1
thought,joint,1
roberts,joubert,1
discharge,iron,1
heart,home,1
nephroangiosclerosis,nephrosclerosis,1
nephritic,nephrotic,1
haematoma,hamartoma,1
neck,cervix,1
haemorrhage,bleb,1
nausea,shock,1
haemorrhage,feeding,1
hanging,fall,1
hard,care,1
head,crush,1
head,heart,1
head,nose,1
heart,blast,1
heart,dental,1
heat,face,1
mineral,mitral,1
height,rest,1
myelitis,myositis,1
hepatopathy,keratopathy,1
hip,chin,1
holding,mass,1
movement,breast,1
movement,affective,1
hot,home,1
hot,job,1
housing,holding,1
hunger,starvation,1
hunger,thirst,1
mole,molar,1
hungry,first,1
nephrosclerosis,nephroangiosclerosis,1
nerve,back,1
nerve,chest,1
nerve,head,1
fountain,irlen,1
fracture,breast,1
operational,use,1
fracture,shunt,1
fumbling,clumsiness,1
fumbling,shock,1
functions,load,1
g,b,1
odour,onset,1
ocular,viral,1
gambling,eating,1
ocular,nodular,1
occlusion,shock,1
occlusion,reocclusion,1
gambling,iris,1
gastric,stomal,1
gastrointestinal,bk,1
nose,lens,1
nose,head,1
globe,orbit,1
good,hellp,1
graft,transplantation,1
gram,oral,1
nodal,nasal,1
nipple,lip,1
groin,brain,1
groin,nail,1
neurosis,neuritis,1
growth,maturation,1
missed,late,1
micturition,uterine,1
oral,viral,1
learning,hair,1
injury,brain,1
limb,arm,1
light,heavy,1
life,limb,1
licking,sucking,1
lice,lichen,1
lethargy,sluggishness,1
injury,sprain,1
lesion,wound,1
insertion,injection,1
legal,renal,1
learning,taste,1
learning,skin,1
learning,sitting,1
learning,gait,1
hyper,hypo,1
learning,conduction,1
intersection,overlap,1
intestinal,internal,1
iris,wrist,1
irritability,anger,1
irritability,cancer,1
language,tooth,1
irritation,irrigation,1
issue,dependence,1
iv,1,1
iv,v,1
keratitis,hepatitis,1
j,u,1
jaw,flat,1
limb,lid,1
injection,infection,1
infestation,planus,1
lip,hip,1
hypermotility,hypomotility,1
hyperresponsive,hyporesponsive,1
hypertonia,hypotonia,1
hypofunction,hyperfunction,1
hypotension,hypertension,1
igd,ige,1
igm,ige,1
iii,v,1
impacted,repair,1
mass,muscle,1
impacted,tooth,1
mass,lift,1
mass,lag,1
married,adoption,1
management,hard,1
man,ear,1
male,mass,1
implant,graft,1
incarcerated,lung,1
macule,stain,1
induced,late,1
macroangiopathy,microangiopathy,1
infarct,infarction,1
localised,heat,1
localised,bone,1
lividity,pallor,1
infarction,infarct,1
infertility,uterine,1
infestation,plague,1
fountain,aase,1
foot,neck,1
discharge,lead,1
endometriosis,adenomyosis,1
dural,viral,1
dust,food,1
e,a2,1
e,b1,1
release,wasting,1
e,c1,1
ear,auricular,1
ear,spider,1
regurgitation,vomiting,1
reduced,increased,1
ear,spine,1
early,late,1
eating,reading,1
eccentric,eye,1
ray,rash,1
purging,vomiting,1
ray,baby,1
rate,dose,1
energy,po2,1
rash,roseola,1
rash,rest,1
enteritis,arteritis,1
rash,load,1
rash,ear,1
enzyme,enzymes,1
enzymes,enzyme,1
equivalent,mass,1
rabies,hydrophobia,1
rabbit,aase,1
q,u,1
renal,nephritis,1
dumping,bloom,1
dumping,blau,1
dry,drug,1
saliva,salivary,1
discharge,tear,1
discharge,titre,1
discharge,urea,1
rupture,scar,1
rupture,jaw,1
discharge,warm,1
discharge,wart,1
discolouration,brain,1
discolouration,scan,1
roughness,pain,1
disorder,brain,1
disorder,pit,1
disorder,sprain,1
jaw,mastication,1
ring,thinking,1
disorder,stain,1
dispensing,distribution,1
rhythm,crusting,1
dizziness,vertigo,1
retention,bone,1
retching,vomiting,1
retching,regurgitation,1
retching,choking,1
restlessness,listless,1
restlessness,impatience,1
drainage,pain,1
rest,lag,1
repair,resorption,1
purulent,skin,1
purging,regurgitation,1
foot,bursal,1
pancreas,pancreatic,1
eyelids,lip,1
face,blast,1
face,breast,1
face,joint,1
facial,back,1
penile,penis,1
faecal,faeces,1
faeces,facial,1
familial,intention,1
fascia,facial,1
fat,gas,1
fatigue,chills,1
panic,pubic,1
pancreatic,pancreas,1
feeding,food,1
purging,flushing,1
finger,thumb,1
fissure,fracture,1
pale,pain,1
pale,care,1
fixation,luxation,1
painful,panic,1
flush,care,1
pain,skin,1
pain,brain,1
flush,change,1
pacing,use,1
p,u,1
food,blood,1
overlap,intersection,1
eyelid,bed,1
eye,peptic,1
pharynx,thorax,1
phenylketonuria,po2,1
erection,reaction,1
pruritic,pruritus,1
eructation,extravasation,1
prostitute,jaundice,1
prostate,prostatic,1
excision,ablation,1
excision,abortion,1
progression,skin,1
excision,incision,1
excoriation,pain,1
presbyopia,hypermetropia,1
preparation,formulation,1
exercise,smear,1
exfoliation,care,1
postpartum,postictal,1
expulsion,extrusion,1
extravasation,eructation,1
position,pain,1
position,cyst,1
poisoning,alcohol,1
plica,good,1
eye,head,1
eye,heart,1
pigmentation,ligament,1
eye,heat,1
picking,rash,1
eye,le,1
physical,pressure,1
eye,mental,1
infectious,infective,1
