MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Arm amputation,limb amputation,limb amputation,Limb traumatic amputation,Unmatched,2nd
Arterial rupture,artery rupture,artery rupture,Peripheral artery aneurysm rupture,Unmatched,2nd
Arterial rupture,arterial tear,arterial tear,Bacterial test positive,Unmatched,2nd
Arterial thrombosis,artery thrombosis,artery thrombosis,Cerebellar artery thrombosis,Unmatched,2nd
Arthropod bite,arthropod sting,arthropod sting,Allergy to arthropod sting,Unmatched,2nd
Arthropod bite,arthropod prick,arthropod sting,Allergy to arthropod sting,Unmatched,2nd
Arthropod bite,arthropod insect_bite,arthropod sting,Allergy to arthropod sting,Unmatched,2nd
Arthropod bite,arthropod stinger,arthropod sting,Allergy to arthropod sting,Unmatched,2nd
Arthropod scratch,arthropod prick,arthropod sting,Allergy to arthropod sting,Unmatched,2nd
Arthropod scratch,arthropod scrape,arthropod skin,Allergy to arthropod sting,Unmatched,2nd
Arthropod sting,arthropod bite,arthropod bite,Allergy to arthropod bite,Unmatched,2nd
Aspiration,inhalation,inhalation,Dust inhalation pneumopathy,Unmatched,2nd
Aspiration,intake,intake,Fluid intake reduced,Unmatched,2nd
Aspiration,aspire,dreams,Dreamy state,Unmatched,2nd
Aspiration,dream,dreams,Dreamy state,Unmatched,2nd
Aspiration,ambition,dreams,Dreamy state,Unmatched,2nd
Aspiration,aspirate,aspirate,Aspartate aminotransferase,Unmatched,2nd
Aspiration,ambitious,dreams,Dreamy state,Unmatched,2nd
Asthma,asthmatic,asthmatic,Status asthmaticus,Unmatched,2nd
Atrophy,wasting,wasting,Facial wasting,Unmatched,2nd
Aura,atmosphere,air,Air-borne transmission,Unmatched,2nd
Aura,air,air,Air-borne transmission,Unmatched,2nd
Aura,halo,halo,Hypo HDL cholesterolaemia,Unmatched,2nd
Aura,glory,glory,Glare,Unmatched,2nd
Azotaemia,uraemia,uraemia,Coma uraemic,Unmatched,2nd
Azotaemia,uraemic,uraemic,Pericarditis uraemic,Unmatched,2nd
B-cell lymphoma stage II,b cell lymphoma stage 2,b cell lymphoma stage 2,T-cell lymphoma stage I,Unmatched,2nd
B-cell lymphoma stage III,b cell lymphoma stage 3,b cell lymphoma stage 3,T-cell lymphoma stage I,Unmatched,2nd
B-cell lymphoma stage IV,b cell lymphoma stage 4,b cell lymphoma stage 4,T-cell lymphoma stage I,Unmatched,2nd
Back disorder,spinal disorder,spinal disorder,Seminal vesicular disorder,Unmatched,2nd
Back disorder,game disorder,high disorder,HIV-associated neurocognitive disorder,Unmatched,2nd
Back disorder,gaming disorder,gaming disorder,Gambling disorder,Unmatched,2nd
Back disorder,spine disorder,spine disorder,Spinal disorder,Unmatched,2nd
Back disorder,back trouble,back pain,Neck pain,Unmatched,2nd
Back injury,spinal injury,spinal injury,Spinal column injury,Unmatched,2nd
Back injury,game injury,high injury,XIth nerve injury,Unmatched,2nd
Back injury,spine injury,spine injury,Radiation skin injury,Unmatched,2nd
Back injury,back wound,back wound,Band neutrophil count increased,Unmatched,2nd
Back injury,back hurt,back pain,Neck pain,Unmatched,2nd
Back pain,game pain,high pain,Light chain disease,Unmatched,2nd
Back pain,rear pain,parent pain,Latent autoimmune diabetes in adults,Unmatched,2nd
Back pain,dorsal pain,dorsal pain,Portal vein phlebitis,Unmatched,2nd
Back pain,spine pain,spine pain,Spinal pain,Unmatched,2nd
Bankruptcy,failure,failure,Ejaculation failure,Unmatched,2nd
Bankruptcy,fail,failure,Ejaculation failure,Unmatched,2nd
Bankruptcy,bankrupt,failure,Ejaculation failure,Unmatched,2nd
Barium meal,Ba meal,ba meal,B-cell aplasia,Unmatched,2nd
Barrel chest,drum chest,bone chest,Aneurysmal bone cyst,Unmatched,2nd
Belligerence,aggressive,aggressive,Regressive behaviour,Unmatched,2nd
Belligerence,aggressiveness,aggression,Developmental regression,Unmatched,2nd
Biliary fibrosis,bilious fibrosis,bile fibrosis,Implant site fibrosis,Unmatched,2nd
Biliary fibrosis,bile fibrosis,bile fibrosis,Implant site fibrosis,Unmatched,2nd
Biliary fistula,bilious fistula,bile fistula,Medical device site fistula,Unmatched,2nd
Biliary fistula,bile fistula,bile fistula,Medical device site fistula,Unmatched,2nd
Biliary neoplasm,bilious neoplasm,bile neoplasm,Benign bone neoplasm,Unmatched,2nd
Biliary neoplasm,bile neoplasm,bile neoplasm,Benign bone neoplasm,Unmatched,2nd
Binge eating,tear eating,tear eating,Ear and hearing disorder prophylaxis,Unmatched,2nd
Biopsy bladder,biopsy vesical,biopsy vesical,Biopsy seminal vesicle abnormal,Unmatched,2nd
Biopsy bladder abnormal,biopsy vesical abnormal,biopsy vesical abnormal,Biopsy seminal vesicle normal,Unmatched,2nd
Biopsy bladder normal,biopsy vesical normal,biopsy vesical normal,Biopsy seminal vesicle normal,Unmatched,2nd
Biopsy brain,biopsy head,biopsy head,Biopsy ear,Unmatched,2nd
Biopsy brain abnormal,biopsy head abnormal,biopsy head abnormal,Biopsy heart normal,Unmatched,2nd
Biopsy brain normal,biopsy head normal,biopsy head normal,Biopsy heart normal,Unmatched,2nd
Biopsy breast,biopsy chest,biopsy chest,Biopsy chest wall abnormal,Unmatched,2nd
Biopsy breast abnormal,biopsy chest abnormal,biopsy chest abnormal,Biopsy chest wall normal,Unmatched,2nd
Biopsy breast normal,biopsy chest normal,biopsy chest normal,Biopsy chest wall normal,Unmatched,2nd
Biopsy heart,biopsy spunk,biopsy nerve,Biopsy peripheral nerve abnormal,Unmatched,2nd
Biopsy heart,biopsy marrow,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy meat,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy pith,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy centric,biopsy eye,Biopsy ear normal,Unmatched,2nd
Biopsy heart,biopsy essence,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy nub,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy center,biopsy eye,Biopsy ear normal,Unmatched,2nd
Biopsy heart,biopsy core,biopsy core,Biopsy cornea,Unmatched,2nd
Biopsy heart,biopsy meaty,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy warm,biopsy warm,Biopsy ear normal,Unmatched,2nd
Biopsy heart,biopsy mettle,biopsy nerve,Biopsy peripheral nerve abnormal,Unmatched,2nd
Biopsy heart,biopsy eye,biopsy eye,Biopsy ear normal,Unmatched,2nd
Biopsy heart,biopsy bosom,biopsy breast,Biopsy breast abnormal,Unmatched,2nd
Biopsy heart,biopsy sum,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy gist,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy summate,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy centrical,biopsy eye,Biopsy ear normal,Unmatched,2nd
Biopsy heart,biopsy kernel,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy heart_and_soul,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy pithy,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy nerve,biopsy nerve,Biopsy peripheral nerve abnormal,Unmatched,2nd
Biopsy heart,biopsy inwardness,biopsy marrow,Biopsy bone marrow abnormal,Unmatched,2nd
Biopsy heart,biopsy tender,biopsy tender,Biopsy tendon abnormal,Unmatched,2nd
Biopsy heart,biopsy nervy,biopsy nerve,Biopsy peripheral nerve abnormal,Unmatched,2nd
Biopsy heart,biopsy spunky,biopsy nerve,Biopsy peripheral nerve abnormal,Unmatched,2nd
Biopsy heart abnormal,biopsy spunk abnormal,biopsy nerve abnormal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart abnormal,biopsy marrow abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy meat abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy pith abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy centric abnormal,biopsy eye abnormal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart abnormal,biopsy essence abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy nub abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy center abnormal,biopsy eye abnormal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart abnormal,biopsy core abnormal,biopsy core abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy heart abnormal,biopsy meaty abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy warm abnormal,biopsy warm abnormal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart abnormal,biopsy mettle abnormal,biopsy nerve abnormal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart abnormal,biopsy eye abnormal,biopsy eye abnormal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart abnormal,biopsy bosom abnormal,biopsy breast abnormal,Biopsy breast normal,Unmatched,2nd
Biopsy heart abnormal,biopsy sum abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy gist abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy summate abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy centrical abnormal,biopsy eye abnormal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart abnormal,biopsy kernel abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy heart_and_soul abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy pithy abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy nerve abnormal,biopsy nerve abnormal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart abnormal,biopsy inwardness abnormal,biopsy marrow abnormal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart abnormal,biopsy tender abnormal,biopsy tender abnormal,Biopsy tendon normal,Unmatched,2nd
Biopsy heart abnormal,biopsy nervy abnormal,biopsy nerve abnormal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart abnormal,biopsy spunky abnormal,biopsy nerve abnormal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart normal,biopsy spunk normal,biopsy nerve normal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart normal,biopsy marrow normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy meat normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy pith normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy centric normal,biopsy eye normal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart normal,biopsy essence normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy nub normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy center normal,biopsy eye normal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart normal,biopsy core normal,biopsy core normal,Biopsy bone normal,Unmatched,2nd
Biopsy heart normal,biopsy meaty normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy warm normal,biopsy warm normal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart normal,biopsy mettle normal,biopsy nerve normal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart normal,biopsy eye normal,biopsy eye normal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart normal,biopsy bosom normal,biopsy breast normal,Biopsy breast normal,Unmatched,2nd
Biopsy heart normal,biopsy sum normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy gist normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy summate normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy centrical normal,biopsy eye normal,Biopsy ear abnormal,Unmatched,2nd
Biopsy heart normal,biopsy kernel normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy heart_and_soul normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy pithy normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy nerve normal,biopsy nerve normal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart normal,biopsy inwardness normal,biopsy marrow normal,Biopsy bone marrow normal,Unmatched,2nd
Biopsy heart normal,biopsy tender normal,biopsy tender normal,Biopsy tendon normal,Unmatched,2nd
Biopsy heart normal,biopsy nervy normal,biopsy nerve normal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy heart normal,biopsy spunky normal,biopsy nerve normal,Biopsy peripheral nerve normal,Unmatched,2nd
Biopsy liver abnormal,biopsy live abnormal,biopsy live abnormal,Biopsy lip normal,Unmatched,2nd
Biopsy liver normal,biopsy live normal,biopsy live normal,Biopsy lip normal,Unmatched,2nd
Biopsy pharynx abnormal,biopsy throaty abnormal,biopsy pharynx abnormal,Biopsy larynx normal,Unmatched,2nd
Biopsy pharynx abnormal,biopsy pharynx unnatural,biopsy pharynx abnormal,Biopsy larynx normal,Unmatched,2nd
Biopsy pharynx normal,biopsy throaty normal,biopsy pharynx normal,Biopsy larynx normal,Unmatched,2nd
Biopsy pharynx normal,biopsy pharynx convention,biopsy pharynx normal,Biopsy larynx normal,Unmatched,2nd
Biopsy pharynx normal,biopsy pharynx rule,biopsy pharynx normal,Biopsy larynx normal,Unmatched,2nd
Biopsy pharynx normal,biopsy pharynx normality,biopsy pharynx normal,Biopsy larynx normal,Unmatched,2nd
Biopsy pharynx normal,biopsy pharynx formularize,biopsy pharynx normal,Biopsy larynx normal,Unmatched,2nd
Biopsy stomach,biopsy put_up,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy digest,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy endure,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy abdominal,biopsy abdominal,Biopsy abdominal wall abnormal,Unmatched,2nd
Biopsy stomach,biopsy endurance,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy stand,biopsy base,Biopsy bone abnormal,Unmatched,2nd
Biopsy stomach,biopsy abidance,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy bearable,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy tolerant,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy stick_out,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy toleration,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy sufferance,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy brook,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy abide,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach,biopsy tolerate,biopsy borne,Biopsy cornea,Unmatched,2nd
Biopsy stomach abnormal,biopsy put_up abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy digest abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy endure abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy abdominal abnormal,biopsy abdominal abnormal,Biopsy abdominal wall normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy endurance abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy stand abnormal,biopsy base abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy abidance abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy bearable abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy tolerant abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy stick_out abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy toleration abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy sufferance abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy brook abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy abide abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach abnormal,biopsy tolerate abnormal,biopsy borne abnormal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy put_up normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy digest normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy endure normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy abdominal normal,biopsy abdominal normal,Biopsy abdominal wall normal,Unmatched,2nd
Biopsy stomach normal,biopsy endurance normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy stand normal,biopsy base normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy abidance normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy bearable normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy tolerant normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy stick_out normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy toleration normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy sufferance normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy brook normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy abide normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy stomach normal,biopsy tolerate normal,biopsy borne normal,Biopsy bone normal,Unmatched,2nd
Biopsy testes,biopsy nut,biopsy nut,Biopsy anus abnormal,Unmatched,2nd
Biopsy testes,biopsy testicle,biopsy testicle,Biopsy seminal vesicle abnormal,Unmatched,2nd
Biopsy testes abnormal,biopsy nut abnormal,biopsy nut abnormal,Biopsy anus normal,Unmatched,2nd
Biopsy testes abnormal,biopsy testicle abnormal,biopsy testicle abnormal,Biopsy seminal vesicle normal,Unmatched,2nd
Biopsy testes normal,biopsy nut normal,biopsy nut normal,Biopsy anus normal,Unmatched,2nd
Biopsy testes normal,biopsy testicle normal,biopsy testicle normal,Biopsy seminal vesicle normal,Unmatched,2nd
Biotin deficiency,vitamin_H deficiency,vitamin_h deficiency,Vitamin A deficiency,Unmatched,2nd
Birth mark,give_birth mark,borne mark,Extranodal marginal zone B-cell lymphoma (MALT type),Unmatched,2nd
Birth mark,deliver mark,borne mark,Extranodal marginal zone B-cell lymphoma (MALT type),Unmatched,2nd
Birth mark,birth set,birth set,"Bladder cancer stage 0, with cancer in situ",Unmatched,2nd
Birth mark,birth sign,birth sign,"Bladder cancer stage 0, with cancer in situ",Unmatched,2nd
Birth mark,birth marking,birth tag,Pregnancy with young maternal age,Unmatched,2nd
Birth mark,birth tag,birth tag,Pregnancy with young maternal age,Unmatched,2nd
