MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Aura,atmosphere,air,Air anion therapy,Unmatched,4th
Aura,air,air,Air anion therapy,Unmatched,4th
Aura,halo,halo,Fall,Unmatched,4th
Aura,glory,glory,Disorder of globe,Unmatched,4th
Azotaemia,uraemia,uraemia,Uraemic acidosis,Unmatched,4th
Azotaemia,uraemic,uraemic,Uraemic encephalopathy,Unmatched,4th
B-cell lymphoma stage II,b cell lymphoma stage 2,b cell lymphoma stage 2,Cutaneous T-cell lymphoma stage I,Unmatched,4th
B-cell lymphoma stage III,b cell lymphoma stage 3,b cell lymphoma stage 3,Cutaneous T-cell lymphoma stage I,Unmatched,4th
B-cell lymphoma stage IV,b cell lymphoma stage 4,b cell lymphoma stage 4,Cutaneous T-cell lymphoma stage I,Unmatched,4th
Back disorder,spinal disorder,spinal disorder,Spinal vascular disorder,Unmatched,4th
Back disorder,gaming disorder,gaming disorder,Eating disorder symptom,Unmatched,4th
Back disorder,spine disorder,spine disorder,Congenital skin disorder,Unmatched,4th
Back injury,spinal injury,spinal injury,Spinal cord injury lumbar,Unmatched,4th
Back injury,spine injury,spine injury,Catheter site injury,Unmatched,4th
Back injury,back wound,back wound,Bone marrow band neutrophil count increased,Unmatched,4th
Back pain,game pain,high pain,Light chain analysis increased,Unmatched,4th
Back pain,dorsal pain,dorsal pain,Portal vein stenosis,Unmatched,4th
Back pain,spine pain,spine pain,Injection site pain,Unmatched,4th
Bankruptcy,failure,failure,Hepatorenal failure,Unmatched,4th
Bankruptcy,fail,failure,Hepatorenal failure,Unmatched,4th
Bankruptcy,bankrupt,failure,Hepatorenal failure,Unmatched,4th
Barium meal,Ba meal,ba meal,B-cell lymphoma refractory,Unmatched,4th
Barrel chest,drum chest,bone chest,Upper lip bite test,Unmatched,4th
Belligerence,aggressive,aggressive,Non-Hodgkin's lymphoma unspecified histology aggressive recurrent,Unmatched,4th
Belligerence,aggressiveness,aggression,Non-Hodgkin's lymphoma unspecified histology aggressive,Unmatched,4th
Biliary fibrosis,bilious fibrosis,bile fibrosis,Catheter site fibrosis,Unmatched,4th
Biliary fibrosis,bile fibrosis,bile fibrosis,Catheter site fibrosis,Unmatched,4th
Biliary neoplasm,bilious neoplasm,bile neoplasm,Benign male reproductive tract neoplasm,Unmatched,4th
Biliary neoplasm,bile neoplasm,bile neoplasm,Benign male reproductive tract neoplasm,Unmatched,4th
Biopsy brain,biopsy head,biopsy head,Biopsy heart normal,Unmatched,4th
Biopsy brain abnormal,biopsy head abnormal,biopsy head abnormal,Biopsy ear abnormal,Unmatched,4th
Biopsy brain normal,biopsy head normal,biopsy head normal,Biopsy ear abnormal,Unmatched,4th
Biopsy heart,biopsy core,biopsy core,Biopsy bone marrow,Unmatched,4th
Biopsy heart,biopsy warm,biopsy warm,Biopsy abdominal wall,Unmatched,4th
Biopsy heart abnormal,biopsy core abnormal,biopsy core abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy heart abnormal,biopsy warm abnormal,biopsy warm abnormal,Biopsy abdominal wall normal,Unmatched,4th
Biopsy heart normal,biopsy core normal,biopsy core normal,Biopsy cornea normal,Unmatched,4th
Biopsy heart normal,biopsy warm normal,biopsy warm normal,Biopsy abdominal wall normal,Unmatched,4th
Biopsy stomach,biopsy put_up,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy digest,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy endure,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy endurance,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy stand,biopsy base,Biopsy bone normal,Unmatched,4th
Biopsy stomach,biopsy abidance,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy bearable,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy tolerant,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy stick_out,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy toleration,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy sufferance,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy brook,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy abide,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach,biopsy tolerate,biopsy borne,Biopsy bone marrow,Unmatched,4th
Biopsy stomach abnormal,biopsy put_up abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy digest abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy endure abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy endurance abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy stand abnormal,biopsy base abnormal,Biopsy bone marrow normal,Unmatched,4th
Biopsy stomach abnormal,biopsy abidance abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy bearable abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy tolerant abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy stick_out abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy toleration abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy sufferance abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy brook abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy abide abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach abnormal,biopsy tolerate abnormal,biopsy borne abnormal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy put_up normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy digest normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy endure normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy endurance normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy stand normal,biopsy base normal,Biopsy bone marrow normal,Unmatched,4th
Biopsy stomach normal,biopsy abidance normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy bearable normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy tolerant normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy stick_out normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy toleration normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy sufferance normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy brook normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy abide normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy stomach normal,biopsy tolerate normal,biopsy borne normal,Biopsy cornea normal,Unmatched,4th
Biopsy testes,biopsy nut,biopsy nut,Biopsy bile duct,Unmatched,4th
Biopsy testes abnormal,biopsy nut abnormal,biopsy nut abnormal,Biopsy bile duct normal,Unmatched,4th
Biopsy testes normal,biopsy nut normal,biopsy nut normal,Biopsy bile duct normal,Unmatched,4th
Biotin deficiency,vitamin_H deficiency,vitamin_h deficiency,Vitamin B12 deficiency,Unmatched,4th
Birth mark,give_birth mark,borne mark,Extranodal marginal zone B-cell lymphoma (MALT type) refractory,Unmatched,4th
Birth mark,deliver mark,borne mark,Extranodal marginal zone B-cell lymphoma (MALT type) refractory,Unmatched,4th
Birth mark,birth sign,birth sign,Membranous-like glomerulopathy with masked IgG-kappa deposits,Unmatched,4th
Birth trauma,birth traumatise,birth injury,XIIth nerve injury,Unmatched,4th
Birth trauma,birth harm,birth injury,XIIth nerve injury,Unmatched,4th
Birth trauma,birth injure,birth injury,XIIth nerve injury,Unmatched,4th
Birth trauma,birth injury,birth injury,XIIth nerve injury,Unmatched,4th
Birth trauma,birth traumatize,birth injury,XIIth nerve injury,Unmatched,4th
Birth trauma,birth hurt,birth pain,"Bladder cancer stage I, with cancer in situ",Unmatched,4th
Bite,sharpness,acute,Acute sinusitis,Unmatched,4th
Bite,sting,sting,Allergy to arthropod sting,Unmatched,4th
Bite,burn,burn,Burn operation,Unmatched,4th
Bite,prick,sting,Allergy to arthropod sting,Unmatched,4th
Bite,insect_bite,sting,Allergy to arthropod sting,Unmatched,4th
Bite,stinger,sting,Allergy to arthropod sting,Unmatched,4th
Bladder cancer stage II,bladder cancer stage 2,bladder cancer stage 2,"Bladder cancer stage I, without cancer in situ",Unmatched,4th
Bladder cancer stage III,bladder cancer stage 3,bladder cancer stage 3,"Bladder cancer stage I, without cancer in situ",Unmatched,4th
Bladder cancer stage IV,bladder cancer stage 4,bladder cancer stage 4,"Bladder cancer stage I, without cancer in situ",Unmatched,4th
Bladder irritation,bladder bother,bladder pain,"Bladder cancer stage I, with cancer in situ",Unmatched,4th
Bladder irritation,bladder botheration,bladder pain,"Bladder cancer stage I, with cancer in situ",Unmatched,4th
Bladder irritation,bladder annoyance,bladder pain,"Bladder cancer stage I, with cancer in situ",Unmatched,4th
Blister,bulla,bulla,Biopsy vulva,Unmatched,4th
Blister,bleb,bleb,Conjunctival filtering bleb leak,Unmatched,4th
Blood aluminium,blood Al,blood al,Blood group A,Unmatched,4th
Blood aluminium decreased,blood Al decreased,blood al decreased,Blood 25-hydroxycholecalciferol decreased,Unmatched,4th
Blood aluminium increased,blood Al increased,blood al increased,Blood 25-hydroxycholecalciferol decreased,Unmatched,4th
Blood antimony,blood Sb,blood sb,Blood group AB,Unmatched,4th
Blood antimony decreased,blood Sb decreased,blood sb decreased,Blood creatine phosphokinase BB increased,Unmatched,4th
Blood antimony increased,blood Sb increased,blood sb increased,Blood creatine phosphokinase BB increased,Unmatched,4th
Blood arsenic increased,blood As increased,blood as increased,Blood 25-hydroxycholecalciferol decreased,Unmatched,4th
Blood calcium,blood Ca,blood ca,Blood group A,Unmatched,4th
Blood calcium decreased,blood Ca decreased,blood ca decreased,Blood 25-hydroxycholecalciferol decreased,Unmatched,4th
Blood calcium increased,blood Ca increased,blood ca increased,Blood 25-hydroxycholecalciferol decreased,Unmatched,4th
Blood chromium,blood Cr,blood cr,Blood group AB,Unmatched,4th
Blood copper,blood Cu,blood cu,Blood group AB,Unmatched,4th
Blood corticotrophin,blood adrenocorticotropic_hormone,blood acth,Blood acid phosphatase decreased,Unmatched,4th
Blood corticotrophin,blood ACTH,blood acth,Blood acid phosphatase decreased,Unmatched,4th
Blood corticotrophin,blood adrenocorticotropin,blood acth,Blood acid phosphatase decreased,Unmatched,4th
Blood corticotrophin,blood adrenocorticotrophin,blood acth,Blood acid phosphatase decreased,Unmatched,4th
Blood corticotrophin,blood adrenocorticotrophic_hormone,blood acth,Blood acid phosphatase decreased,Unmatched,4th
Blood corticotrophin abnormal,blood adrenocorticotropic_hormone abnormal,blood acth abnormal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin abnormal,blood ACTH abnormal,blood acth abnormal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin abnormal,blood adrenocorticotropin abnormal,blood acth abnormal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin abnormal,blood adrenocorticotrophin abnormal,blood acth abnormal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin abnormal,blood adrenocorticotrophic_hormone abnormal,blood acth abnormal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin decreased,blood adrenocorticotropic_hormone decreased,blood acth decreased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin decreased,blood ACTH decreased,blood acth decreased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin decreased,blood adrenocorticotropin decreased,blood acth decreased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin decreased,blood adrenocorticotrophin decreased,blood acth decreased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin decreased,blood adrenocorticotrophic_hormone decreased,blood acth decreased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin increased,blood adrenocorticotropic_hormone increased,blood acth increased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin increased,blood ACTH increased,blood acth increased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin increased,blood adrenocorticotropin increased,blood acth increased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin increased,blood adrenocorticotrophin increased,blood acth increased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin increased,blood adrenocorticotrophic_hormone increased,blood acth increased,Blood lactic acid increased,Unmatched,4th
Blood corticotrophin normal,blood adrenocorticotropic_hormone normal,blood acth normal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin normal,blood ACTH normal,blood acth normal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin normal,blood adrenocorticotropin normal,blood acth normal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin normal,blood adrenocorticotrophin normal,blood acth normal,Blood lactic acid normal,Unmatched,4th
Blood corticotrophin normal,blood adrenocorticotrophic_hormone normal,blood acth normal,Blood lactic acid normal,Unmatched,4th
Blood donor,blood giver,blood present,Blood methaemoglobin present,Unmatched,4th
Blood donor,blood presenter,blood present,Blood methaemoglobin present,Unmatched,4th
Blood donor,blood give,blood present,Blood methaemoglobin present,Unmatched,4th
Blood donor,blood present,blood present,Blood methaemoglobin present,Unmatched,4th
Blood gases,blood gun,blood gun,Blood immunoglobulin G increased,Unmatched,4th
Blood grouping,blood aggroup,blood group,Blood group O,Unmatched,4th
Blood grouping,blood group,blood group,Blood group O,Unmatched,4th
Blood immunoglobulin G abnormal,rip immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,lineage immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,descent immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,roue immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood_line immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,descend immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,rakehell immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,line_of_descent immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,stemma immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,pedigree immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,ancestry immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,bloodline immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,profligate immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,stock immunoglobulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,bloody immunoglobulin g abnormal,bloody immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immune_gamma_globulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immune_globulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immune_serum_globulin g abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin gravitational_constant abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin one_thousand abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin 1000 abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin constant_of_gravitation abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin M abnormal,blood immunoglobulin m abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin gee abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin yard abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin G abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin gm abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin deoxyguanosine_monophosphate abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin gramme abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin universal_gravitational_constant abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin thousand abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin gibibyte abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin K abnormal,blood immunoglobulin k abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin chiliad abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin gigabyte abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin thou abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin grand abnormal,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G abnormal,blood immunoglobulin g unnatural,blood immunoglobulin g abnormal,Blood immunoglobulin E normal,Unmatched,4th
Blood immunoglobulin G decreased,rip immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,lineage immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,descent immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,roue immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood_line immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,descend immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,rakehell immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,line_of_descent immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,stemma immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,pedigree immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,ancestry immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,bloodline immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,profligate immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,stock immunoglobulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,bloody immunoglobulin g decreased,bloody immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immune_gamma_globulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immune_globulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immune_serum_globulin g decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin gravitational_constant decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin one_thousand decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin 1000 decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin constant_of_gravitation decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin M decreased,blood immunoglobulin m decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin gee decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin yard decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin G decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin gm decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin deoxyguanosine_monophosphate decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin gramme decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin universal_gravitational_constant decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin thousand decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin gibibyte decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin K decreased,blood immunoglobulin k decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin chiliad decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin gigabyte decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin thou decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin grand decreased,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin g diminution,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin g minify,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin g diminish,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
Blood immunoglobulin G decreased,blood immunoglobulin g lessen,blood immunoglobulin g decreased,Blood immunoglobulin E increased,Unmatched,4th
