MRA_term,Modified_term,ChangedBack,SearcherReturned_term,State,Rank
Angiotensin II,angiotensin 2,angiotensin 2,Angiotensin I decreased,Unmatched,3rd
Animal scratch,animal incision,animal incision,Anal skin tag excision,Unmatched,3rd
Animal scratch,animal scrape,animal skin,Congenital anomaly in offspring,Unmatched,3rd
Animal scratch,animal start,animal part,Anomaly of middle ear congenital,Unmatched,3rd
Animal scratch,animal excision,animal excision,Anal skin tag excision,Unmatched,3rd
Animal scratch,animal excise,animal excision,Anal skin tag excision,Unmatched,3rd
Animal scratch,animal scar,animal scar,Anomaly of middle ear congenital,Unmatched,3rd
Animal scratch,animal mark,animal mark,Congenital anomaly of inner ear,Unmatched,3rd
Antisocial behaviour,asocial behaviour,asocial behaviour,Social avoidant behaviour,Unmatched,3rd
Apathy,numb,numb,Abscess limb,Unmatched,3rd
Apathy,indifference,indifference,Nasal potential difference test,Unmatched,3rd
Apolipoprotein A-II,apolipoprotein a 2,apolipoprotein a 2,Apolipoprotein A-I abnormal,Unmatched,3rd
Apolipoprotein A-II decreased,apolipoprotein a 2 decreased,apolipoprotein a 2 decreased,Apolipoprotein B/Apolipoprotein A-1 ratio increased,Unmatched,3rd
Apolipoprotein A-II increased,apolipoprotein a 2 increased,apolipoprotein a 2 increased,Apolipoprotein B/Apolipoprotein A-1 ratio increased,Unmatched,3rd
Arterial rupture,arterial tear,arterial tear,Bacterial test negative,Unmatched,3rd
Arterial thrombosis,artery thrombosis,artery thrombosis,Cerebral artery thrombosis,Unmatched,3rd
Aspiration,inhalation,inhalation,Exposure via inhalation,Unmatched,3rd
Aspiration,intake,intake,Excessive dietary fibre intake,Unmatched,3rd
Aspiration,aspirate,aspirate,Aspartate aminotransferase abnormal,Unmatched,3rd
Asthma,asthmatic,asthmatic,Automatic bladder,Unmatched,3rd
Atrophy,wasting,wasting,HIV wasting syndrome,Unmatched,3rd
Aura,atmosphere,air,Pulmonary air leakage,Unmatched,3rd
Aura,air,air,Pulmonary air leakage,Unmatched,3rd
Aura,halo,halo,Drug half-life,Unmatched,3rd
Aura,glory,glory,Metallosis of globe,Unmatched,3rd
Azotaemia,uraemia,uraemia,Pericarditis uraemic,Unmatched,3rd
Azotaemia,uraemic,uraemic,Uraemic acidosis,Unmatched,3rd
B-cell lymphoma stage II,b cell lymphoma stage 2,b cell lymphoma stage 2,Angioimmunoblastic T-cell lymphoma stage I,Unmatched,3rd
B-cell lymphoma stage III,b cell lymphoma stage 3,b cell lymphoma stage 3,Angioimmunoblastic T-cell lymphoma stage I,Unmatched,3rd
B-cell lymphoma stage IV,b cell lymphoma stage 4,b cell lymphoma stage 4,Angioimmunoblastic T-cell lymphoma stage I,Unmatched,3rd
Back disorder,spinal disorder,spinal disorder,Spinal cord disorder,Unmatched,3rd
Back disorder,game disorder,high disorder,Neurodegeneration with brain iron accumulation disorder,Unmatched,3rd
Back disorder,gaming disorder,gaming disorder,Gaming disorder,Unmatched,3rd
Back disorder,spine disorder,spine disorder,Vascular skin disorder,Unmatched,3rd
Back injury,spinal injury,spinal injury,Spinal cord injury cervical,Unmatched,3rd
Back injury,spine injury,spine injury,Injection site injury,Unmatched,3rd
Back injury,back wound,back wound,Band neutrophil count decreased,Unmatched,3rd
Back pain,game pain,high pain,Light chain analysis,Unmatched,3rd
Back pain,dorsal pain,dorsal pain,Portal vein thrombosis,Unmatched,3rd
Back pain,spine pain,spine pain,Application site pain,Unmatched,3rd
Bankruptcy,failure,failure,Hepatic failure,Unmatched,3rd
Bankruptcy,fail,failure,Hepatic failure,Unmatched,3rd
Bankruptcy,bankrupt,failure,Hepatic failure,Unmatched,3rd
Barium meal,Ba meal,ba meal,B-cell lymphoma recurrent,Unmatched,3rd
Barrel chest,drum chest,bone chest,Bone cyst excision,Unmatched,3rd
Belligerence,aggressive,aggressive,Non-Hodgkin's lymphoma unspecified histology aggressive,Unmatched,3rd
Belligerence,aggressiveness,aggression,Caudal regression syndrome,Unmatched,3rd
Biliary fibrosis,bilious fibrosis,bile fibrosis,Infusion site fibrosis,Unmatched,3rd
Biliary fibrosis,bile fibrosis,bile fibrosis,Infusion site fibrosis,Unmatched,3rd
Biliary fistula,bilious fistula,bile fistula,Male genital tract fistula,Unmatched,3rd
Biliary fistula,bile fistula,bile fistula,Male genital tract fistula,Unmatched,3rd
Biliary neoplasm,bilious neoplasm,bile neoplasm,Male reproductive tract neoplasm,Unmatched,3rd
Biliary neoplasm,bile neoplasm,bile neoplasm,Male reproductive tract neoplasm,Unmatched,3rd
Biopsy bladder,biopsy vesical,biopsy vesical,Biopsy seminal vesicle normal,Unmatched,3rd
Biopsy brain,biopsy head,biopsy head,Biopsy heart abnormal,Unmatched,3rd
Biopsy brain abnormal,biopsy head abnormal,biopsy head abnormal,Biopsy ear normal,Unmatched,3rd
Biopsy brain normal,biopsy head normal,biopsy head normal,Biopsy ear normal,Unmatched,3rd
Biopsy breast,biopsy chest,biopsy chest,Biopsy chest wall normal,Unmatched,3rd
Biopsy heart,biopsy spunk,biopsy nerve,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart,biopsy marrow,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy meat,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy pith,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy centric,biopsy eye,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy essence,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy nub,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy center,biopsy eye,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy core,biopsy core,Biopsy bone abnormal,Unmatched,3rd
Biopsy heart,biopsy meaty,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy warm,biopsy warm,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy mettle,biopsy nerve,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart,biopsy eye,biopsy eye,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy bosom,biopsy breast,Biopsy breast normal,Unmatched,3rd
Biopsy heart,biopsy sum,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy gist,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy summate,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy centrical,biopsy eye,Biopsy ear abnormal,Unmatched,3rd
Biopsy heart,biopsy kernel,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy heart_and_soul,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy pithy,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy nerve,biopsy nerve,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart,biopsy inwardness,biopsy marrow,Biopsy bone marrow normal,Unmatched,3rd
Biopsy heart,biopsy tender,biopsy tender,Biopsy tendon normal,Unmatched,3rd
Biopsy heart,biopsy nervy,biopsy nerve,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart,biopsy spunky,biopsy nerve,Biopsy peripheral nerve normal,Unmatched,3rd
Biopsy heart abnormal,biopsy core abnormal,biopsy core abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy heart abnormal,biopsy warm abnormal,biopsy warm abnormal,Biopsy abdominal wall abnormal,Unmatched,3rd
Biopsy heart normal,biopsy core normal,biopsy core normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy heart normal,biopsy warm normal,biopsy warm normal,Biopsy abdominal wall abnormal,Unmatched,3rd
Biopsy liver normal,biopsy live normal,biopsy live normal,Biopsy liver abnormal,Unmatched,3rd
Biopsy pharynx normal,biopsy throaty normal,biopsy pharynx normal,Biopsy pharynx abnormal,Unmatched,3rd
Biopsy pharynx normal,biopsy pharynx convention,biopsy pharynx normal,Biopsy pharynx abnormal,Unmatched,3rd
Biopsy pharynx normal,biopsy pharynx rule,biopsy pharynx normal,Biopsy pharynx abnormal,Unmatched,3rd
Biopsy pharynx normal,biopsy pharynx normality,biopsy pharynx normal,Biopsy pharynx abnormal,Unmatched,3rd
Biopsy pharynx normal,biopsy pharynx formularize,biopsy pharynx normal,Biopsy pharynx abnormal,Unmatched,3rd
Biopsy stomach,biopsy put_up,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy digest,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy endure,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy abdominal,biopsy abdominal,Biopsy abdominal wall normal,Unmatched,3rd
Biopsy stomach,biopsy endurance,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy stand,biopsy base,Biopsy bone marrow,Unmatched,3rd
Biopsy stomach,biopsy abidance,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy bearable,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy tolerant,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy stick_out,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy toleration,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy sufferance,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy brook,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy abide,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach,biopsy tolerate,biopsy borne,Biopsy bone abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy put_up abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy digest abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy endure abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy endurance abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy stand abnormal,biopsy base abnormal,Biopsy bone marrow abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy abidance abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy bearable abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy tolerant abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy stick_out abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy toleration abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy sufferance abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy brook abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy abide abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach abnormal,biopsy tolerate abnormal,biopsy borne abnormal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy put_up normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy digest normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy endure normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy endurance normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy stand normal,biopsy base normal,Biopsy bone marrow abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy abidance normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy bearable normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy tolerant normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy stick_out normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy toleration normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy sufferance normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy brook normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy abide normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy stomach normal,biopsy tolerate normal,biopsy borne normal,Biopsy cornea abnormal,Unmatched,3rd
Biopsy testes,biopsy nut,biopsy nut,Biopsy anus normal,Unmatched,3rd
Biopsy testes,biopsy testicle,biopsy testicle,Biopsy seminal vesicle normal,Unmatched,3rd
Biopsy testes abnormal,biopsy nut abnormal,biopsy nut abnormal,Biopsy bile duct abnormal,Unmatched,3rd
Biopsy testes normal,biopsy nut normal,biopsy nut normal,Biopsy bile duct abnormal,Unmatched,3rd
Biotin deficiency,vitamin_H deficiency,vitamin_h deficiency,Vitamin B1 deficiency,Unmatched,3rd
Birth mark,give_birth mark,borne mark,Extranodal marginal zone B-cell lymphoma (MALT type) recurrent,Unmatched,3rd
Birth mark,deliver mark,borne mark,Extranodal marginal zone B-cell lymphoma (MALT type) recurrent,Unmatched,3rd
Birth mark,birth set,birth set,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Birth mark,birth sign,birth sign,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Birth mark,birth marking,birth tag,Membranous-like glomerulopathy with masked IgG-kappa deposits,Unmatched,3rd
Birth mark,birth tag,birth tag,Membranous-like glomerulopathy with masked IgG-kappa deposits,Unmatched,3rd
Birth trauma,birth traumatise,birth injury,VIth nerve injury,Unmatched,3rd
Birth trauma,birth harm,birth injury,VIth nerve injury,Unmatched,3rd
Birth trauma,birth injure,birth injury,VIth nerve injury,Unmatched,3rd
Birth trauma,birth injury,birth injury,VIth nerve injury,Unmatched,3rd
Birth trauma,birth traumatize,birth injury,VIth nerve injury,Unmatched,3rd
Birth trauma,birth hurt,birth pain,"Bladder cancer stage 0, with cancer in situ",Unmatched,3rd
Bite,sharpness,acute,Acute psychosis,Unmatched,3rd
Bite,sting,sting,Allergy to sting,Unmatched,3rd
Bite,burn,burn,Burn oesophageal,Unmatched,3rd
Bite,prick,sting,Allergy to sting,Unmatched,3rd
Bite,insect_bite,sting,Allergy to sting,Unmatched,3rd
Bite,stinger,sting,Allergy to sting,Unmatched,3rd
Bladder cancer stage II,bladder cancer stage 2,bladder cancer stage 2,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Bladder cancer stage III,bladder cancer stage 3,bladder cancer stage 3,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Bladder cancer stage IV,bladder cancer stage 4,bladder cancer stage 4,"Bladder cancer stage I, with cancer in situ",Unmatched,3rd
Bladder discomfort,vesical discomfort,vesical discomfort,Medical device site joint discomfort,Unmatched,3rd
Bladder irritation,bladder bother,bladder pain,"Bladder cancer stage 0, without cancer in situ",Unmatched,3rd
Bladder irritation,bladder botheration,bladder pain,"Bladder cancer stage 0, without cancer in situ",Unmatched,3rd
Bladder irritation,bladder annoyance,bladder pain,"Bladder cancer stage 0, without cancer in situ",Unmatched,3rd
Bladder pain,vesical pain,vesical pain,Medical device site joint pain,Unmatched,3rd
Bleeding time,bleed time,bleed time,Indeterminable ABO blood type,Unmatched,3rd
Bleeding time,run time,work time,Yolk sac tumour site unspecified,Unmatched,3rd
Blister,bulla,bulla,Aspiration bursa,Unmatched,3rd
Blister,bleb,bleb,Bleb revision,Unmatched,3rd
Blood aluminium,blood Al,blood al,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood aluminium decreased,blood Al decreased,blood al decreased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood aluminium increased,blood Al increased,blood al increased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood antimony,blood Sb,blood sb,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood antimony decreased,blood Sb decreased,blood sb decreased,Blood creatine phosphokinase MB increased,Unmatched,3rd
Blood antimony increased,blood Sb increased,blood sb increased,Blood creatine phosphokinase MB increased,Unmatched,3rd
Blood arsenic increased,blood As increased,blood as increased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood calcium,blood Ca,blood ca,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood calcium decreased,blood Ca decreased,blood ca decreased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood calcium increased,rip calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,lineage calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,descent calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,roue calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,blood_line calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,descend calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,rakehell calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,line_of_descent calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,stemma calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,pedigree calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,ancestry calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,bloodline calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,profligate calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,stock calcium increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,bloody calcium increased,bloody calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,blood atomic_number_20 increased,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood calcium increased,blood Ca increased,blood ca increased,Blood 25-hydroxycholecalciferol increased,Unmatched,3rd
Blood calcium increased,blood calcium increase,blood calcium increased,Blood calcium decreased,Unmatched,3rd
Blood chromium,blood Cr,blood cr,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood chromium decreased,blood Cr decreased,blood cr decreased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood chromium increased,blood Cr increased,blood cr increased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood copper,blood Cu,blood cu,Blood 25-hydroxycholecalciferol decreased,Unmatched,3rd
Blood copper decreased,blood Cu decreased,blood cu decreased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood copper increased,blood Cu increased,blood cu increased,Blood creatine phosphokinase BB increased,Unmatched,3rd
Blood corticotrophin,blood adrenocorticotropic_hormone,blood acth,Blood acid phosphatase abnormal,Unmatched,3rd
Blood corticotrophin,blood ACTH,blood acth,Blood acid phosphatase abnormal,Unmatched,3rd
Blood corticotrophin,blood adrenocorticotropin,blood acth,Blood acid phosphatase abnormal,Unmatched,3rd
Blood corticotrophin,blood adrenocorticotrophin,blood acth,Blood acid phosphatase abnormal,Unmatched,3rd
Blood corticotrophin,blood adrenocorticotrophic_hormone,blood acth,Blood acid phosphatase abnormal,Unmatched,3rd
Blood corticotrophin abnormal,blood adrenocorticotropic_hormone abnormal,blood acth abnormal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin abnormal,blood ACTH abnormal,blood acth abnormal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin abnormal,blood adrenocorticotropin abnormal,blood acth abnormal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin abnormal,blood adrenocorticotrophin abnormal,blood acth abnormal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin abnormal,blood adrenocorticotrophic_hormone abnormal,blood acth abnormal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin decreased,blood adrenocorticotropic_hormone decreased,blood acth decreased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin decreased,blood ACTH decreased,blood acth decreased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin decreased,blood adrenocorticotropin decreased,blood acth decreased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin decreased,blood adrenocorticotrophin decreased,blood acth decreased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin decreased,blood adrenocorticotrophic_hormone decreased,blood acth decreased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin increased,blood adrenocorticotropic_hormone increased,blood acth increased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin increased,blood ACTH increased,blood acth increased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin increased,blood adrenocorticotropin increased,blood acth increased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin increased,blood adrenocorticotrophin increased,blood acth increased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin increased,blood adrenocorticotrophic_hormone increased,blood acth increased,Blood lactic acid decreased,Unmatched,3rd
Blood corticotrophin normal,blood adrenocorticotropic_hormone normal,blood acth normal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin normal,blood ACTH normal,blood acth normal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin normal,blood adrenocorticotropin normal,blood acth normal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin normal,blood adrenocorticotrophin normal,blood acth normal,Blood lactic acid abnormal,Unmatched,3rd
Blood corticotrophin normal,blood adrenocorticotrophic_hormone normal,blood acth normal,Blood lactic acid abnormal,Unmatched,3rd
Blood creatinine increased,rip creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,lineage creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,descent creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,roue creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,blood_line creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,descend creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,rakehell creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,line_of_descent creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,stemma creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,pedigree creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,ancestry creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,bloodline creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,profligate creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,stock creatinine increased,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,bloody creatinine increased,bloody creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine increased,blood creatinine increase,blood creatinine increased,Blood creatinine decreased,Unmatched,3rd
Blood creatinine normal,rip creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,lineage creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,descent creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,roue creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,blood_line creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,descend creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,rakehell creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,line_of_descent creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,stemma creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,pedigree creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,ancestry creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,bloodline creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,profligate creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
Blood creatinine normal,stock creatinine normal,blood creatinine normal,Blood creatinine abnormal,Unmatched,3rd
